DEPTH, NO 6507/7-A-22,NO 6507/7-A-28,NO 6507/7-A-29,NO 6507/7-A-40,NO 6507/7-A-52,NO 6507/7-A-9
1428.75,74.2437,91.5098,81.0887,100.5007,74.032,80.2124
1429,76.1053,89.6886,90.6482,101.3904,88.301,75.6442
1429.25,77.8562,88.4889,86.4128,99.6079,88.384,81.4782
1430.5,73.0963,90.182,90.0895,109.0144,87.614,72.4211
1431.75,66.3781,85.6258,82.9665,110.8083,85.056,76.9427
1432,67.3464,85.5953,85.3737,107.6077,83.018,72.7897
1432.25,68.5493,86.3602,85.8561,110.626,86.866,77.054
1432.5,67.3577,87.4561,88.5127,109.8828,86.866,77.6948
1433.5,65.5894,89.2926,85.8462,102.3586,88.467,71.5926
1434.25,73.1237,92.4081,86.5044,101.9615,76.57,76.0833
1434.75,78.1817,94.6017,87.1391,100.1289,85.909,74.027
1435,78.7744,95.2661,84.6519,98.6141,85.056,75.5754
1435.5,79.6276,89.105,87.9813,101.0919,84.578,71.5834
1437.75,85.8643,81.6636,87.8701,99.8477,80.813,73.98
1438,82.5846,81.5227,80.2742,97.0911,81.166,72.7074
1438.5,80.3652,82.1322,83.3358,96.8892,89.32,69.2821
1439.75,79.538,74.2066,82.1736,109.0734,87.074,70.3256
1440,80.2446,71.2142,90.963,109.6652,82.518,70.1567
1440.25,80.8462,68.2566,84.4033,111.4338,83.205,66.224
1440.75,81.4483,70.7748,87.8456,110.4056,82.518,67.3994
1441,81.2596,72.8623,97.1452,114.5836,83.018,68.9649
1441.5,83.8369,78.6763,95.5231,109.2391,79.17,74.3787
1442.75,92.3662,84.6573,96.1604,113.9239,84.224,68.0839
1443,94.1609,84.3584,93.963,107.9391,76.237,69.5049
1443.25,94.5217,84.2113,92.8129,108.6567,77.422,68.161
1444,95.3276,84.3061,93.1434,103.8899,79.69,68.048
1444.5,93.1305,84.207,93.3592,108.0456,71.474,70.2146
1445.25,91.7922,85.8204,94.8988,101.8429,79.69,67.3174
1445.75,90.9036,84.788,95.7999,101.0478,79.045,70.7078
1446,90.5628,85.2687,95.9207,114.5068,79.69,72.0756
1446.25,91.6071,83.5823,97.1457,104.3288,81.104,70.2772
1447.5,81.0012,80.7277,87.0348,108.4044,78.046,70.9677
1448.25,74.4545,80.2517,82.9248,109.4498,89.32,65.6442
1448.75,76.9633,81.0978,85.0828,115.4508,92.066,59.2614
1449,79.047,81.8904,83.9375,115.4927,94.832,65.388
1449.25,78.3047,85.4907,88.5647,116.5917,91.005,56.9605
1449.5,77.8549,88.5418,86.7938,115.0393,91.005,59.9973
1450.5,85.4556,81.756,84.2629,116.8429,86.658,68.6276
1451.75,76.6381,83.0531,84.5991,105.0319,83.371,71.4547
1452,75.158,83.2292,87.5539,97.4719,83.434,67.1756
1453.5,81.551,85.1921,86.2585,104.019,81.894,61.6897
1453.75,83.3078,83.9267,84.8375,105.6953,81.894,63.4249
1454.25,86.207,82.829,83.3281,107.1163,79.232,70.3134
1454.75,86.6152,82.1267,85.6722,100.6188,83.454,69.1899
1455,86.8006,83.6365,89.443,105.6459,79.752,73.2842
1456.75,84.3095,79.5423,90.4126,98.3159,83.87,77.4416
1457,83.3037,80.7057,86.7051,102.6155,90.152,83.2194
1457.25,82.3086,81.5614,85.8405,100.7055,85.222,83.7982
1457.75,78.9142,80.5778,86.3644,103.7657,90.152,84.9728
1458,77.1941,84.2097,86.5652,96.9805,86.304,84.3416
1458.5,76.1014,84.6499,85.844,98.2571,92.419,81.6386
1459.25,79.9372,85.3506,88.1807,96.6199,86.304,85.6076
1459.75,77.8759,77.3545,86.4248,91.0193,94.832,82.8153
1460,78.6078,75.0588,87.9705,91.6246,92.253,87.6448
1460.25,79.4291,72.8237,86.6,91.8751,86.886,85.3605
1461.5,84.2232,73.6165,86.3684,84.2368,85.347,84.8731
1462.75,91.5891,66.3426,83.1958,86.9521,68.832,81.3976
1463,91.6329,66.5129,86.3525,92.4545,69.685,75.9834
1463.5,91.1356,72.1917,86.5,90.3113,76.32,71.7412
1464.5,89.5209,84.5168,87.3277,91.213,87.822,81.62
1464.75,91.5429,84.9948,86.1852,91.4417,87.822,83.5465
1465,94.513,85.3322,86.2821,92.92,85.701,78.2888
1465.25,95.2974,85.1016,90.7001,93.56,86.491,83.2882
1465.75,90.1123,89.389,89.4038,93.5147,85.701,76.161
1466,88.409,92.3846,78.8489,91.5924,86.45,74.1716
1466.5,84.9225,95.3872,78.8792,88.7963,84.411,83.7252
1467.75,80.0445,78.3316,83.9017,96.9311,79.544,70.4843
1468,79.9594,76.5891,80.5196,93.6104,80.646,80.45
1468.25,79.781,76.3042,82.7312,98.336,76.882,72.4124
1469.5,74.5998,93.8787,81.4492,93.8592,87.614,70.5472
1470.25,77.6783,97.8121,86.1193,90.2333,86.928,57.7333
1471,78.0926,94.0836,79.9213,91.297,84.078,71.7922
1471.25,80.281,92.2819,88.5584,91.1081,90.464,67.1058
1471.5,83.0273,92.9518,88.3279,90.6621,90.464,71.7453
1472.5,86.4816,95.5087,70.3836,91.3795,88.467,73.8872
1472.75,88.3616,96.5669,71.7579,90.8554,88.467,75.1339
1473,90.2835,96.4085,73.2982,95.8395,88.259,76.4722
1473.25,88.7561,96.6797,74.7364,92.0853,84.411,71.6098
1473.75,84.0706,97.8694,74.3754,95.0898,88.259,75.9834
1474,81.1066,95.9811,76.1744,94.8341,81.874,69.5388
1474.5,78.3125,100.011,73.4572,96.2946,84.682,75.3035
1475.75,73.5251,101.9118,73.067,92.8317,83.746,69.7015
1476,75.3816,98.6459,85.1553,87.7557,90.381,77.7814
1476.25,79.8825,97.5911,74.2106,91.8204,89.32,77.2227
1477.5,84.1444,98.2687,85.4414,86.6,91.088,74.1477
1478.25,76.5807,97.8459,81.2862,90.579,99.283,75.9575
1478.75,74.077,96.2217,82.8529,91.0337,101.592,79.3784
1479,74.7741,95.3265,85.0499,90.8352,94.645,78.924
1479.25,77.1247,92.1761,81.4221,86.6237,95.248,86.1463
1479.5,78.2138,89.1372,80.647,85.4169,95.248,85.2964
1480.5,79.2442,81.4694,85.5333,90.404,88.384,78.3693
1480.75,82.7475,83.1108,82.7246,89.5598,88.384,76.0323
1481,84.3205,84.2357,83.5132,85.7903,97.411,74.3183
1481.25,84.6427,84.4962,79.7103,89.3451,93.563,75.9521
1481.75,83.6096,78.689,82.0064,85.9954,97.411,76.0347
1482,84.2861,74.8968,73.5287,85.8944,96.246,59.6993
1482.5,86.136,68.8909,77.1049,84.4191,99.699,70.7198
1483.75,86.0042,73.3434,79.3836,86.4413,84.786,66.7944
1484,86.092,75.1973,90.2382,83.9548,89.653,77.8364
1484.25,86.1374,77.4895,77.8129,83.3826,87.469,74.8525
1485.5,85.1733,88.5619,95.5142,82.1739,77.422,82.74
1486.25,93.4315,85.6648,86.7762,73.4608,73.304,82.073
1486.75,90.6437,82.7509,93.4079,78.5788,70.184,79.3486
1487.25,89.1412,81.8085,96.7663,80.7092,77.006,83.5699
1487.5,94.2386,83.1164,93.3932,81.1639,77.006,83.9821
1489.75,92.3859,90.2372,83.2651,78.1797,75.446,74.0872
1490,94.8982,91.9222,89.8606,71.3291,103.027,77.3038
1490.5,94.5452,91.8559,85.497,76.9486,65.525,78.3105
1491.75,95.3398,96.5478,95.7688,71.0536,90.048,67.3927
1492,97.2387,94.1144,87.1694,67.4179,91.504,73.0862
1492.25,98.3433,94.6636,97.6429,66.768,77.838,68.9827
1493,102.8077,88.5361,87.1954,65.8757,81.52,69.3854
1493.5,110.8175,88.3945,86.3734,66.3371,77.651,71.605
1494.25,103.5654,88.6721,88.4425,66.5515,81.52,70.1631
1494.75,94.7961,92.5455,91.5232,73.0549,86.97,62.0299
1495,93.4635,93.1295,95.5014,64.5382,62.987,61.3148
1495.25,92.8471,91.8678,92.5589,69.7044,81.354,58.7166
1495.5,92.5076,90.1734,94.4445,66.8082,81.354,59.6884
1496.5,91.1492,86.5851,94.2596,59.7954,78.358,73.1654
1496.75,90.3836,92.0117,93.712,57.9554,78.358,75.8691
1497.25,91.3038,91.0041,91.8882,58.3606,79.294,81.4258
1497.75,98.5735,87.8419,89.0561,60.271,74.365,81.7597
1498,104.0299,86.6158,94.6926,62.72,77.589,81.5751
1498.5,104.8552,82.8995,91.6342,61.7512,69.768,80.6788
1499.75,96.5314,79.582,95.0378,65.3728,78.629,80.947
1500,95.4111,83.5699,95.8062,81.1703,78.338,81.6122
1501,97.6874,89.6293,89.5129,76.5233,80.397,78.4933
1501.5,99.628,87.4363,90.7376,81.3544,83.08,80.4421
1502.25,96.5117,85.7181,90.1821,75.2583,80.397,76.3857
1502.75,94.7285,87.7848,88.358,79.2344,78.858,62.2886
1503,94.8143,88.529,92.189,88.6498,79.357,57.1931
1503.25,95.4994,89.1787,88.7635,87.8919,80.314,49.4829
1503.5,96.1682,89.6933,89.8324,89.1437,80.314,49.8808
1505.25,106.6333,96.351,85.246,74.5781,84.162,75.2439
1505.75,111.2567,93.1594,82.0884,76.1174,84.578,82.0087
1506,111.3362,92.5818,86.4806,71.2205,90.714,74.954
1506.5,108.6081,90.2308,84.5732,73.8777,72.326,76.3364
1507.75,105.569,91.3257,95.1772,61.971,91.005,75.589
1508,105.9636,92.2005,92.2338,70.1752,117.1289,83.4881
1508.25,106.7905,92.3596,96.9559,63.7242,120.25,77.6073
1509,107.0148,88.0865,98.03,66.3113,147.4351,87.4846
1509.5,106.873,84.9824,99.1122,72.3938,116.3391,87.5299
1510.25,102.4029,80.8874,96.8514,63.8322,147.4351,84.7847
1510.75,105.9073,80.3643,97.4885,54.7636,135.6001,84.4369
1511,106.4242,80.6739,97.0579,43.4115,114.883,84.4283
1511.25,106.8693,81.7882,95.1405,47.5382,123.4319,83.4389
1511.5,105.9399,82.4421,95.3206,46.0261,123.4319,82.8227
1512.5,106.0172,80.5482,99.9368,42.869,101.322,72.0638
1513.25,108.9781,81.2148,98.0684,49.2117,87.906,72.067
1513.75,104.9173,86.8545,97.3127,47.3352,87.053,68.024
1514,104.252,86.783,93.3032,53.9577,93.979,73.9374
1514.5,103.8182,88.2299,98.6063,44.0237,83.538,76.7548
1515.75,110.5785,93.4495,82.2687,59.6837,106.189,83.0607
1516,108.6555,95.3031,68.4504,53.2217,99.512,80.2751
1516.25,106.8396,96.7619,74.9486,58.8087,97.723,86.3752
1516.75,105.1222,96.0346,67.6226,55.1737,99.512,81.8622
1517,107.2608,94.3911,79.0091,47.8368,94.146,82.4926
1517.5,106.35,87.1357,75.6983,50.8894,104.462,83.3234
1518.25,102.6643,83.7151,79.3315,45.0115,94.146,86.2262
1518.75,102.1567,84.5374,77.2431,40.0916,94.686,83.7796
1519.25,96.1848,87.8727,75.8342,42.1368,80.106,79.09
1519.5,91.5533,86.957,77.1449,44.5656,80.106,79.16
1538,105.7728,90.2325,93.4872,91.959,105.69,84.973
1539,101.8528,93.3463,90.6127,88.2677,104.816,75.1541
1539.5,105.2999,96.2384,94.022,92.2343,91.858,81.9052
1540.25,101.0831,99.7961,87.7317,85.3807,104.816,71.6924
1540.75,101.2492,98.6588,85.8491,85.2219,104.608,66.6712
1541,102.0266,97.599,94.396,77.2911,101.405,68.9637
1541.25,101.9513,96.2816,90.2065,84.3525,100.698,64.6463
1541.5,100.2457,95.5333,91.856,81.7987,100.698,64.2145
1542.5,102.248,91.9207,94.0896,69.869,98.451,87.9411
1542.75,101.8734,90.3329,90.6794,65.9766,98.451,99.6568
1543,99.7347,88.691,64.7253,68.019,95.955,78.6087
1543.25,98.3298,87.039,81.3231,63.8253,96.538,106.6777
1543.75,98.874,88.2757,68.4738,67.8864,95.955,88.2823
1544,101.7018,88.0671,82.4895,79.5044,103.464,64.5839
1544.5,106.2718,88.3404,72.0719,70.416,102.05,68.9236
1545.25,104.3553,88.6402,88.2012,79.194,103.464,62.8063
1546,105.5462,93.7548,93.7423,69.4618,97.598,74.8094
1546.5,105.9876,95.3853,90.1957,77.9246,93.002,69.1994
1547.75,109.6243,93.1387,93.8126,68.0017,94.52,76.4093
1548,110.4618,93.351,89.0835,69.7923,88.467,69.6203
1548.25,110.2511,93.54,91.3597,68.3863,82.352,70.2897
1549.5,109.6115,93.162,88.3573,67.37,99.075,69.1413
1550.25,105.5734,90.4008,84.4629,75.3301,88.342,65.6433
1550.75,98.4964,89.332,87.7425,76.9191,89.986,67.8111
1551,96.2365,88.6416,82.1048,73.5925,81.666,69.1483
1551.5,91.0975,89.0736,85.7399,74.0418,88.779,68.021
1552.75,90.8281,93.0324,82.1878,79.1463,90.589,68.591
1553,88.755,92.7227,88.8556,70.6765,84.806,70.0957
1553.25,86.501,93.1687,92.7018,74.9176,91.338,69.7521
1555.25,89.9649,95.9949,94.1428,70.103,86.221,69.2469
1555.75,84.8354,96.9622,90.5684,70.101,72.618,62.0489
1556,84.661,98.7333,85.6642,76.3652,90.235,56.7105
1556.5,89.2511,101.0041,89.7915,74.9853,87.094,57.1515
1557.25,94.9757,100.4532,84.7641,76.5832,90.235,56.5857
1557.75,98.717,105.5149,86.7352,80.0037,86.075,54.7517
1558,100.8685,105.2846,82.2538,75.1785,93.002,51.1318
1558.25,103.1296,104.7278,88.289,80.2502,95.144,51.4176
1558.5,104.4137,104.1633,85.929,77.6525,95.144,49.8665
1559.5,97.6834,92.2737,86.6048,77.2958,95.685,51.3722
1559.75,94.929,92.9262,91.3457,78.8341,95.685,50.4379
1561,88.0294,91.7568,104.2585,80.9086,96.018,52.762
1562.25,87.0938,118.6512,106.9706,86.8789,96.018,53.6425
1562.75,92.9658,124.5229,113.1031,97.7226,97.515,54.148
1563,90.5996,128.5293,106.3122,101.9957,93.438,54.9175
1563.25,88.2766,130.5023,107.2228,100.5899,94.582,54.5311
1563.5,86.2715,131.278,105.7342,101.4493,94.582,53.3696
1564.5,93.8969,150.1301,107.1846,95.9221,83.642,56.331
1564.75,96.703,163.3619,108.5607,91.5926,83.642,56.4411
1565,98.4142,177.9728,101.854,72.8973,84.598,54.8527
1565.25,99.7039,189.8054,111.1468,88.6815,90.568,60.6935
1565.75,100.5262,207.7009,105.3706,79.1036,84.598,60.2961
1566,102.1084,213.7663,103.4782,74.7044,83.683,51.6717
1566.5,108.6244,217.6013,101.8592,72.469,83.6,51.6459
1567.25,115.0288,214.556,103.2436,73.8929,83.683,50.9811
1567.75,115.5908,193.9603,104.0743,74.6432,89.445,51.1281
1568,116.1192,181.5432,103.9347,76.8791,93.272,64.2573
1568.25,115.78,171.3702,104.0118,79.851,92.232,57.8371
1568.5,114.6206,164.8679,103.3848,80.9234,92.232,61.7147
1569.75,113.2598,168.6433,101.7602,74.3655,97.557,63.4925
1570,112.8074,165.02,99.5213,76.935,99.366,64.6058
1570.25,108.1961,158.8439,102.2412,79.8068,106.043,63.3701
1572.25,98.8566,130.8192,103.6387,65.4591,90.443,69.3548
1572.75,99.1954,118.5202,108.7046,64.3959,89.778,74.2529
1573.5,101.5912,105.7812,101.3156,75.5122,87.906,77.8903
1574.75,97.632,99.7825,108.4573,77.2221,80.459,76.5904
1575,96.7625,98.4964,102.0573,87.7788,92.398,73.4143
1575.25,98.7962,98.5468,107.811,80.6866,85.43,71.4608
1577.25,97.5537,125.1109,95.7796,85.0959,94.936,76.6164
1577.75,100.0792,144.2179,102.6129,88.3423,91.15,75.7205
1578,101.0497,158.575,98.1599,87.6541,87.24,71.4543
1578.5,100.4344,175.6354,102.2105,92.0664,85.43,68.4915
1579.75,105.1104,157.1538,98.3897,84.3477,75.155,67.1352
1580,105.0389,150.2268,101.1801,75.4667,95.498,67.2469
1580.25,105.5546,143.9144,99.4379,81.3803,91.504,72.3545
1580.5,105.9438,137.609,98.4993,79.1862,91.504,71.2709
1582,103.4404,85.4665,86.6063,80.553,98.139,64.0857
1582.25,107.0812,88.4442,100.8218,77.1883,93.48,66.7076
1582.75,106.8587,89.7263,92.5764,80.4758,98.139,64.8672
1583,105.773,89.361,81.3405,56.5036,89.424,63.7431
1583.5,103.3827,89.5546,78.6429,71.6704,95.165,64.6036
1584.25,103.8274,85.9646,85.69,54.5767,89.424,63.4714
1584.75,106.8309,84.907,91.723,56.0037,93.002,63.6783
1585,106.481,85.0461,98.326,63.4399,97.598,80.5516
1585.25,105.8129,85.4717,94.3228,60.4458,91.504,66.8774
1585.5,103.9786,86.5849,97.0369,62.0182,91.504,69.8605
1586.5,101.7299,84.2256,100.1388,62.8854,94.042,94.5719
1586.75,100.8185,82.3372,98.1827,61.8461,94.042,97.076
1587,100.4181,80.0748,104.2174,64.9506,98.368,71.693
1587.25,100.1691,77.7431,91.5167,57.7391,95.872,88.6191
1587.75,104.7952,77.1418,97.9176,60.1322,98.368,76.6661
1588,104.506,76.5293,109.4225,73.3183,102.382,65.0232
1588.5,101.2859,74.4396,110.1322,70.371,97.12,65.6452
1589.25,91.1686,66.1986,110.1539,69.8667,102.382,65.3054
1589.75,86.3413,64.9871,111.4305,57.3904,103.63,64.1028
1590,86.0633,65.8729,102.7814,43.1482,102.05,65.4003
1590.5,87.038,66.4206,107.4094,46.3721,97.39,66.5326
1591.75,94.3344,68.2441,108.0741,41.3052,106.834,65.8907
1592,100.8735,68.8559,110.5421,38.5423,102.05,64.9376
1592.25,103.475,69.4989,111.0065,41.8537,107.27,63.9441
1593.5,101.4272,69.3798,107.689,39.7789,107.354,66.197
1593.75,99.4174,67.7824,105.7141,40.2761,107.354,66.3943
1594,95.4368,65.4908,111.1177,51.1124,94.416,68.128
1594.25,91.5595,64.8238,107.0141,44.3959,103.984,66.6661
1595.5,94.2103,76.8809,106.5272,50.8596,94.853,67.2574
1596.25,92.9092,77.2938,111.2876,52.0159,83.475,69.9811
1596.75,92.5083,76.9409,111.8082,53.6694,82.934,72.6814
1597,94.1644,76.6278,116.7535,66.7562,94.083,79.2031
1597.5,95.7258,77.7122,110.359,57.74,101.197,74.1778
1598.25,83.9858,80.1297,117.9615,72.8026,94.083,81.6332
1598.75,77.5604,79.1134,117.3195,80.7108,95.685,81.921
1599,75.378,77.0849,105.3483,52.4061,97.598,74.6643
1599.25,77.3209,73.4901,114.9005,75.2067,100.531,78.2691
1599.5,79.3725,69.9283,111.8921,68.7091,100.531,77.302
1600.5,94.2695,55.7143,108.1587,38.6995,100.635,66.65
1600.75,93.1224,52.5484,109.0209,36.3703,100.635,64.5223
1601,92.0366,50.894,109.9672,43.8615,100.781,70.5166
1601.25,91.2766,49.8372,104.4234,37.3587,93.709,66.7021
1602.5,85.7378,68.951,116.3745,42.1977,100.635,69.0874
1603,84.8072,72.818,116.4438,50.0109,101.842,72.9295
1603.25,86.6383,73.928,113.7849,46.2186,99.512,70.9363
1603.75,86.1016,70.9131,116.1388,49.1472,101.842,72.8334
1604,84.1053,71.1347,111.3534,55.5951,92.19,71.5528
1604.5,78.549,70.0541,115.493,52.327,93.022,71.774
1605.25,72.0187,68.0307,106.9036,57.4148,92.19,70.9258
1605.75,65.6164,69.8787,93.9563,61.0834,93.064,63.0708
1606,62.6956,70.0783,88.0866,51.6033,78.483,70.9937
1606.5,58.4402,72.7166,81.0099,56.1129,90.63,66.261
1607.75,53.9987,73.7569,108.0705,54.5623,83.704,76.7544
1608,54.442,74.4446,110.8761,67.045,105.17,62.4925
1609.5,59.4634,80.0111,108.8412,73.6924,102.05,62.3349
1609.75,59.2951,80.1826,108.7652,76.1636,102.05,67.4243
1610.25,59.4484,79.6034,113.2039,79.8872,97.806,74.0173
1611.5,68.0269,72.9257,116.0781,61.6768,116.2141,66.6536
1613,62.6757,61.6166,90.3323,73.4117,104.462,110.4615
1613.5,60.0032,70.6631,90.7888,70.4283,101.862,109.4976
1614.25,53.7963,77.14,91.8348,75.935,104.462,112.5377
1614.75,53.8526,77.7389,98.187,80.644,101.01,123.0212
1615,58.0296,78.1481,119.6415,82.7501,103.069,103.2977
1615.25,62.6836,78.8816,106.4415,80.2451,98.659,118.4501
1615.5,68.4351,78.9773,111.8857,81.2308,98.659,114.9196
1616.75,68.661,73.0286,139.2344,87.8358,98.93,80.3632
1617.25,65.6387,72.471,151.0554,91.3578,99.616,70.5787
1618.5,71.1595,76.7195,157.9494,80.8521,106.771,63.7392
1618.75,74.0274,77.5233,156.6373,81.1352,106.771,67.9681
1619,76.186,79.1198,134.6237,87.3204,108.04,114.6555
1619.25,76.3185,80.068,144.1887,85.6207,113.469,83.5418
1619.75,74.2063,75.9006,135.213,88.1887,108.04,100.6186
1620.5,70.6252,72.672,132.3732,84.2427,109.704,127.1425
1621.75,66.227,66.3305,105.4496,88.9893,116.9209,69.8074
1622,63.971,65.3147,162.2081,95.0964,122.4341,69.0618
1622.5,59.3359,64.9194,141.6026,95.1315,118.897,64.9331
1623.75,47.4044,72.6832,179.2794,95.2734,112.325,85.6946
1624,47.9054,75.9455,190.8677,96.4199,113.51,98.913
1624.25,49.0546,77.3129,203.8048,96.9566,106.397,86.602
1624.5,50.0569,78.2548,207.1453,95.8953,106.397,89.2552
1625.5,44.9345,74.7199,174.1479,102.4548,111.389,103.2974
1625.75,45.9699,72.9771,168.413,104.6548,111.389,102.2383
1626,46.5531,71.4776,157.8942,86.6641,109.87,94.6436
1626.25,44.9479,72.9796,160.4274,102.6664,108.643,98.5028
1627.5,43.2162,77.2224,154.1502,82.8488,126.822,91.1241
1628,42.9816,78.6213,142.0544,96.0945,138.283,70.9977
1628.25,41.4144,77.0122,143.7219,88.7652,127.53,80.8192
1628.75,44.0144,78.0438,141.6922,94.627,138.283,74.7752
1629,47.7156,79.6844,149.7784,95.5978,131.7729,68.3559
1629.5,56.0706,83.8129,146.7532,95.7794,132.126,67.9276
1630.25,54.4897,86.9103,149.3138,96.099,131.7729,70.6231
1630.75,53.793,84.4362,146.1928,91.7414,137.3049,78.8119
1631,53.1961,84.4214,135.8912,97.4105,132.625,77.9099
1631.25,52.1401,84.9532,141.0144,92.5689,137.3049,84.6963
1631.5,51.7425,86.1171,139.0561,93.8715,137.3049,84.4965
1632.75,49.8995,88.8039,130.8385,99.4623,148.7041,73.2837
1633,50.0786,88.4779,129.7274,95.1795,138.99,69.9707
1633.25,50.5668,88.1433,130.9931,100.6477,149.2451,72.5048
1633.5,49.622,88.5467,131.8645,101.1207,149.2451,70.7999
1634.5,49.4025,86.4937,126.9847,87.4659,136.6609,71.0916
1634.75,50.5437,87.8803,128.6607,87.4894,136.6609,71.1884
1635,49.5083,90.7197,141.2262,73.5013,136.0161,68.4368
1635.25,48.1972,93.1955,133.7962,86.0225,141.5491,67.6392
1636.5,46.9225,102.8492,144.2648,69.237,131.897,69.0688
1636.75,48.2557,106.6675,142.1849,67.7595,131.897,70.0581
1637,47.9919,110.2223,126.8368,67.2057,168.8379,80.0724
1637.25,47.7879,112.5465,136.4409,64.1096,166.675,72.6808
1637.75,48.8317,111.6328,131.1188,65.6259,168.8379,78.1228
1638.5,52.4944,97.2948,129.9643,69.374,131.2729,82.5037
1639.25,50.2679,86.1154,133.8514,70.5798,140.946,84.0428
1639.75,48.9785,80.6217,112.3801,71.9445,146.645,84.8865
1640,51.2028,81.0719,113.0317,57.1727,152.157,82.5518
1640.5,55.9394,83.0195,110.8498,65.6715,152.011,83.198
1641.25,56.0695,90.6246,113.3999,55.8163,152.157,80.2458
1641.75,52.9359,90.8684,107.5895,58.5304,174.2461,80.6492
1642,51.358,89.9109,113.1269,65.9037,203.366,80.039
1642.5,53.1613,89.517,107.0066,67.0035,191.053,78.3289
1643.75,52.8441,83.918,117.4704,65.6714,206.9441,78.7045
1644,51.7636,82.319,109.0422,66.9796,181.5845,75.6624
1644.25,50.3286,80.5404,111.904,65.1488,214.1609,75.778
1644.5,48.6976,82.0223,109.0261,65.0936,214.1609,75.8234
1645.75,51.6842,106.4465,111.6156,70.4629,165.4645,77.1907
1646,53.1422,102.2444,121.2629,59.2857,143.4585,82.2298
1646.25,52.3741,96.0058,116.0295,67.3423,155.751,77.9898
1647.5,49.2052,56.5908,120.1331,65.0101,140.952,81.6406
1647.75,51.3471,53.0043,118.8312,68.4714,140.952,80.0115
1648,53.5091,54.2626,107.7175,72.0851,150.083,79.0762
1648.25,54.5338,55.801,116.2111,69.3293,146.9735,79.5623
1649.5,53.6059,96.9188,108.1077,75.0921,158.1534,81.5658
1650,49.6231,121.7448,113.046,70.6679,173.8469,83.0738
1650.25,50.5837,132.8533,114.437,77.1775,164.9865,83.3956
1650.75,55.3496,142.1771,113.5063,73.6181,173.8469,85.648
1651.5,67.7148,115.6952,113.1616,63.9793,164.3831,81.5682
1652.25,83.2711,86.1747,117.8875,68.4968,157.0615,78.2407
1652.75,84.3946,76.9777,114.5533,73.0294,159.287,81.429
1653,85.7294,70.8898,108.4098,71.2344,135.2363,84.8739
1653.5,91.4492,67.5842,107.6092,72.0986,132.165,81.1792
1653.75,92.0761,68.3252,107.8307,71.5172,133.7433,81.8876
1654,91.2224,69.5773,112.4135,68.5897,134.2672,86.9951
1654.25,88.4869,72.6798,108.7161,71.0319,136.0928,86.2855
1654.5,85.3644,76.1862,108.968,71.0255,136.0603,86.9932
1654.75,81.8229,78.7944,110.4178,70.9796,134.9161,87.4415
1655,78.4297,81.2864,112.7217,66.618,131.5124,72.8042
1655.25,75.1733,82.5918,113.907,66.3526,134.0527,84.1122
1655.5,74.0302,83.8351,114.0858,65.0303,133.4369,78.9083
1655.75,74.5485,85.0996,113.034,64.5857,131.5086,75.0536
1656,76.0708,86.3794,117.3547,68.4234,142.4481,72.5764
1656.25,78.2635,87.8366,114.6794,67.8021,133.7787,71.6902
1656.5,80.9973,89.0967,117.1461,67.6022,136.6939,70.8863
1656.75,84.0363,89.1824,117.8674,67.8085,139.3801,70.2372
1657,87.9056,88.3879,115.9355,70.7544,136.7267,85.8695
1657.25,92.167,84.2482,117.4261,68.7918,144.05,76.2503
1657.5,93.3328,80.5431,117.8419,69.007,144.2073,80.0916
1657.75,93.2895,77.9957,117.7561,69.7802,142.2634,83.2696
1658,90.6079,76.202,120.6548,69.747,145.8705,87.0953
1658.25,87.0884,75.8878,113.9257,71.7739,135.0662,87.5962
1658.5,85.6832,76.6055,114.1652,72.8012,137.0369,88.5562
1658.75,84.8108,78.8576,116.3668,71.3454,141.1718,88.6275
