DEPTH, NO 6507/7-A-22,NO 6507/7-A-28,NO 6507/7-A-29,NO 6507/7-A-40,NO 6507/7-A-52,NO 6507/7-A-9
1762.75,47.9805,114.1059,127.8798,92.8104,199.1903,98.4298
1763,46.3754,114.7129,131.0317,105.1235,202.8382,96.9335
1763.25,47.6596,115.1894,132.9237,99.9255,199.9514,99.5063
1763.5,52.4452,115.115,133.5807,101.2859,198.2822,98.861
1763.75,57.6471,113.4034,132.8134,102.9041,199.2379,97.9405
1764,63.2766,111.5411,129.9741,106.5556,186.8818,97.8077
1764.25,69.1493,109.3535,128.9296,107.0919,208.6368,97.5653
1764.5,75.2337,107.3358,127.3696,108.6497,206.5148,98.0021
1764.75,77.5907,105.5942,127.5764,108.5694,197.6391,97.6549
1765,77.2012,104.7925,134.4184,97.6192,170.3154,96.2337
1765.25,71.5599,105.1602,133.6132,104.1605,181.9916,98.7622
1765.5,62.658,106.1458,136.7629,101.4376,169.9168,98.3275
1765.75,57.6484,107.7247,137.4778,99.3357,165.8144,95.7713
1766,54.6603,108.5006,122.2245,100.0501,189.4849,98.079
1766.25,53.8784,108.6827,129.9274,98.6878,183.1411,97.7837
1766.5,54.0448,107.9906,126.4366,100.9707,188.6816,99.166
1766.75,53.7946,106.8055,123.9317,100.8571,189.7137,99.5519
1767,53.3984,106.5901,121.3846,93.447,190.3942,96.3465
1767.25,53.7367,106.7825,121.019,98.1336,192.4409,98.838
1767.5,54.2799,109.055,120.4536,96.0287,189.9213,99.2874
1767.75,56.4991,111.954,121.1195,94.7043,190.1887,98.0816
1768,59.0787,113.7199,122.0683,98.2018,180.6799,97.222
1768.25,61.6668,115.259,120.6889,93.0716,186.0984,96.7005
1768.5,64.2561,115.9624,119.7186,93.0131,185.0529,96.31
1768.75,62.9802,116.5708,119.8998,96.0593,183.554,96.55
1769,61.3006,117.9899,133.7385,82.8472,182.0407,98.5429
1769.25,59.751,119.4003,125.872,95.9897,175.4006,98.0472
1769.5,58.2087,119.3493,129.9319,92.9979,173.5492,98.3847
1769.75,59.296,119.1863,133.2631,87.6812,176.8608,97.1812
1770,60.3665,117.9109,129.1579,77.6172,183.092,101.8424
1770.25,59.7993,116.4117,131.9931,78.9914,185.0501,99.4764
1770.5,59.2254,113.7023,130.3907,76.6971,185.4479,99.77
1770.75,58.5622,111.4342,129.5938,76.6534,184.8421,100.4556
1771,58.0932,110.7238,124.5483,84.4676,175.2424,101.5891
1771.25,59.1709,109.899,128.3426,79.6347,179.9857,99.8908
1771.5,60.6551,108.7877,126.766,81.5909,179.3998,99.0587
1771.75,64.3952,107.4617,125.157,83.5006,176.9698,100.6154
1772,67.9752,105.7367,133.9412,86.473,187.0934,95.8084
1772.25,70.8897,104.0321,125.1213,84.921,177.0337,100.861
1772.5,73.2287,102.3565,127.1919,85.6257,183.8988,99.3047
1772.75,73.6953,101.9284,130.5699,86.4249,186.7042,97.1175
1773,74.1178,102.8567,123.5286,90.6833,196.4244,99.8279
1773.25,74.4246,103.5732,134.5125,86.3402,186.809,96.6171
1773.5,75.1296,104.112,131.1062,86.7936,185.6294,97.826
1773.75,76.6902,105.2015,126.9327,87.3231,190.7823,98.467
1774,78.063,106.6459,120.7576,96.5088,181.2125,92.1011
1774.25,79.0999,107.3237,121.5746,94.0855,196.8966,99.8205
1774.5,78.3851,107.6289,120.8802,96.1155,189.9258,96.754
1774.75,75.0428,108.2369,120.7731,97.7442,185.2561,93.5483
1775,71.3324,108.9526,126.7418,87.8874,180.6694,89.619
1775.25,67.1558,110.3283,121.3228,95.1703,176.3542,92.7529
1775.5,63.6678,111.8668,123.178,93.4251,175.5014,92.7834
1775.75,60.9187,113.8943,125.5202,91.2304,177.3911,90.4575
1776,57.8795,115.9971,99.3647,96.2116,196.0069,85.5693
1776.25,54.5764,118.2273,125.1455,86.2978,184.1795,88.9274
1776.5,51.6116,120.467,119.6835,87.817,187.5443,87.4617
1776.75,48.9074,119.2447,110.5418,90.9725,192.0959,85.3922
1777.25,44.2139,116.5113,88.1538,99.141,197.922,85.6814
1777.5,43.7279,114.9968,77.5926,99.9308,201.7497,86.0397
1777.75,44.2083,113.2542,67.9013,99.8807,202.2551,85.6991
1778,44.823,112.2164,46.4388,95.0329,191.3492,81.5326
1778.25,45.4984,114.191,52.2586,98.9455,201.2939,83.4407
1778.5,44.0375,116.0923,47.8856,98.7633,200.3592,83.425
1778.75,41.7851,117.7786,46.483,97.131,196.7139,81.6337
1779,40.0836,119.6473,45.513,88.245,192.9073,87.643
1779.25,38.546,121.9057,46.6397,92.5086,185.416,82.9826
1779.5,38.6057,122.5603,46.6382,89.9007,188.2608,84.5215
1779.75,39.035,120.6351,46.3044,88.9942,190.7826,85.6114
1780,41.5462,118.785,41.2194,90.5439,189.6496,92.7724
1780.25,44.4153,117.0276,44.0388,90.7877,194.3197,89.4743
1780.5,46.9899,115.2392,42.2293,93.0799,190.7445,90.5607
1780.75,49.5297,113.4213,41.247,92.009,189.6227,91.3037
1781,51.942,113.0189,41.5141,82.4478,172.4777,96.5852
1781.25,54.3456,113.6534,41.7295,86.899,189.623,95.7957
1781.5,55.4573,113.9089,42.1719,83.8863,183.8199,97.001
1781.75,56.5244,113.9528,42.1031,82.9621,179.1602,96.767
1782,56.8241,113.1069,38.2663,87.2334,112.9211,90.5229
1782.25,57.2025,111.8912,41.0007,82.8388,161.4836,96.292
1782.5,58.8291,110.2796,40.8451,83.8458,141.8787,93.2601
1782.75,60.2897,108.5504,40.1557,85.8128,127.7022,91.3777
1783,60.2673,106.9499,30.1369,85.5382,84.9393,87.689
1783.25,59.6854,105.3747,35.5328,88.0383,95.524,89.1825
1783.5,55.7171,102.9125,32.9532,87.4869,91.2846,88.1225
1783.75,52.4084,100.352,31.3983,85.823,88.0014,88.166
1784,52.0444,98.0945,28.2033,93.5534,80.5679,92.3471
1784.25,51.6268,95.869,28.9144,86.0682,81.7963,87.7195
1784.5,51.0239,94.333,28.306,88.8724,79.4151,88.7752
1784.75,50.0902,92.9189,28.1272,92.6152,79.6867,90.8467
1785,48.2411,92.6798,28.4383,85.5268,75.1725,91.1381
1785.25,47.706,92.9563,28.3961,93.733,81.0629,91.3963
1785.5,50.1422,95.9696,28.5647,90.79,81.2928,91.0289
1785.75,52.9137,99.0284,28.5727,87.3652,78.5227,91.9931
1786,56.3137,102.2456,31.5742,95.7704,71.6404,85.8405
1786.25,57.9898,105.6679,28.1644,83.8945,72.6005,89.3645
1786.5,56.9585,109.598,28.3175,86.7699,72.6869,87.4197
1786.75,55.03,112.3699,29.4908,89.9518,72.6764,84.9311
1787,51.9133,113.0119,30.703,101.3301,68.3919,87.8945
1787.25,49.2722,113.1446,33.4655,100.7572,69.5055,86.8533
1787.5,47.1642,112.5647,33.9017,102.0401,68.9435,87.1354
1787.75,44.8276,112.7835,32.6124,102.6416,68.467,87.254
1788,42.2734,113.8625,30.2417,115.8564,66.5913,87.3507
1788.25,40.7964,113.061,28.942,101.277,68.9105,88.5907
1788.5,40.1868,110.6961,28.1869,103.6464,70.3885,88.4223
1788.75,41.8498,108.9785,28.809,108.2297,68.6433,87.8489
1789,45.0589,107.6735,29.8254,145.9463,72.3642,90.6664
1789.25,48.6796,105.8376,30.8724,123.1193,65.6847,87.0958
1789.5,52.5355,103.7464,30.5358,130.0189,67.9088,87.1061
1789.75,55.1667,102.6835,29.9504,137.6931,69.9988,88.079
1790,57.2149,101.9822,34.0313,132.056,73.0012,92.064
1790.25,56.4136,100.4192,30.61,148.9883,74.6702,92.2515
1790.5,54.4971,98.6468,32.1035,149.0141,74.381,92.3424
1790.75,53.5792,98.0697,33.4392,142.0684,73.6811,91.7072
1791,52.9768,97.6727,30.2477,93.5299,70.9895,92.7427
1791.25,55.4963,98.0398,33.3269,120.1375,72.4048,91.9083
1791.5,58.7907,98.462,31.917,107.6025,71.7148,91.5508
1791.75,58.1996,98.5143,30.7585,100.0115,70.9917,92.5009
1792,56.8815,98.4403,30.5142,86.829,71.5192,88.5859
1792.25,55.1731,96.4807,30.2517,91.7574,71.6157,90.3546
1792.5,53.4133,94.8241,30.37,90.6402,72.3839,86.8708
1792.75,52.121,95.2437,30.3468,88.7594,71.9186,87.2915
1793,50.8666,96.2765,29.4535,87.8456,68.8539,72.0823
1793.25,49.7509,99.8907,30.8107,85.7252,70.5232,89.1774
1793.5,48.6462,103.4082,30.783,84.7829,67.7344,87.1661
1793.75,48.4027,106.6454,30.2572,86.3183,67.4416,81.2153
1794.25,46.3062,113.1217,28.9152,89.315,70.0183,70.6982
1794.5,44.7079,115.8859,29.2576,91.6117,68.9427,71.5433
1794.75,44.9412,117.8948,30.2816,97.593,68.9928,72.4113
1795,45.5243,120.4654,26.4977,126.4997,68.051,84.9532
1795.25,48.4307,123.7216,30.6643,115.5805,72.0083,82.2388
1795.5,50.8433,125.43,29.3695,124.1983,72.3486,86.1272
1795.75,50.8801,125.6806,27.6654,127.8055,68.8485,84.5746
1796,50.8683,125.1529,31.6214,94.7327,69.595,92.0868
1796.25,50.6773,124.0604,26.4277,116.7085,68.1691,85.4497
1796.5,50.5178,122.6711,27.4341,107.6689,68.2609,86.727
1796.75,50.4505,121.1178,29.2533,99.6344,68.2419,89.2473
1797,49.999,121.3422,36.8078,93.6253,66.5983,94.7998
1797.25,48.6329,122.2972,34.1092,93.106,70.4259,91.903
1797.5,47.5817,123.0697,36.1802,92.9229,69.922,92.8956
1797.75,47.1503,123.7888,37.2771,93.9209,67.4847,94.1679
1798,46.9208,122.7849,30.4226,80.0185,62.8096,100.3176
1798.25,47.0234,121.4477,34.5137,92.5067,65.3896,93.846
1798.5,46.8283,120.6271,32.0088,88.745,63.8148,92.9353
1798.75,46.2207,119.8622,30.5573,83.6947,62.9973,96.0025
1799,46.0254,120.4368,32.6204,77.2165,65.116,96.7257
1799.25,46.3128,121.1579,31.1904,76.8419,62.8479,101.5031
1799.5,47.8677,124.9645,32.2345,76.0882,63.1601,100.0909
1799.75,50.6811,128.4586,32.9164,75.9613,63.9533,97.7441
1800,53.6673,129.0183,30.4659,74.3245,63.6019,105.3337
1800.25,56.7988,129.5209,31.6855,78.705,65.9921,98.4388
1800.5,58.6089,129.7255,30.7758,77.9468,65.9834,101.5828
1800.75,59.4783,129.2291,30.3617,76.9844,64.3681,104.4197
1801,61.2212,126.3243,30.8898,67.7098,64.7656,99.4111
1801.25,63.4874,123.9552,30.6538,71.6557,63.9833,104.6768
1801.5,65.8527,122.8976,30.6089,69.7196,64.606,103.4297
1801.75,68.2674,120.7794,30.5935,67.9527,64.6245,101.7772
1802,67.5916,116.7315,33.6707,71.558,66.9187,101.3061
1802.25,65.6398,112.9582,31.4458,67.6753,65.8442,101.3481
1802.5,64.9798,109.5651,32.1656,68.7265,66.9933,104.3199
1802.75,64.7527,106.6322,32.9484,69.9102,67.5731,103.3784
1803,65.0116,104.1904,33.67,75.7611,65.8695,98.0775
1803.25,65.3996,103.6132,34.0438,73.2041,65.8069,100.2778
1803.5,64.2964,104.5715,34.0117,74.8458,65.4053,100.3024
1803.75,62.891,104.7641,33.7986,75.8808,65.972,99.0968
1804,63.3602,104.4734,31.2688,77.0433,65.3927,99.723
1804.25,64.103,104.7334,33.6075,75.4614,63.6938,96.2301
1804.5,66.2445,105.2554,33.2989,74.8977,62.3315,96.4749
1804.75,68.5179,104.6322,32.3668,75.3754,62.7724,98.3671
1805,68.15,103.6113,30.7853,89.8609,64.07,98.7372
1805.25,67.6578,103.6925,30.5786,79.7004,65.3807,98.6384
1805.5,65.7644,104.0376,30.2552,83.2427,64.1761,98.3523
1805.75,63.8929,103.761,30.2861,86.6121,62.9822,96.7832
1806,62.7156,103.3926,35.2696,101.6581,63.9721,95.3401
1806.25,61.5614,104.5988,31.9484,91.8726,66.2654,100.4817
1806.5,60.677,105.912,33.7684,93.2182,67.1234,99.8082
1806.75,60.1079,106.7082,35.1293,96.9528,66.3601,97.2221
1807,61.8436,107.3689,32.5384,119.9341,66.3,96.5707
1807.25,63.8648,106.0932,34.6283,107.1623,61.9292,93.9229
1807.5,67.3566,104.9123,33.7657,112.9022,62.1015,93.5485
1807.75,69.8474,104.3674,33.0634,116.6204,63.8563,94.7832
1808,68.4534,103.8229,28.8904,119.0981,66.7737,101.9349
1808.25,66.5527,103.2804,31.6544,120.8417,66.1207,98.3849
1808.5,63.1084,102.9629,30.4178,121.4653,66.2871,100.5352
1808.75,60.9503,103.2894,29.3726,120.3304,66.546,101.0736
1809,61.95,103.3187,30.8849,104.0081,70.5525,96.3986
1809.25,64.0164,102.7262,29.1039,116.9381,68.682,101.0758
1809.5,68.232,102.5141,29.8536,114.5564,69.1345,98.826
1809.75,71.2661,102.9018,30.6899,109.5448,69.4758,96.7725
1810,72.3224,103.0042,28.6911,83.1244,71.6764,94.5125
1810.25,73.0436,102.7617,30.3498,95.2149,72.8919,97.5587
1810.5,73.2949,102.5291,29.5085,87.5837,73.5509,98.0413
1810.75,72.6969,102.3057,28.8916,84.6016,72.9774,96.3895
1811,71.0961,102.5232,27.168,92.676,69.0878,92.6786
1811.25,68.5088,103.0575,28.6404,85.9069,71.2908,92.6466
1811.5,64.9383,104.3581,28.1596,88.52,70.4408,91.5152
1811.75,60.3164,106.0779,27.4103,90.7764,69.4985,92.2291
1812,54.81,106.8378,31.0606,104.3046,68.4891,92.52
1812.25,50.1722,107.2075,27.8814,94.0015,70.8952,92.3387
1812.5,46.1497,107.0766,29.1445,96.4547,70.5671,90.1638
1812.75,44.3885,106.8004,30.3312,100.3177,69.5282,90.6478
1813,43.9686,106.9834,29.6755,109.0355,69.4439,89.0648
1813.25,45.2266,107.2545,31.2903,108.4126,68.4686,92.0791
1813.5,47.3111,106.4051,31.1983,109.9291,67.4701,88.7447
1813.75,48.6495,105.4359,30.6817,109.4634,67.9411,87.9193
1814,49.6864,105.637,28.0977,112.921,72.3454,92.026
1814.25,50.711,105.8395,28.4836,108.6301,70.9916,89.802
1814.75,54.6618,104.1509,27.3458,110.7922,70.8833,90.7884
1815,58.079,105.7036,31.9414,113.8645,70.68,89.5895
1815.25,62.8095,107.06,29.3581,115.308,73.0069,90.4124
1815.5,67.7918,107.3851,30.5089,116.0577,71.5973,90.6077
1815.75,70.4367,107.8325,31.3728,116.4259,70.7789,90.6275
1816,72.767,108.7036,34.2952,105.8169,70.9298,92.2946
1816.25,73.2045,109.3069,32.3241,110.8736,71.3085,88.5966
1816.5,73.4854,109.2487,32.7296,108.2524,71.5901,89.1581
1816.75,73.6356,109.211,33.5589,105.6576,71.151,91.2803
1864,74.2889,28.1733,28.2273,106.529,79.2486,80.3425
1864.25,74.6766,29.0554,34.2473,113.6478,80.1803,63.9918
1864.5,74.7765,30.4389,33.1617,112.96,78.4565,72.3599
1864.75,72.527,35.1426,30.7414,112.011,78.2001,79.2001
1865,70.3006,41.2578,28.8511,97.6371,95.5565,82.0217
1865.25,68.2037,48.2111,27.2607,101.3638,78.912,80.1308
1865.5,66.291,55.4206,27.2948,98.8918,80.7497,78.439
1865.75,65.1448,59.6293,27.9086,96.946,85.9267,78.2559
1866,65.0814,63.223,31.4563,100.7131,118.2451,90.7852
1866.25,68.5247,63.9738,29.9345,98.535,111.0563,86.4136
1866.5,71.178,64.3877,30.9622,100.1354,113.7163,88.3461
1866.75,71.7817,64.0993,31.5311,101.1484,115.6884,89.8017
1867,70.9933,63.8105,31.7323,93.7826,144.0413,86.2419
1867.25,67.2532,64.8448,31.1086,99.6704,122.3551,91.7772
1867.5,64.4184,65.9777,30.8338,97.498,130.2415,90.382
1867.75,63.1736,68.1521,30.983,95.5089,135.0957,88.2821
1868,63.0676,70.345,32.1524,89.8442,167.1342,86.2309
1868.25,64.6342,72.6422,32.7523,92.253,158.4042,84.6203
1868.5,65.7127,74.8569,33.4757,90.9435,164.5491,84.7681
1868.75,66.1883,76.7701,33.1763,90.1624,167.11,87.1278
1869,66.3405,78.3746,34.168,94.9694,163.7445,88.6345
1869.25,66.1556,79.1811,31.2473,91.2275,165.5796,85.2873
1869.5,66.1184,79.9415,31.1818,93.7733,164.3436,86.0094
1869.75,66.2114,80.6136,32.0342,94.7771,163.7156,87.5802
1870,66.0759,81.5722,36.4765,87.0166,174.6353,92.5135
1870.25,65.771,82.948,36.0749,94.8382,164.886,90.5925
1870.5,66.1628,83.8992,37.246,94.5787,167.8054,92.9616
1870.75,66.9883,84.3743,37.3175,91.2386,173.632,93.5149
1871,68.5829,84.5094,33.9553,88.9095,176.4557,90.819
1871.25,70.5761,84.3494,35.3903,83.2496,173.1138,91.2863
1871.5,72.3411,83.9911,34.4967,79.5702,171.611,91.0762
1871.75,74.0089,83.5004,34.119,83.7989,173.7556,91.8245
1872,75.024,83.5376,32.0203,100.9436,163.7836,65.3862
1872.25,75.8137,83.8424,33.5993,94.3507,177.0985,84.7352
1872.5,78.6811,83.5467,33.0496,99.7073,174.5671,77.3423
1872.75,82.1157,83.0265,32.5117,100.6795,169.9841,70.7793
1873,83.8428,79.8301,29.9635,75.4341,147.3437,70.8916
1873.25,85.2148,75.9307,31.6889,93.3836,158.8456,62.1072
1873.5,81.4169,69.3797,31.5258,86.041,154.9667,62.7482
1873.75,76.8473,62.383,30.9146,79.9896,149.4337,67.4651
1874,71.8098,56.1116,29.8257,95.4043,131.1869,67.1266
1874.25,66.7274,49.903,29.1262,76.6725,142.0255,70.7104
1874.5,67.8014,47.9215,28.8626,79.7016,135.7418,69.2277
1875,70.1905,47.9666,29.9045,104.2898,122.0212,71.9789
1875.25,71.0153,49.7784,30.5103,102.6863,127.8636,65.7612
1875.5,67.0209,51.8385,30.8088,107.2302,124.0881,66.9214
1875.75,63.6113,53.8655,30.5743,107.4649,120.9566,71.0016
1876,66.7931,55.7387,30.8697,77.4744,116.2783,73.9756
1876.25,69.9566,58.4707,29.1349,96.9413,120.5377,72.2061
1876.5,72.9913,63.9084,29.1035,89.2366,118.5611,73.3773
1876.75,75.0228,70.325,29.8243,81.1908,117.1235,74.8124
1877,72.0168,78.9714,30.9961,76.7185,121.1169,74.7548
1877.25,69.2778,88.048,31.6802,76.9993,116.7195,73.3609
1877.5,67.5539,97.8597,31.8537,76.8195,117.5161,73.3074
1877.75,67.2729,106.3939,31.3991,76.8107,118.7183,73.734
1878,71.3067,113.2577,30.9597,82.2092,120.3755,79.358
1878.25,74.3019,117.9688,30.7566,76.5896,121.3936,75.9117
1878.5,74.7897,120.5053,30.6907,77.4114,120.7451,76.7504
1878.75,74.4715,120.9815,30.7837,78.5415,120.0459,77.5686
1879,72.5544,119.8494,33.2499,97.1275,128.1954,85.9952
1879.25,70.5987,116.8247,31.1499,86.4545,123.8072,81.1944
1879.5,68.579,112.6681,31.6051,91.1851,125.7286,84.0997
1879.75,67.7978,106.8244,32.4464,95.9863,126.9584,86.3263
1880,68.729,100.2224,31.2621,75.0858,118.3908,74.2775
1880.25,70.5652,92.3289,33.5639,98.0005,128.0378,83.0422
1880.5,73.4553,84.0141,33.2026,91.4287,124.7686,80.5679
1880.75,74.361,75.3194,32.2961,84.6417,121.1428,77.4774
1881,73.3159,66.5402,33.5658,67.308,115.2069,69.3756
1881.25,71.9732,59.2934,30.6452,66.3104,115.9754,71.4953
1881.5,70.3836,52.2511,30.524,64.0162,115.2437,69.2448
1881.75,71.4477,48.1731,31.2382,62.8442,115.0115,68.3263
1882,74.3649,44.2867,50.2141,85.9305,122.6206,73.3359
1882.25,75.8285,42.6153,37.755,71.8329,116.4307,70.6066
1882.5,76.4425,41.0617,42.9521,76.5692,119.4455,70.4897
1882.75,74.8561,40.9682,46.9499,81.2809,121.2886,70.786
1883,72.2025,40.8555,62.5583,85.737,123.923,74.834
1883.25,71.2053,40.6235,53.158,89.0611,124.8731,75.6432
1883.5,70.8661,40.3605,56.1696,89.2661,125.2917,75.5517
1883.75,69.9295,39.9753,59.3523,88.3449,124.8969,73.8249
1884,68.8022,39.8611,71.9707,79.7062,136.4387,76.0612
1884.25,69.1677,40.4907,65.6506,83.2315,123.1168,75.1945
1884.5,69.9058,41.7712,67.9576,80.8466,129.8222,75.5667
1884.75,70.4696,44.366,69.7923,79.6995,134.3896,75.8491
1885,71.0008,47.0624,82.3808,78.9044,147.1018,79.313
1885.25,71.1076,49.914,74.6223,80.4862,136.9757,76.4587
1885.5,71.1592,52.1546,77.4971,81.8352,141.9289,77.5068
1885.75,73.0898,53.6764,80.3317,80.9987,145.0506,79.7129
1886,75.1683,54.3462,91.1006,63.5639,149.9198,78.319
1886.25,73.5867,54.2408,83.872,74.5411,148.3418,77.1617
1886.5,71.8821,53.9314,85.8758,69.1739,148.9552,76.9669
1886.75,69.5646,53.4789,88.5269,66.006,149.5044,78.1534
1887,67.2772,54.186,92.9246,64.0168,147.6061,65.8441
1887.25,65.5191,55.5124,92.4257,63.9334,149.0305,76.3425
1887.5,63.6008,58.1804,92.1759,64.9605,145.2568,74.2875
1887.75,60.178,61.3805,92.2168,64.5937,145.3038,69.9805
1888,56.9941,63.9587,91.4986,57.7938,150.3583,75.9623
1888.25,55.2972,66.3616,93.5014,62.1838,149.9925,63.3502
1888.5,54.2786,65.33,93.3611,60.2527,150.6809,64.7511
1888.75,56.3345,63.6651,92.4673,58.9663,149.705,70.3329
1889,58.3572,58.7278,87.7727,72.0141,156.6042,82.7803
1889.25,60.264,53.4608,91.1391,58.861,152.7071,77.2232
1889.5,61.9714,48.4189,90.6711,60.3894,156.137,79.259
1889.75,63.1263,43.4965,89.5133,65.9194,157.5267,81.8773
1890,63.8561,41.5408,71.0572,92.691,163.0601,87.3788
1890.25,63.6287,39.8126,85.5618,81.0323,156.949,83.0375
1890.5,63.0744,40.1127,82.5787,88.6195,159.2838,84.9173
1890.75,61.9033,40.5878,78.0215,91.1481,163.2641,87.1355
1891,60.988,41.9484,48.3018,91.405,140.1495,99.4538
1891.25,60.483,43.4263,62.6628,91.6876,159.5711,89.9226
1891.5,59.7132,45.2985,55.3385,91.2303,152.8358,91.8839
1891.75,58.5808,47.0491,50.6228,91.8443,142.8958,95.0875
1892,56.564,48.5065,37.7771,87.6084,107.7591,111.2986
1892.25,53.5077,49.6754,46.2071,89.3606,131.7341,102.3699
1892.5,52.1736,50.3258,43.4157,87.803,121.4838,101.7676
1892.75,52.5787,50.4808,40.2693,86.829,112.8003,104.8325
1893,54.2535,49.9562,37.4473,95.0835,102.0768,95.2869
1893.25,57.0305,49.5887,36.6442,90.0499,105.3669,113.8127
1893.5,58.8343,49.3878,36.8667,91.8053,104.1314,110.7358
1893.75,59.9132,49.6811,37.5086,93.0472,103.2471,103.6337
1894,62.9669,50.3792,33.149,105.3744,94.4173,78.5158
1894.25,67.2784,51.2996,36.7324,97.5853,97.8698,87.9678
1894.5,69.3097,52.36,35.6556,100.4065,95.0813,81.3617
1894.75,70.1063,52.6544,34.3818,103.3719,94.2972,79.1115
1895,67.3339,52.5852,33.8518,106.9475,88.7225,75.8651
1895.25,62.9317,51.9714,32.2906,107.052,93.5963,78.2067
1895.5,61.6058,51.1685,32.1693,107.6823,91.5796,77.4957
1895.75,61.4509,50.248,32.9344,108.0608,89.4598,76.1545
1896,62.7093,49.2992,34.8877,110.6893,82.6192,81.4007
1896.25,64.4089,48.7929,34.3093,105.6011,86.0804,76.2993
1896.5,65.1244,48.3525,34.3159,107.7483,84.5565,78.0616
1896.75,65.5938,48.4194,34.3387,110.1852,83.559,79.9035
1897,66.1306,48.522,35.0746,112.0868,75.6534,80.9086
1897.25,66.6805,49.0639,35.5708,111.1722,82.0157,82.6088
1897.75,68.8231,50.733,35.4594,112.6683,76.5381,83.2131
1898,68.2474,51.7987,32.2764,96.8036,78.96,79.0328
1898.25,67.512,52.6834,34.7256,110.8441,75.0178,78.4775
1898.5,65.6904,53.4659,34.2863,106.0718,76.0849,78.223
1898.75,63.8129,53.8162,33.2104,101.3487,77.7123,78.8982
1899,66.4206,54.2687,33.2485,81.0857,76.8705,75.4995
1899.25,69.0798,55.0194,32.0935,91.7889,78.2196,80.3845
1899.5,71.7732,55.7528,32.4223,85.5357,77.0864,82.1449
1899.75,74.2781,56.4491,32.901,81.2974,76.5068,79.1237
1900,74.0462,57.1302,31.0241,76.2774,82.4535,80.624
1900.25,73.7274,57.7867,33.2862,81.0103,78.532,75.0598
1900.5,72.6454,58.3639,32.6513,81.1463,79.4474,76.9407
1900.75,71.4141,58.8431,31.6594,79.6852,80.8237,78.5194
1901,69.2655,58.8688,37.9859,65.0929,86.4064,85.905
1901.25,66.6935,58.4621,31.1219,72.7967,83.9589,83.1759
1901.5,62.1644,57.579,32.212,69.2457,83.0548,83.0756
1901.75,58.0819,56.3451,34.6596,66.7628,84.6759,83.7434
1902.25,53.9468,53.2986,39.2891,64.4987,87.5491,87.5033
1902.5,54.5696,52.174,38.8857,64.5461,89.566,86.7224
1902.75,55.1606,51.2435,37.7052,68.1926,91.0914,87.1791
1921,65.5577,71.5673,44.6621,51.5935,93.7882,45.9827
1922,57.3982,69.551,47.3993,52.2682,90.6656,47.4231
1922.25,58.466,67.7419,44.7515,51.541,92.5167,46.1073
1922.5,60.5605,65.8261,45.542,51.5128,90.344,46.0913
1922.75,62.9078,64.4454,46.5214,51.7415,90.1207,46.3918
1923,63.8626,63.8742,49.3705,73.9104,94.9469,50.3442
1923.25,64.544,64.1416,48.1858,54.5475,91.9557,48.1826
1923.5,63.2784,65.3851,48.873,57.9705,93.7212,48.4267
1923.75,61.7203,67.3122,49.3401,65.859,94.9633,49.225
1924,60.2403,69.8547,51.4472,90.9199,92.8066,50.8817
1924.25,58.7686,72.9031,49.0899,82.4191,94.6144,51.107
1924.5,59.9197,76.3024,49.3129,88.727,94.1384,51.3235
1924.75,61.2489,78.5251,50.2758,90.381,93.5143,51.2847
1925,63.3505,80.1267,45.6091,76.8705,99.8369,50.3435
1925.25,65.4778,80.1019,51.6789,89.6368,92.8653,51.6477
1925.5,68.0859,79.4404,49.7844,86.4839,94.8876,50.7198
1925.75,70.665,77.5688,46.9308,80.9338,99.869,50.2328
1926,72.4824,75.3614,44.4083,76.9094,99.2856,50.4392
1926.25,74.0835,72.7576,45.4718,74.3131,100.2406,50.3369
1926.5,72.826,70.0821,45.6349,73.8405,100.5723,49.8319
1926.75,71.6064,68.7583,45.3058,75.0371,100.4236,50.316
1927,70.7144,67.5666,45.0648,87.5665,93.7337,55.5135
1927.25,69.5842,67.3431,43.9194,79.2067,95.6041,51.6776
1927.5,66.9572,67.1672,44.1846,82.608,92.8281,52.2584
1927.75,64.9762,67.5545,44.7445,86.5469,92.1317,53.0523
1928,66.1305,67.8724,44.7095,90.9861,90.7856,77.8215
1928.25,67.3722,67.5897,44.8255,87.5124,92.9574,59.6353
1928.5,68.9542,67.1805,44.307,88.1722,90.9396,62.6789
1928.75,70.702,66.1427,44.1984,89.022,90.1329,68.1976
1929,72.9812,65.3636,52.235,93.6013,88.4029,95.1349
1929.25,74.6991,65.4427,45.83,93.1495,91.8484,87.8637
1929.5,74.9096,65.888,47.509,93.5364,91.9365,94.4022
1929.75,75.0594,67.2055,49.6728,93.7409,90.4602,96.0829
1930,75.0706,68.9429,55.194,101.1463,89.4379,73.5272
1930.25,75.2982,71.427,54.2508,93.4943,86.9044,91.3793
1930.5,75.9491,73.9637,55.2627,95.2126,88.0635,86.919
1930.75,75.4501,76.5716,55.4594,97.1214,89.1188,81.4024
1931,73.0083,78.4324,58.0964,109.5916,86.9048,52.3552
1931.25,70.2644,79.51,54.8949,104.8918,89.1743,64.6632
1931.5,67.0776,79.875,54.9851,106.9377,88.7124,57.6701
1931.75,63.8026,79.6625,56.3758,108.7442,87.526,54.2924
1932,60.4148,78.9716,56.5515,108.6385,88.6494,51.8966
1932.25,56.9661,77.983,59.4599,110.3874,87.1829,51.5296
