DEPTH,NO 6507/7-A-14,NO 6507/7-A-28,NO 6507/7-A-38,NO 6507/7-A-49
329.25,97.0479,62.2979,112.05,44.72633748
329.5,96.5037,64.2335,112.05,43.9458297
330.25,97.5793,69.545,104.09,43.03846082
330.5,98.1224,76.5336,104.09,42.76982189
331,98.8668,95.576,105.11,44.56674746
331.25,98.8159,98.4785,104.74,43.74784286
332,94.5217,73.4838,94.94,46.58262119
332.25,90.838,62.7805,105.11,45.90204575
333,90.4283,61.7059,95.88,45.91777528
333.25,92.3224,62.1324,94.94,46.31017193
334,93.479,59.5876,102.21,50.5688149
334.25,93.744,60.9588,95.88,46.51469811
335,96.6896,64.1931,109.74,52.01679345
335.25,97.784,63.468,102.21,52.27188152
335.75,100.1707,61.3506,109.74,50.74492479
336,101.2784,59.3506,115.96,49.21358528
336.75,101.6556,50.9639,115.96,49.02845287
337,98.8373,48.6631,115.96,47.63200929
337.75,91.1495,47.3539,115.96,48.59906781
338,90.9423,46.3843,112.27,46.76739879
338.75,94.9789,49.4446,112.27,48.72567473
339,97.5345,51.9503,97.72,44.8824482
339.75,99.7715,59.4911,97.72,46.08799932
340.5,93.1267,74.5876,95.12,45.6695842
340.75,92.2672,73.8521,95.12,47.75090439
342.5,98.0052,67.5713,89.04,32.33800065
343.5,93.1121,66.2975,86,25.54797865
343.75,96.6971,68.4441,86,27.05602653
344.5,103.0929,69.7979,90.34,35.72276934
345.25,92.6527,59.9698,91.21,42.19467545
345.5,93.4678,57.0843,91.21,41.7416585
346.25,96.0335,63.3377,91.21,44.3662996
346.5,96.1814,67.1875,91.21,46.23617832
347.25,92.1879,64.8588,100.33,45.29660956
347.5,90.4871,61.5773,100.33,46.63905584
348.25,85.0626,59.655,108.58,46.65679041
348.5,83.3924,59.0302,108.58,47.66472709
349.25,82.4006,64.5925,103.66,58.27225052
350,86.6444,66.1656,104.53,50.54818388
351,90.314,71.1317,101.2,43.60405355
351.25,90.329,70.6047,104.53,48.18565919
352,88.8039,67.2572,120.52,44.37413018
352.25,88.3072,68.0863,101.2,41.74380458
353,86.7725,79.0792,121.61,43.63694713
353.25,86.3002,84.7096,120.52,44.35401444
354,84.7886,77.7985,116.83,47.97565141
354.25,84.2747,70.9965,121.61,46.60359161
356,84.198,59.3724,109.3,60.54575434
356.75,89.3079,63.6902,109.3,58.15410445
358,87.541,62.6021,115.96,42.51254812
358.75,83.8349,67.9369,115.96,47.99507811
359,83.1557,69.5442,119.87,36.07841632
359.75,81.6137,69.7418,119.87,38.66250889
360.5,80.5417,69.4607,120.31,38.05437135
360.75,80.1922,71.1421,120.31,41.88663309
361.5,79.1549,71.0832,114.01,48.92217112
361.75,78.8961,70.9036,114.01,51.1013909
363.5,95.5755,82.8634,103.37,40.82187103
363.75,98.1541,75.749,103.37,40.75683708
364.5,104.9716,62.4897,118.14,47.94477733
364.75,107.0903,60.5878,118.14,53.04426553
365.5,106.2101,64.3319,102.07,56.50827933
365.75,99.9986,67.5032,102.07,54.40639422
366.25,91.8201,70.3631,98.81,49.92827594
366.5,89.7626,72.7182,98.81,45.9580734
367.25,84.4599,77.695,104.35,47.29325886
367.5,82.5055,77.091,104.35,48.88159229
368.25,70.2792,68.1762,101.63,53.19575077
368.5,70.0567,63.994,101.63,55.22926598
370.25,87.3287,60.6495,103.8,50.03930578
370.5,89.7954,62.1178,103.8,50.25880872
371.25,94.9448,64.6477,110.32,50.89858357
372,94.9886,58.0724,110.75,49.62530096
373,93.8323,62.0784,100.76,46.04045666
373.25,93.5344,63.3117,110.75,50.5370672
374,93.0328,52.9922,95.77,50.85503688
374.25,92.8849,50.3713,100.76,45.62067827
375,95.7824,51.2311,130.44,50.9697291
375.25,97.713,54.5513,95.77,51.13664538
376,99.6211,60.1961,118.32,50.46341614
376.25,100.2701,63.2301,130.44,50.62461642
377,102.0319,55.0997,113.79,52.54251972
377.75,100.2508,36.8095,113.79,53.35176462
378,98.6332,39.9355,112.05,53.32521451
378.75,93.469,49.1838,112.05,54.4254221
379,91.8533,50.0485,112.05,40.40144652
379.75,89.7037,50.7813,112.05,44.08025736
380,90.354,53.2257,115.38,40.34186786
380.75,90.1425,63.4894,115.38,37.47067733
382.5,96.9101,74.6494,112.34,46.66484106
382.75,100.3815,72.6862,112.34,47.29567498
384.5,110.8297,91.1428,110.32,58.16353794
384.75,111.7005,90.7326,110.32,61.40842496
385.5,113.8669,74.9444,105.32,69.31422523
385.75,110.6834,71.315,105.32,70.3452393
386.5,99.0468,72.1096,111.51,73.02953827
387.5,97.195,66.7688,116.83,59.98778267
388.25,89.7011,63.5373,112.49,48.59541863
388.5,82.0683,64.7763,112.49,46.81517924
389.25,70.9094,63.9017,109.77,45.57824663
389.5,70.7381,62.0231,109.77,46.46598662
391.25,70.0662,53.2371,105.87,47.36358457
391.5,69.976,48.8566,105.87,46.3734094
392.25,70.242,54.6556,111.62,45.40606621
392.5,70.5558,60.6426,111.62,43.96055901
393,74.2731,72.0311,119.44,46.66278626
393.25,77.5701,75.7472,118.14,45.89985973
394,86.742,80.2146,119.87,56.68953892
394.25,88.8211,79.657,119.44,48.19811825
395,93.4328,75.934,115.53,53.92197313
395.25,94.7147,73.6547,119.87,55.60008995
396,97.5036,73.2947,109.23,50.19159862
396.25,96.2603,71.9524,115.53,51.92193555
397,89.7256,61.0266,104.45,53.04232842
397.25,87.1568,59.7788,109.23,50.40397414
398,77.8423,66.1701,107.49,56.23962889
398.25,73.9333,68.9042,104.45,55.83360967
398.75,68.1012,73.1559,107.49,55.08603219
400,62.9992,73.874,111.19,52.16907872
400.75,69.427,79.7423,111.19,50.40692906
401,73.0434,82.1926,113.17,54.14480853
401.75,90.0895,77.2394,113.17,54.02333832
402,94.9797,71.3414,113.57,51.09553207
402.75,100.5293,52.811,113.57,53.92064569
403,100.028,48.2878,109.88,54.82490223
403.75,95.3978,56.7073,109.88,54.01216595
404.5,91.2165,54.5474,115.53,53.81865235
404.75,90.0119,50.5414,115.53,53.93206686
408.5,91.6004,40.3056,89.9,51.75199848
408.75,97.8882,41.8232,89.9,50.99839601
409.5,109.5606,41.1111,110.61,50.27570926
410.25,111.8402,42.2239,88.38,49.83067795
410.5,109.7324,43.8262,88.38,49.93211124
413.25,85.4058,51.3809,90.34,45.65710224
413.5,83.1298,51.5888,90.34,46.63632439
415,96.4118,47.8859,92.73,54.91153674
416,94.5877,48.3043,91.64,56.95121777
416.25,94.6008,49.9723,92.73,54.34687706
417.25,104.1633,61.7525,91.64,55.84427438
419,90.6823,64.5448,90.88,50.41398638
420.25,92.1538,61.565,90.88,52.39243589
422,96.1876,56.9469,102.07,49.44479145
422.75,92.3486,49.2955,102.07,53.2660425
434.25,109.2085,62.788,94.68,40.26651592
434.5,107.4812,62.9294,94.68,41.87555289
435.25,106.6405,65.0175,91.64,46.26176516
435.5,107.4644,63.2706,91.64,48.01271622
436.25,108.4818,57.9828,93.38,53.8638358
436.5,108.1043,56.2036,93.38,54.11922227
437.25,106.6899,59.358,88.31,62.85081111
438,105.3067,61.9307,92.94,55.00320846
439,107.3438,59.7079,89.04,47.03428359
439.25,108.6352,58.5508,92.94,49.57387834
440,107.9145,58.7871,88.17,48.79386227
441.25,118.8346,63.8566,88.17,50.30167113
442,133.5067,62.9282,95.98,45.51108463
443,134.5992,60.651,96.64,48.63910668
443.25,132.0212,60.8759,95.98,44.80481527
444.25,116.4464,68.7784,96.64,50.08943126
445,108.3154,60.8016,96.09,55.27682139
445.75,105.9513,59.693,96.09,55.33497539
446,105.7837,57.8724,92.08,53.52419912
446.75,105.3852,59.2762,92.08,54.23711672
448,106.3876,65.054,84.26,65.04960034
448.75,106.5224,71.4693,84.26,58.8128561
449,105.9431,71.8624,90.88,65.82905047
449.63,105.7603,72.1676,45.44,65.51006708
450,105.4542,73.4196,86.21,58.21275716
450.75,106.105,76.4247,86.21,59.02324426
451.5,107.7476,71.7417,91.06,59.54761806
451.75,108.2033,73.8524,91.06,59.75825845
452.5,104.3443,77.6582,86.28,55.20220108
452.75,102.2981,76.1517,86.28,49.31495243
453.5,98.295,68.1586,90.7,40.96571001
453.75,98.4782,68.5479,90.7,39.28065827
454.5,100.2233,79.6166,90.85,46.15120267
454.75,102.0791,82.2262,90.85,49.98499108
455.5,106.0654,76.6066,90.88,60.17628674
455.75,105.2852,73.992,90.88,60.65951114
456.5,103.4743,72.5051,93.38,59.01092622
456.75,103.355,71.7924,93.38,56.52450191
459.25,97.9202,89.0771,96.42,47.17574426
459.5,95.1933,90.4343,96.42,47.81611579
460.25,88.772,83.7447,105.54,47.79377687
460.5,87.598,81.5734,105.54,52.35493149
461.25,91.7447,80.9775,97.5,48.40801849
461.5,93.6567,81.6988,97.5,44.23831076
462.25,99.7023,84.1737,94.68,29.75700111
462.5,101.5978,85.9512,94.68,25.52287096
463.25,104.3801,81.4428,97,23.68713449
463.5,104.0493,81.7268,97,24.47000919
464.25,106.8985,77.7309,93.81,26.65038223
464.5,108.6481,77.5308,93.81,29.62821021
465.25,111.8257,79.5844,93.38,33.53748797
466,111.356,85.3941,94.75,33.33018979
467,116.7636,82.1054,86.43,34.47411505
467.25,118.2933,77.9942,94.75,33.67807795
468,120.258,81.9467,92.51,47.17547356
468.25,120.8162,86.1773,86.43,38.11098731
469,122.3969,82.3849,98.59,52.70091972
469.25,119.0254,79.9781,92.51,47.02211736
470,101.7799,80.38,98.93,46.1676999
470.25,102.7453,81.5922,98.59,50.60058528
470.6,107.63915,79.014,98.76,48.66918387
471.25,112.533,76.4358,98.93,43.6364243
472,109.7265,73.9546,98.16,43.11313782
472.75,111.4834,76.9422,98.16,41.46609335
473,111.9053,75.9392,90.34,50.03426644
473.75,111.3532,74.08,90.34,48.3995142
474,110.9544,76.4178,89.9,45.99819567
474.75,109.179,78.8807,89.9,48.3686282
475,108.0176,78.0529,89.9,34.25283253
475.75,106.1877,74.9693,89.9,35.72223603
477,106.6719,72.1035,76.87,36.06099982
477.75,108.426,71.2357,76.87,33.40295699
478,108.426,71.067,81.65,47.72006194
478.75,109.7324,70.3734,81.65,46.4269849
479.5,112.6885,66.2897,78.61,53.0352711
479.75,113.6148,67.5931,78.61,53.34473414
480.5,116.2246,70.7522,77.96,55.58070248
480.75,116.8164,69.8337,77.96,56.78137925
481.5,118.044,74.0367,78.71,52.56994308
481.75,117.9405,75.5045,78.71,48.20702392
482.5,113.9064,73.6329,81.76,38.06430379
482.75,113.4393,73.0832,81.76,38.40084295
483.5,115.5298,67.9032,81.65,41.58110715
483.75,116.4139,67.9195,81.65,42.51000986
484.5,120.1564,69.382,82.96,45.12475472
484.75,121.1776,69.6506,82.96,43.51016668
485.5,119.8009,71.4557,80.93,47.80538382
485.75,118.1344,72.5848,80.93,48.4868236
486.25,114.5273,76.7741,81,52.25428033
486.5,113.1357,78.2868,81,55.98650401
487.25,112.1631,74.2964,93.7,56.99356778
487.5,113.6209,74.9492,93.7,57.31641497
488.25,119.5336,80.9888,90.92,55.82918906
488.5,123.6589,80.2577,90.92,54.66396671
489.25,131.5349,74.0043,89.04,53.01057412
489.5,131.097,72.2601,89.04,52.2703112
490.25,125.3341,74.9106,82.09,47.30807294
490.5,121.4123,75.7923,82.09,43.6420773
491.25,110.6712,78.8465,84.26,40.86999376
491.5,109.7026,82.1309,84.26,44.72319331
493,102.344,72.3051,83.68,45.67394398
493.25,102.4425,73.1161,84.17,54.82593062
494,100.399,76.7666,83.65,42.8445206
494.25,97.1394,75.8374,83.68,46.07663805
495,85.7194,74.1229,84.98,43.36481721
495.25,83.882,72.6717,83.65,42.02751878
496,75.3668,67.8893,89.18,46.57307484
496.25,73.9715,69.3236,84.98,42.41480866
497,73.701,74.6188,78.97,54.2429597
497.25,73.584,75.5664,89.18,48.78824497
498,73.2524,73.0176,81.43,52.92504915
498.25,73.1368,73.2262,78.97,56.67721082
499,72.8037,77.9538,82.52,52.93208061
499.25,72.697,77.3653,81.43,54.11136828
500,72.3615,79.4171,81.07,50.99482192
500.75,71.9723,79.269,81.07,51.31611874
500.83,71.9137,78.1347,81.795,51.61899375
501,71.8551,77.0004,82.52,51.86377711
501.75,71.5417,79.7271,82.52,51.55441448
502,71.4354,81.241,80.6,52.40777395
502.75,71.0186,77.8551,80.6,50.59806844
503,71.467,75.3487,87.3,52.56580019
503.75,75.057,77.5793,87.3,52.00786488
505,79.9867,72.6128,87.73,55.78172659
505.75,82.4631,70.3267,87.73,55.90716148
506,83.4027,69.1187,94.62,52.09156523
506.75,86.0601,68.4039,94.62,50.43975827
508.5,91.7996,82.9667,80.78,53.27949142
508.75,91.463,87.419,80.78,55.36839311
510.5,76.101,105.9923,90.88,65.38749522
510.75,75.8348,102.574,90.88,67.35170798
512.5,77.1285,82.5867,87.73,60.23508377
512.75,81.1589,79.3092,87.73,60.30967011
515.25,75.6599,79.8081,86,54.83336154
515.5,75.6351,79.0938,86,52.72244444
516.25,78.8776,69.2994,98.37,53.03387945
516.5,79.3587,66.2732,98.37,52.97382297
518.25,80.9807,76.4449,83.24,65.0263095
518.5,81.5356,72.4869,83.24,65.77779473
519.25,86.1404,67.9377,112.05,61.52577074
519.5,88.4336,69.936,112.05,61.89946371
520.25,87.2144,62.1627,83.82,56.02632975
520.5,86.2016,58.6179,83.82,54.14405103
521,84.0395,50.7555,94.25,52.52066294
521.25,83.0756,47.155,87.3,50.94463815
522,86.3118,38.5844,92.73,54.09529928
522.25,89.8504,36.8971,94.25,54.72206031
523.25,89.1644,34.7851,92.73,52.7275222
524,91.6162,37.2561,96.85,60.89388032
525,98.0819,40.4912,94.54,60.5430546
525.25,99.4529,42.88,96.85,57.98220097
526,85.2055,40.8039,97.29,59.09115176
526.25,82.3064,38.2611,94.54,59.17138547
527,84.7734,39.045,86.1,56.68779927
527.25,86.6281,41.4946,97.29,59.55496094
528,89.9413,41.6373,82.52,53.64814664
528.75,90.4864,39.6181,82.52,54.51241885
529,90.2403,38.8937,82.52,57.85784776
529.75,86.9533,33.2798,82.52,54.31163044
530,85.481,33.1584,95.98,61.27023318
530.75,81.9519,44.3594,95.98,59.59872848
531,81.5206,47.0913,87.73,63.02371979
531.75,83.2152,48.7282,87.73,60.76409261
532,83.7648,49.1199,87.73,68.14377088
532.75,82.2419,50.1279,87.73,66.32256138
533,81.339,50.1535,92.08,77.0383612
533.75,81.3825,51.9426,92.08,75.4770916
534,81.9363,51.7859,85.13,74.77732993
534.75,83.8285,46.5289,85.13,75.73107467
535,84.2037,43.4104,85.13,72.31374118
535.75,86.0281,39.9317,85.13,68.92798835
536.75,86.2928,40.1447,80.35,73.35075923
538.5,78.0801,44.7727,78.39,70.3378459
538.75,78.362,49.1641,78.39,69.97737546
539.5,82.9337,45.5647,76.66,68.4103167
539.75,85.0983,40.6613,76.66,70.34714692
541.5,83.8886,36.3349,78.9,63.9683566
541.75,83.5928,37.8488,78.9,63.8480301
542.5,83.9409,44.6362,77.53,63.63033549
542.75,84.279,46.0585,77.53,66.11760029
543.5,84.434,43.3462,78.18,65.22462443
543.75,84.2701,41.6484,78.18,64.60574396
544.5,85.3445,40.0468,79.48,68.91398844
544.75,84.6921,39.6394,79.48,69.88296005
545.5,79.7791,41.5731,86.43,71.51751968
546.25,75.2673,41.0119,87.73,70.0303956
546.5,73.8969,38.2705,87.73,67.69414382
547.25,70.0604,43.3035,81.22,67.11641424
547.31,69.4523,45.058,81.22,69.16019671
547.5,68.8442,46.8125,81.22,70.53692435
548.25,75.2766,49.4977,84.15,65.42185039
548.5,77.8669,50.0186,84.15,66.40053723
549.25,83.5188,55.2613,88.38,67.65377695
549.5,83.4215,56.4237,88.38,67.52304456
550.25,81.3647,58.0237,90.77,67.37518323
550.5,80.5533,57.1016,90.77,68.63194248
552.25,85.3337,60.9613,104.45,65.59863935
552.5,82.1914,57.5691,104.45,67.14952588
553.25,82.6894,47.8453,114.23,65.20593787
553.5,87.3798,47.2656,114.23,65.65521905
554,82.6151,48.2272,104.45,69.08816589
554.25,74.1285,49.1991,107.82,69.39556368
555,66.7893,52.0436,100.33,76.76743624
555.25,69.9273,54.9918,104.45,70.1124396
556,79.9967,68.2847,100.33,85.53121379
556.25,81.5103,72.1544,100.33,77.33363739
557,76.903,69.5705,100.76,80.75036075
557.25,75.7364,69.316,100.33,86.76648497
558,70.3057,65.9761,101.41,73.60635425
558.25,68.2339,61.0453,100.76,82.32302103
559,68.7664,50.7649,104.93,61.67907757
559.25,69.4371,49.6682,101.41,71.03084982
560,70.5621,46.5203,108.15,53.69232964
560.25,71.0162,45.5523,104.93,58.32071156
561,70.1581,43.7072,99.46,49.27265426
561.25,69.571,43.6697,108.15,53.72297843
562,70.4651,48.4542,111.19,43.32960556
562.25,72.257,49.1309,99.46,47.59098021
563,76.3596,50.698,106.41,39.67446803
563.75,78.0776,59.1471,106.41,37.98780994
564,78.2855,58.0635,103.95,35.75971287
564.75,76.8513,51.5412,103.95,37.98749414
565,79.6672,50.023,105.25,35.83361463
565.75,94.543,48.8913,105.25,35.41839908
566,95.4317,50.1973,108.58,37.32836027
566.75,89.2375,49.3797,108.58,35.00289002
567,87.4539,49.1407,100.55,32.72250921
567.75,85.5785,50.8491,100.55,36.8446319
568,86.6733,49.998,101.63,34.43887311
568.75,87.2982,48.9834,101.63,34.81106489
569,86.4809,51.8934,98.03,37.88620136
569.75,84.5938,55.7663,98.03,35.40989
572.5,155.5176,51.2362,99.94,35.98021593
572.75,158.7517,50.4573,99.94,39.615949
574.5,151.8332,49.3013,92.8,50.91525258
574.75,147.567,46.0961,92.8,48.38611473
575.5,152.0965,42.4046,84.84,46.23372358
575.75,151.2147,40.7151,84.84,45.1926012
576.5,148.0324,39.7887,86,41.15185032
576.75,146.9074,42.2149,86,41.14046776
577.5,143.3318,47.2195,81.65,42.06844442
577.75,142.0896,51.0581,81.65,42.47170051
578.5,138.368,58.775,85.56,43.85405284
578.75,136.9868,59.0168,85.56,43.53858594
579.5,134.5163,50.7271,82.09,46.44977508
579.75,135.09,50.4146,82.09,49.35807128
581.25,144.821,44.071,83.48,43.80738565
581.5,145.2894,43.5321,83.48,43.61348985
582.25,143.6318,39.5903,82.52,42.69749191
582.5,142.5009,39.3639,82.52,43.04133776
583.25,140.1431,33.3923,82.52,43.9386994
583.5,139.5495,33.0007,82.52,43.98488505
584.25,138.72,32.3001,85.13,41.48255073
584.5,138.6036,32.9136,85.13,41.90729755
585.25,137.3486,37.1298,76.44,42.27664007
585.5,135.7547,38.0376,76.44,42.53280257
586.25,131.9773,42.8685,80.35,42.04633612
586.5,133.4798,42.9385,80.35,39.92051979
587.25,135.2746,39.8613,81.87,37.11768209
587.5,134.7222,39.6527,81.87,40.12400006
588.25,138.4563,40.5428,82.96,43.04787618
588.5,138.8692,37.8849,82.96,45.46008874
589,136.5516,39.2362,85.27,50.5604325
589.25,134.0322,38.4262,92.08,49.45339942
590,125.0639,37.694,92.94,55.80149789
590.25,122.3365,36.1999,85.27,47.24867231
591,117.8486,36.2061,92.29,55.70942671
591.25,118.6713,35.3987,92.94,56.4919264
592,123.9812,32.4286,90.77,59.87517216
592.25,126.591,33.4429,92.29,55.67386351
593.25,131.24,43.7214,90.77,60.58628005
594,131.24,45.1244,92.22,54.25805222
595.25,106.4888,62.2211,92.22,55.05000399
596,101.6444,67.9708,77.89,60.56047933
597.25,88.9749,63.8697,77.89,60.71263309
655.25,116.5954,70.5672,111.19,65.45683925
655.5,118.9402,70.8665,111.19,67.35253408
657.25,111.18,66.6901,109.45,62.65953236
657.5,108.2789,64.2004,109.45,65.01914235
662.25,82.5608,47.2796,93.81,46.49634391
662.5,83.6532,46.1907,93.81,46.27269779
663,85.4298,45.3107,98.74,42.90310746
664.25,86.5574,58.287,98.74,43.92412154
665,87.8839,55.7694,101.05,44.43064974
666,86.4923,50.4707,99.37,42.67523277
666.25,85.9289,50.298,101.05,42.46917833
667,90.4955,42.8403,102.22,48.11168455
667.25,93.1765,42.0732,99.37,43.33882957
668,97.386,42.9257,103.15,45.34885999
668.25,92.3582,42.2165,102.22,47.50022177
669,79.1401,39.6302,105.23,43.41659881
669.25,78.347,40.1355,103.15,44.69112141
670,78.1753,40.2939,107.46,41.5992704
670.25,78.6873,39.3102,105.23,43.46332258
671,81.3596,36.2736,113.79,43.90624723
671.25,82.4504,35.8515,107.46,41.17823062
672,82.0947,35.8873,107.46,46.17451399
672.25,81.3033,36.0783,113.79,45.68439307
673,80.4399,38.5051,109.45,48.66417696
673.75,80.1719,35.0314,109.45,48.23817563
676,92.2658,56.4954,107.71,53.89647531
676.75,98.0436,59.5296,107.71,54.71403531
678,81.6936,29.7523,107.13,51.86073806
678.75,88.8684,29.1519,107.13,53.31195048
681,83.963,53.0425,115.7,31.30249126
681.75,88.8307,74.9946,115.7,33.29380743
682.75,87.2771,65.5329,115.82,36.16472521
683.5,85.1693,61.2481,118.14,39.07887368
683.75,84.443,62.5218,118.14,40.79002978
684.5,82.5699,66.568,116.4,42.91366809
684.75,82.4382,66.0938,116.4,43.74477599
685.5,82.0833,60.0034,112.18,48.14212055
685.75,81.9729,56.7796,112.18,50.49165032
687.5,76.3637,77.3589,118.03,54.61525807
687.75,75.7853,86.4448,118.03,53.22043306
688.5,77.6776,105.8286,125.95,55.8467184
688.75,78.3687,104.757,125.95,56.10831868
691.5,84.8607,59.0927,127.4,56.15584095
691.75,83.707,59.0474,127.4,54.85311003
693.25,75.2457,51.8543,125.08,49.19521971
693.5,75.8727,52.6976,125.08,51.71230533
694.25,77.8762,52.8488,125.58,48.74488205
694.5,78.5506,54.188,125.58,46.73466087
695.25,80.5333,54.9507,124.56,49.27327087
695.5,81.2346,54.4657,124.56,50.51126311
696.25,83.2819,53.7701,115.82,54.13345575
696.5,84.149,53.2106,115.82,56.43094681
697.25,87.2634,56.2602,115.53,55.73078451
697.5,88.2392,61.0389,115.53,53.30138361
698.25,91.5363,70.3968,127.11,47.48763487
698.5,92.2921,71.8599,127.11,46.9172618
701.25,97.4698,48.8573,148.25,56.5244683
701.5,97.9252,48.8059,148.25,57.26564333
702,98.8031,50.6021,145.93,51.83395098
702.25,99.2086,50.7123,149.41,58.64013793
703,102.953,49.0429,146.94,50.02250995
703.25,105.9125,49.2973,145.93,50.68595226
704,107.5233,48.8592,142.06,44.98163515
704.25,106.0334,48.8788,146.94,49.65855288
705,98.1886,47.9227,144.86,45.31021134
705.25,95.7283,48.5859,142.06,46.11195824
706.25,85.3284,55.7594,144.86,43.35332795
708,87.972,55.5094,98.68,52.41758603
709,87.972,52.6085,112.13,47.22909194
709.25,87.972,52.8267,98.68,51.039241
710.25,87.972,60.6323,112.13,46.86489157
712,103.0578,52.1422,119.87,54.17287354
712.75,117.4566,49.9831,119.87,53.42268742
713,118.1792,49.5246,132.61,62.986739
713.75,117.4811,51.5533,132.61,59.64793064
714.75,116.0326,59.8796,138.98,79.32074798
715,115.5907,61.1147,142.46,85.39514569
715.75,114.3513,62.0795,142.46,85.64902017
