DEPTH,NO 6507/7-A-14,NO 6507/7-A-28,NO 6507/7-A-38,NO 6507/7-A-49
1548.5,115.0287,93.7116,105.424,80.94288852
1548.75,115.0144,93.6669,103.4177,82.58736123
1549,114.9238,93.4998,104.3546,80.48956884
1549.25,114.7919,93.3312,104.4351,80.95257226
1549.5,114.9958,93.162,104.9393,80.98392515
1549.75,115.4668,92.1727,105.3231,81.64401216
1550,115.6744,90.9405,105.7435,76.98947629
1550.25,116.0795,90.4008,102.9417,80.66186273
1550.5,116.856,89.9951,103.6034,78.31709072
1550.75,118.7215,89.332,104.9423,77.56500139
1551,120.5645,88.6416,110.3802,82.18628837
1551.25,120.5507,88.8307,106.3704,75.41444711
1551.5,120.2849,89.0736,107.6007,75.58402583
1551.75,119.8251,90.0209,109.0252,80.74184366
1552,117.9542,91.0198,115.0208,81.8647851
1552.25,116.3141,92.4664,111.7131,77.60102776
1552.5,115.1521,93.5756,113.3294,75.33893947
1552.75,111.3464,93.0324,115.0355,78.4122488
1553,105.9524,92.7227,103.1945,82.87800416
1553.25,96.7081,93.1687,114.4645,79.93151649
1553.5,90.9086,93.5465,110.3538,80.30654956
1553.75,87.6693,93.7669,105.1323,84.62325303
1554,87.3821,94.809,104.1152,78.70763869
1554.25,87.9719,97.2585,102.2754,79.8926712
1554.5,89.8875,97.7631,102.9411,78.73680907
1554.75,91.2346,95.7418,104.0949,78.04334276
1555,92.4913,95.1551,102.3476,77.08169937
1555.25,94.0717,95.9949,103.7889,80.94992813
1555.5,94.4082,96.5768,103.0746,78.40639004
1555.75,93.8517,96.9622,102.2426,76.18032321
1556,92.689,98.7333,106.4068,82.67740962
1556.25,91.5907,101.3039,102.7349,79.74071716
1556.5,90.6112,101.0041,103.4753,82.54284529
1556.75,90.7035,99.4766,104.3214,84.30161812
1557,91.3202,99.6988,110.9496,74.01423631
1557.25,92.9441,100.4532,108.86,81.85987217
1557.5,94.6956,102.8224,110.3623,76.39351007
1557.75,96.5355,105.5149,111.5846,70.71308993
1558,98.679,105.2846,109.7867,82.29065108
1558.25,100.9427,104.7278,109.7718,77.32340788
1558.5,103.3879,104.1633,109.2285,79.94900009
1558.75,106.1702,103.4088,108.8693,82.08960169
1559,108.9052,96.9543,110.1039,80.93475471
1559.25,111.0951,91.238,111.0715,78.60474958
1559.5,112.7157,92.2737,111.2947,78.11889817
1559.75,113.9544,92.9262,111.2147,76.2623626
1560,114.2351,91.6382,103.8059,85.27577237
1560.25,113.6158,91.2683,108.701,82.14543115
1560.5,111.6603,93.9496,107.8436,79.2808623
1560.75,107.7925,94.8979,107.1396,80.05910103
1561,103.6419,91.7568,94.1566,83.54690616
1561.25,100.1988,90.0487,99.7384,86.03368313
1561.5,97.4853,90.8444,97.0028,87.97609158
1561.75,95.2379,97.1073,94.636,85.53001976
1562,92.4188,110.607,92.6068,69.36303746
1562.25,91.9572,118.6512,94.1958,78.75420175
1562.5,94.8764,121.1675,93.663,75.51150784
1562.75,101.2875,124.5229,92.9743,68.85073341
1563,108.2856,128.5293,93.1716,91.67094711
1563.25,114.4817,130.5023,92.3263,70.24290695
1563.5,117.4312,131.278,92.36,74.04663103
1563.75,118.3175,134.0466,92.478,81.74404475
1564,117.0429,137.6865,94.6022,59.90327447
1564.25,114.2029,143.5598,94.0183,87.81039816
1564.5,109.195,150.1301,94.5008,84.07245382
1564.75,104.3649,163.3619,94.887,70.30576335
1565,101.2873,177.9728,101.1988,73.11474192
1565.25,104.1918,189.8054,94.1416,61.07960373
1565.5,107.4275,201.3115,96.1755,62.75411704
1565.75,110.8572,207.7009,98.8575,70.337394
1566,114.0969,213.7663,105.1224,75.90785425
1566.11,116.2176,214.72825,104.2873,71.91871935
1566.25,118.3383,215.6902,103.4522,65.59649823
1566.5,123.9201,217.6013,104.0891,64.96807799
1566.75,127.9005,219.3905,104.3128,70.77086572
1567,130.5092,220.0177,100.6761,82.03881175
1567.25,129.6504,214.556,106.0805,73.07444841
1567.5,127.7002,207.3073,104.6518,73.38406609
1567.75,125.0754,193.9603,102.623,79.2404776
1568,121.2949,181.5432,96.0543,87.16954799
1568.25,118.0665,171.3702,98.7496,84.44771832
1568.5,115.5515,164.8679,98.0314,86.73115841
1568.75,115.8604,164.9103,97.612,88.09436464
1569,116.6873,165.881,95.413,96.19282369
1569.25,117.4247,168.1041,94.2175,86.34192698
1569.5,116.7926,169.0388,94.4758,91.07577165
1569.75,115.3631,168.6433,95.2435,98.11128358
1570,113.2343,165.02,99.1055,102.1663566
1570.25,112.7469,158.8439,95.4381,100.2010548
1570.5,114.3097,152.7712,96.438,101.3305348
1570.75,121.5864,146.7606,97.6708,103.5454244
1571,128.1983,143.2723,102.595,89.839565
1571.25,129.6491,140.9113,100.5879,98.66656335
1571.5,129.1618,137.9269,102.4909,97.36048259
1571.75,127.7464,134.7429,104.4927,98.76681
1572,128.4828,132.663,90.7773,73.92361983
1572.25,129.1899,130.8192,99.7887,83.66471107
1572.5,129.8618,124.9198,96.5107,78.82298163
1573,129.27,113.5002,90.376,78.41355792
1573.25,128.5811,108.592,88.6692,74.8457261
1573.5,129.2424,105.7812,89.1319,74.48294121
1573.75,130.6771,103.0377,90.1782,74.41339218
1574,133.2466,100.9803,88.4163,78.96619196
1574.25,135.0577,99.3094,90.3829,81.54762122
1574.5,135.9841,99.736,89.0939,82.1018415
1574.75,136.2079,99.7825,87.5159,80.4851093
1575,136.3614,98.4964,94.5926,78.99764139
1575.25,136.629,98.5468,89.8643,80.14508222
1575.5,136.7391,101.8968,91.2585,86.8458926
1575.75,136.7513,104.351,92.6408,85.41706478
1576,136.5003,105.1754,93.255,80.32488932
1576.25,136.0614,107.2433,96.668,78.57825081
1576.75,134.0554,114.988,93.0657,78.49135717
1577,132.1719,119.1532,100.0409,67.20117268
1577.25,129.1596,125.1109,93.9487,77.12383483
1577.5,122.8596,132.5233,96.614,72.02401633
1577.75,114.9224,144.2179,99.6957,68.70486517
1578,106.3259,158.575,99.5661,74.30832912
1578.25,100.8052,168.2101,99.8135,70.01427934
1578.5,98.6374,175.6354,99.7532,69.77753428
1578.75,98.3771,177.7127,99.7274,72.92541744
1579,101.1445,177.9671,100.2398,68.60379412
1579.25,110.9655,171.8182,99.3771,71.79570503
1579.5,124.6927,164.1709,99.8094,70.50034209
1579.75,139.4359,157.1538,100.3683,69.45266133
1580,145.6699,150.2268,97.5929,76.88483911
1580.25,151.9016,143.9144,99.9729,73.64649203
1580.5,158.1309,137.609,98.1279,73.66050796
1580.75,160.967,123.4701,95.9679,78.46641683
1581,163.645,109.6973,102.1383,72.89121708
1581.25,166.9765,100.8864,99.9664,72.78024057
1581.5,169.5706,92.6734,100.6642,71.04251964
1581.75,171.0757,88.3474,101.034,67.82881427
1582,165.2196,85.4665,101.8186,80.43385664
1582.25,156.2779,88.4442,103.3851,76.16160472
1582.5,144.1929,90.4503,104.0842,78.11819034
1582.75,134.8243,89.7263,104.6781,78.69412352
1583,127.2449,89.361,105.9727,80.50037875
1583.25,123.1339,89.734,98.3024,81.36236694
1583.5,120.7858,89.5546,99.8568,84.5082632
1583.75,119.1998,88.5169,102.3658,83.92195758
1583.82,118.4426,87.92335,107.4561,75.349173
1584,117.6854,87.3298,112.5464,65.29449974
1584.25,115.4162,85.9646,109.7842,72.68522737
1584.5,112.4036,85.1722,110.9837,69.08852885
1584.75,107.3421,84.907,111.7012,66.58771207
1585,102.7418,85.0461,111.0566,60.39538678
1585.25,99.6636,85.4717,113.415,60.75469701
1585.5,98.7659,86.5849,112.3035,57.1246019
1585.75,98.9116,88.0685,110.8341,56.27371511
1586,100.2467,87.4601,114.287,55.8088233
1586.25,103.7295,86.016,111.582,58.36497091
1586.5,109.2574,84.2256,112.3181,56.87016637
1586.75,116.7382,82.3372,113.0916,57.36843592
1587,122.9819,80.0748,112.2663,54.21334211
1587.25,126.1449,77.7431,115.5564,53.90671593
1587.5,125.8224,77.3449,114.6764,57.54907678
1587.75,123.8941,77.1418,113.4235,54.66633759
1588,120.2467,76.5293,108.1005,55.32921973
1588.25,115.8528,75.8749,111.1256,55.52867402
1588.5,110.7717,74.4396,109.8916,57.49717747
1588.75,106.5787,72.7912,108.6418,54.47194219
1589,103.3218,69.2681,105.6019,64.0659736
1589.25,101.8616,66.1986,107.6782,56.97619924
1589.5,99.6721,65.3979,106.6008,60.74676113
1589.75,97.0298,64.9871,105.4145,64.0823844
1590,93.1749,65.8729,113.6051,64.52172487
1590.25,90.3014,66.4793,106.0152,65.4369192
1590.5,88.3011,66.4206,107.8478,64.17147292
1590.75,86.6498,66.174,109.9112,63.22143289
1591,85.8701,65.5941,117.5015,65.04684116
1591.25,86.7879,65.85,117.5612,65.02645758
1591.5,89.4356,67.2368,118.5681,66.20662036
1591.75,93.0657,68.2441,119.1059,65.41643589
1592,98.9601,68.8559,125.1169,63.64839812
1592.25,104.5705,69.4989,115.5602,67.61204538
1592.5,109.9367,70.1669,119.0416,64.27671663
1592.75,115.2967,69.84,123.366,64.12516635
1593,120.3348,68.8998,124.5263,56.428322
1593.25,124.7514,68.9177,126.4723,63.22295121
1593.5,127.4861,69.3798,126.8482,57.03965723
1593.75,129.0205,67.7824,127.0753,54.16114931
1594,126.8952,65.4908,110.1688,55.73228266
1594.25,124.4158,64.8238,121.5603,57.04330744
1594.5,121.6422,64.5319,117.0463,55.78546385
1594.75,121.4838,66.1085,112.3027,55.96341822
1595,121.8069,67.947,113.2571,52.50014367
1595.25,122.7578,72.3484,108.4176,54.16163603
1595.5,122.683,76.8809,110.2639,53.17966891
1595.75,122.0412,76.9639,112.6315,52.91551288
1596.25,117.7593,77.2938,113.6334,51.94671934
1596.5,114.994,77.4316,111.5278,54.75587319
1596.75,112.7355,76.9409,109.0711,57.98666516
1597,110.9165,76.6278,111.7096,59.77576732
1597.25,109.8785,77.0249,108.492,62.71614059
1597.5,110.9183,77.7122,109.206,58.23318977
1597.75,112.5856,79.2059,110.0391,59.72477676
1598,113.1201,80.1886,115.4631,58.29171558
1598.25,112.0575,80.1297,113.4943,61.69830729
1598.5,109.3567,79.817,114.7265,62.88208862
1598.75,108.7668,79.1134,115.8842,58.77564598
1599.25,112.1567,73.4901,114.8322,56.55118542
1599.5,115.8203,69.9283,113.2294,57.29169475
1599.75,119.8942,66.3966,111.4992,63.97435792
1600,122.2129,62.7661,106.617,63.3133433
1600.25,124.1136,59.0661,105.8932,61.37146621
1600.5,125.3968,55.7143,105.4168,63.86405395
1600.75,126.3723,52.5484,105.2451,62.83227328
1601,127.3743,50.894,104.1517,60.26701841
1601.25,128.9252,49.8372,108.1826,63.98586042
1601.5,130.8496,52.0962,106.9016,65.92627577
1601.75,133.08,55.2838,105.2684,65.38761814
1602,132.4478,60.4946,111.4138,55.18713663
1602.25,130.989,66.0743,103.0979,55.54486069
1602.5,128.1806,68.951,105.5217,54.59429432
1602.75,127.3252,71.5616,108.3628,56.67542799
1603,127.3439,72.818,117.986,58.39235884
1603.25,127.5923,73.928,114.4896,55.16387595
1603.5,127.7703,72.3255,116.0068,57.58205185
1603.75,127.8657,70.9131,117.3428,56.03917083
1604,127.3126,71.1347,117.1199,63.62668176
1604.25,126.9096,71.1364,118.5499,58.23468635
1604.5,127.452,70.0541,117.3896,59.87122704
1604.75,128.9492,69.0415,116.0351,63.8499795
1605,131.0683,68.2579,125.8633,65.50464853
1605.25,132.0606,68.0307,118.4749,63.62050098
1605.5,132.9798,69.115,120.9236,68.09823739
1605.75,133.7986,69.8787,123.4915,68.86997568
1606,134.9222,70.0783,129.7068,64.93461
1606.25,136.0204,70.948,128.214,63.37671186
1606.5,136.2996,72.7166,129.3004,61.34111161
1606.75,136.6389,73.0149,130.2536,63.720629
1607,137.0348,71.793,124.98,62.46974069
1607.25,136.8737,71.8483,129.0048,63.42935017
1607.5,136.6525,72.9226,127.9917,59.79013162
1607.75,136.4401,73.7569,126.9469,61.28922364
1608,136.1806,74.4446,124.1592,47.63164205
1608.25,135.7282,76.0296,122.921,64.75437354
1608.5,131.5603,78.0264,122.7921,65.07556451
1608.75,126.4554,79.6352,122.8527,54.99605844
1609,120.0849,81.1146,123.9785,44.93080612
1609.25,116.192,80.7705,125.5857,48.72306555
1609.5,113.096,80.0111,124.6722,47.27527538
1609.75,110.8812,80.1826,123.5374,45.8796505
1610,109.5359,80.4821,124.5781,43.06344026
1610.25,108.8428,79.6034,124.566,44.47029452
1610.5,108.1516,78.6571,125.5519,41.7097309
1610.75,107.4602,78.029,126.5742,42.27989488
1611,106.7684,77.2958,120.8594,53.40707745
1611.25,110.0038,75.2256,122.3124,39.30128385
1611.5,115.2984,72.9257,121.0658,43.16936351
1611.75,125.2342,69.1843,119.9085,47.68532336
1612,132.6666,65.6038,128.609,72.84699919
1612.25,137.4015,62.6582,121.9912,59.71945376
1612.5,139.7883,60.4267,124.5096,59.92352427
1612.75,141.5304,60.1594,127.1446,68.30514594
1613,142.4323,61.6166,122.9584,83.72830097
1613.25,142.3796,66.5556,129.977,77.03753234
1613.5,141.7538,70.6631,127.9142,81.0298299
1613.75,140.4879,73.5014,125.575,84.28242377
1614,139.463,75.6972,126.6149,91.45672864
1614.25,138.8127,77.14,120.32,84.63116487
1614.5,138.8028,77.7956,122.1499,91.82489591
1614.75,139.07,77.7389,124.3245,95.40857265
1615,139.8226,78.1481,131.4897,91.13547844
1615.25,140.1535,78.8816,128.9141,89.08907752
1615.5,140.121,78.9773,129.84,92.30258727
1615.75,139.0805,78.7356,130.6646,91.18085832
1616,137.6741,75.8798,139.6261,95.26836377
1616.25,135.6243,72.0009,132.3148,92.17092863
1616.5,131.6151,71.981,135.6831,98.31228663
1616.75,126.6935,73.0286,139.2302,100.0424442
1617,121.7146,72.859,130.4861,80.87530677
1617.25,118.5452,72.471,139.8057,91.27030939
1617.5,117.6122,73.4607,135.6056,88.77171719
1617.75,117.7061,74.5826,131.1123,85.90259906
1618,117.8569,75.301,126.3242,102.7982734
1618.25,117.4302,76.0099,130.1123,92.74264963
1618.5,116.8004,76.7195,128.6857,101.7557152
1618.75,116.0314,77.5233,127.1921,104.6065502
1619,115.61,79.1198,127.4456,83.07198062
1619.25,115.2589,80.068,125.4951,101.9096421
1619.5,115.0183,77.8689,126.6491,101.1079881
1619.75,114.5265,75.9006,127.9225,91.85349424
1620,113.9995,74.6822,125.1938,88.16033313
1620.25,113.8612,73.5623,126.8662,78.95994179
1620.5,114.4862,72.672,125.8654,77.11413662
1620.75,115.8651,71.6198,124.8407,84.69083715
1621,116.517,70.2852,120.1037,91.73820935
1621.25,117.0958,68.9266,125.6231,82.2285295
1621.5,117.7331,67.536,124.7959,84.94117759
1621.75,119.0772,66.3305,123.9012,88.49458989
1622,120.8133,65.3147,119.8064,82.18441952
1622.25,122.8577,64.8851,116.1553,88.1481663
1622.5,124.1994,64.9194,116.369,85.10018393
1622.75,124.5428,65.3705,116.7923,79.09678424
1623,123.4119,66.0739,129.5251,85.50129638
1623.25,122.1902,67.6918,122.9467,88.30666886
1623.5,122.3121,69.7254,125.3961,89.26359612
1623.75,122.1845,72.6832,127.8129,87.87030019
1624,121.8601,75.9455,140.2028,74.83748029
1624.25,120.7719,77.3129,131.2054,81.53439967
1624.5,119.7491,78.2548,134.7785,75.88894625
1624.75,118.9635,76.9526,138.4348,71.11116721
1625,118.3387,75.348,142.025,90.08684612
1625.25,117.7965,75.0054,141.8911,77.86996988
1625.5,117.4155,74.7199,141.494,78.64009737
1625.75,117.0893,72.9771,141.0121,82.70987486
1626,116.8252,71.4776,146.7904,90.39981533
1626.25,116.7661,72.9796,143.0963,93.09414528
1626.5,117.2698,74.1465,144.471,93.59467366
1626.75,119.508,73.2469,145.857,93.83408258
1627,120.9002,72.9929,139.6741,85.97912925
1627.25,121.7629,75.2557,147.7076,88.99583346
1627.5,121.3647,77.2224,145.1938,87.09149453
1627.75,121.8967,78.3835,142.5623,85.18746709
1628,123.9594,78.6213,128.177,93.50322216
1628.25,124.4529,77.0122,136.7775,85.19108481
1628.5,124.8834,76.6127,133.923,87.79823629
1628.75,127.8908,78.0438,131.0699,90.39252063
1629,131.3553,79.6844,127.2273,81.59563531
1629.25,135.2335,81.5686,125.2828,85.87321687
1629.5,134.2619,83.8129,125.5593,81.01988561
1629.75,132.2478,86.3803,125.9246,81.29087179
1630,128.8924,87.236,134.4308,74.53711842
1630.25,126.1652,86.9103,128.5548,82.32908689
1630.5,123.9674,85.8624,131.7595,81.5331067
1630.75,125.7275,84.4362,135.0109,76.24085563
1631,127.6682,84.4214,136.3917,87.31742226
1631.25,129.8434,84.9532,133.7613,81.88955486
1631.5,127.0852,86.1171,134.6564,85.06332349
1631.75,122.7884,87.4538,135.5856,83.07559843
1632,116.7488,86.757,131.448,90.27534451
1632.25,113.7934,85.7012,137.1953,87.91196624
1632.5,113.0632,87.1362,135.0679,90.81233842
1632.75,111.9094,88.8039,132.8858,88.88472705
1633,111.0176,88.4779,133.759,80.23510612
1633.25,110.6546,88.1433,130.0229,90.74197949
1633.5,109.738,88.5467,131.245,89.03358929
1633.75,108.283,88.71,132.5084,86.65944003
1634,104.1223,86.8973,137.2657,78.44030746
1634.25,99.3228,85.5595,135.0094,78.06662555
1634.5,93.8606,86.4937,136.5267,77.37471888
1634.75,92.0399,87.8803,138.0473,75.53366439
1635,92.3066,90.7197,137.0604,93.58766976
1635.25,97.1262,93.1955,136.4586,83.94237621
1635.5,102.8899,94.8315,136.7776,84.63206904
1635.75,109.1165,96.0847,137.1074,90.27389686
1636,111.4002,96.6767,140.7044,101.3656844
1636.25,113.5275,98.7717,137.0103,96.36697515
1636.5,115.4209,102.8492,139.4717,95.8101226
1636.75,117.2411,106.6675,141.9495,98.31049986
1637,118.9435,110.2223,132.3774,100.0439327
1637.25,120.1524,112.5465,139.4405,99.44130372
1637.5,120.5339,113.9054,135.3301,94.37989015
1637.75,120.2295,111.6328,131.2095,95.89513866
1638,120.2075,107.1812,129.8439,109.412352
1638.25,120.1176,102.3284,133.557,105.8913903
1638.5,119.829,97.2948,132.6429,108.3649866
1638.75,119.4315,93.8665,131.729,108.5747352
1639,118.9529,90.9616,125.9747,109.5401191
1639.25,118.0673,86.1154,127.9628,111.6955848
1639.5,117.0394,80.8396,127.0502,113.8996901
1639.75,115.8425,80.6217,126.1404,110.5749257
1640,115.6372,81.0719,125.9978,109.2481899
1640.25,115.818,82.0199,125.807,108.9703266
1640.5,116.6887,83.0195,125.2471,111.1726014
1640.75,117.9589,85.9443,124.6998,110.9702
1641,119.4924,88.7854,133.1086,106.9755075
1641.25,119.9854,90.6246,127.3175,110.8266858
1641.5,120.2214,92.0377,131.2354,111.011548
1641.75,120.0414,90.8684,135.0956,111.5615724
1642,118.9396,89.9109,125.8335,81.79329275
1642.25,117.4737,89.7683,131.1099,93.47655043
1642.5,115.6446,89.517,128.0772,85.73536335
1642.75,115.5491,88.9729,125.0924,83.46819403
1643,117.1017,88.1481,128.3631,80.94616746
1643.25,118.7225,86.767,126.5776,81.86193905
1643.5,119.171,85.3611,127.5378,81.83504446
1643.75,116.5328,83.918,128.4812,82.47109447
1644,113.7929,82.319,130.9552,90.93878624
1644.25,111.1001,80.5404,128.2767,83.86881642
1644.5,110.7647,82.0223,130.0075,85.47686215
1644.75,110.3725,86.4053,131.6923,93.49548782
1645,109.9026,93.2227,133.3934,85.26605697
1645.25,109.2639,101.7056,130.2646,92.25722233
1645.5,108.5323,105.3354,131.8368,88.98922583
1645.75,107.5739,106.4465,133.3754,86.43445911
1646,106.7396,102.2444,137.5597,84.10650367
1646.25,105.9994,96.0058,133.4258,85.68155764
1646.5,106.3403,86.7338,134.0688,86.60688828
1646.75,107.174,76.6433,134.7646,87.67271273
1647,108.8842,68.427,140.1443,82.49563188
1647.25,111.7516,60.536,140.285,85.18857741
1647.5,114.9172,56.5908,140.4016,90.54223388
1647.75,116.5467,53.0043,140.5051,90.10000304
1648,117.9505,54.2626,136.1252,79.78720668
1648.25,119.1084,55.801,139.7253,82.97092012
1648.5,120.0706,61.2411,137.3571,83.91728411
1648.75,120.7023,67.0308,135.0925,83.06793337
1649,120.4005,75.6362,134.7554,86.38368867
1649.25,121.4736,84.848,137.1418,82.98352945
1649.5,123.3647,96.9188,137.6667,82.3668629
1649.75,123.9502,109.1218,138.0634,83.98135738
1650,123.755,121.7448,120.8791,92.2333932
1650.25,122.3309,132.8533,131.4065,83.26073447
1650.5,121.9291,140.4971,126.9247,82.07697559
1650.75,121.8714,142.1771,122.5454,89.70334597
1651,122.0332,133.6475,120.7988,97.87148455
1651.25,121.8159,124.8479,119.3278,90.8351223
1651.5,121.2683,115.6952,120.6953,93.03449519
1652,120.6798,93.5148,119.3225,93.43834193
1652.25,120.6518,86.1747,119.6432,96.75529095
1652.5,122.6238,82.2565,118.694,95.96256713
1652.75,125.5607,76.9777,117.8474,96.01756154
1653,128.8824,70.8898,120.5653,99.93319495
1653.25,130.8885,68.4286,120.7501,92.24521339
1653.5,131.2501,67.5842,121.1399,94.20051853
1653.75,131.9453,68.3252,121.471,98.54632733
1654,132.7599,69.5773,123.2338,100.0010576
1654.25,133.7619,72.6798,119.7251,101.2050153
1654.5,134.3096,76.1862,120.22,100.9534389
1654.75,134.5423,78.7944,120.808,98.76596543
1655,134.2925,81.2864,128.2274,92.96313135
1655.25,133.9373,82.5918,125.6115,100.9491791
1655.5,133.4148,83.8351,127.069,100.6701053
1655.75,132.5442,85.0996,128.4411,96.17170469
1656,131.6748,86.3794,127.6395,82.25636073
1656.25,131.7442,87.8366,128.0492,92.49091916
1656.5,131.7068,89.0967,128.5096,88.73071863
1656.75,131.5627,89.1824,128.8779,84.69949608
1657,130.9637,88.3879,117.4394,62.81443557
1657.25,130.1384,84.2482,126.2601,78.65209291
1657.5,128.8519,80.5431,122.4878,73.73061288
1657.75,127.977,77.9957,118.8504,71.90979974
1658,127.3925,76.202,116.919,82.30734397
1658.25,129.0508,75.8878,116.1183,60.04959083
1658.5,130.4468,76.6055,116.2434,62.17691763
1658.75,131.4657,78.8576,116.3926,73.06434289
1659,131.1579,80.8645,111.5423,75.27221374
1659.25,130.6595,82.5912,117.2813,85.61599912
1659.5,130.9071,83.0352,115.1423,90.7568057
1659.75,131.5842,82.3474,113.0434,83.47900642
1660,132.6037,82.527,117.9727,73.53805028
1660.25,133.6705,83.2952,110.2242,72.91113358
1660.5,135.0547,81.3863,111.5607,71.60629036
1660.75,137.1062,78.1008,113.1287,72.99369804
1661,139.1045,73.7294,132.5806,94.09262699
1661.25,141.011,68.9462,122.7573,79.25634413
1661.5,142.1626,64.1951,126.7192,84.41653247
1661.75,143.7119,59.4526,130.5481,91.7103745
1662,145.7164,58.158,133.5969,71.0354482
1662.5,151.0924,60.858,133.8374,87.53985461
1662.75,151.3027,64.6276,133.3097,76.50627594
1663,151.0758,68.4511,142.9143,85.38450177
1663.25,150.572,72.2686,134.0921,70.53395744
1663.5,148.8622,75.9406,137.2139,75.32320908
1663.75,146.7073,79.569,140.2979,81.72283154
1664,143.8262,82.8452,137.1467,76.62321322
1664.25,141.2592,85.9363,145.0659,85.98711336
1664.5,138.8098,88.1476,141.5938,82.30811102
1664.75,136.467,90.2765,138.3021,77.1626485
1665,134.5633,92.1409,136.8951,83.08320732
1665.25,133.0615,93.4569,136.1062,77.66785757
1665.5,130.6418,93.501,136.3989,80.07741756
1665.75,128.2853,94.015,136.685,84.92380771
1666,126.3292,95.3465,134.0589,91.97107701
1666.25,126.4812,95.7966,137.0349,83.94567544
1666.5,127.6959,95.0717,136.3894,86.75689742
1666.75,129.202,94.6342,135.6636,90.7578276
1667,131.0823,94.493,132.6222,70.94540657
1667.25,133.4541,93.51,132.5249,90.35285232
1667.5,136.4727,91.8549,131.7499,83.6202681
1667.75,139.1262,90.7452,131.1681,76.42512811
1668,139.6769,89.97,136.7084,56.78073538
1668.25,139.1663,89.9665,134.06,63.53858723
1668.5,137.881,90.3203,135.3305,60.84648734
1668.75,137.1087,90.5971,136.5052,56.12373781
1669,136.5084,90.8479,136.9778,51.18070871
1669.25,136.1978,90.5692,136.8535,53.63091527
1669.5,136.0546,90.1671,136.4196,49.59252423
1669.75,135.8756,89.812,136.1067,49.55836765
1670,134.8558,89.4638,141.5112,47.82919556
1670.25,133.3437,90.741,137.9279,51.78836182
1670.5,131.315,92.1214,139.6382,54.51988971
1670.75,130.9357,91.8203,141.2135,49.78439967
1671,130.9875,91.4613,138.6133,54.46503839
1671.25,131.5877,90.2799,141.6768,48.37875051
1671.5,131.1593,88.98,140.6141,54.44552906
1671.75,130.1414,86.8827,139.5625,51.78627464
1672,129.3901,85.3003,136.8043,58.36986496
1672.25,129.9099,85.8675,137.7793,55.74289082
1672.5,132.3524,86.3706,137.9819,56.1443656
1672.75,134.7563,86.6882,138.0387,58.44927399
1673,136.8809,86.5877,129.3072,57.16107794
1673.25,137.6165,85.6015,135.4491,55.7065763
1673.5,137.7335,84.4568,133.0413,53.63606137
1673.75,137.3317,83.0584,130.7358,56.21237454
1674,137.2037,82.3181,125.0937,74.96754955
1674.25,137.3514,82.3881,127.9904,61.14891209
1674.5,138.1311,84.322,127.6166,60.85179231
1674.75,138.3463,88.0334,127.0706,67.47060318
1675,138.2733,90.6666,126.5294,100.4072923
1675.25,139.4967,92.5046,123.4521,80.77394417
1675.5,141.0717,93.2273,124.5549,88.5011086
1675.75,143.2289,93.3206,125.6348,97.07243266
1676,145.8488,94.1543,124.7373,105.0132694
1676.25,148.2664,95.3008,127.158,102.0165193
1676.5,147.5424,96.0316,125.6744,101.6819213
1676.75,146.8193,96.6359,124.3975,102.4567198
1677,146.0971,97.5033,122.6334,80.10989292
1677.25,146.0167,98.4245,124.8714,101.0325625
1677.5,146.1023,98.2491,123.4203,89.68663378
1677.75,146.3355,97.9439,122.1896,82.22354969
1678,146.4206,98.0657,119.7727,51.2584509
1678.25,146.3887,98.1709,122.7675,73.09281807
1678.5,146.5228,96.6651,120.5814,60.72195979
1678.75,146.3578,94.9036,118.775,55.21069298
1679,145.412,90.3998,116.4717,41.27273655
1679.25,144.4158,86.168,120.6246,48.88541133
1679.5,143.4066,83.4902,120.4145,46.78366965
1679.75,143.4198,80.9859,119.8207,42.9506647
1680,143.9539,79.1235,111.3566,48.13908927
1680.25,145.3479,77.6519,113.5358,43.74588909
1680.5,146.4675,77.2029,113.5263,43.55867007
1680.75,147.2179,77.0507,113.2775,46.99610565
1681,145.6324,77.474,111.6109,47.9731908
1681.25,144.8217,77.6919,109.6384,49.2562647
1681.5,144.8899,77.6067,109.3176,47.74041623
1681.75,145.3293,77.5799,109.3302,47.80411641
1682,145.8548,77.6197,114.7476,62.77749951
1682.25,146.4267,78.9125,113.4675,49.30704893
1682.5,147.9097,81.3107,112.4763,51.45112318
1682.75,150.1099,83.7167,111.9781,55.94830235
1683,151.7692,86.1278,122.434,77.65762634
1683.25,153.0617,87.6659,117.4609,70.06307192
1683.5,153.554,88.7516,119.8062,70.77724523
1683.75,154.4037,88.2115,121.9076,68.66898148
1684,155.4463,87.0467,124.6099,64.00504401
1684.25,156.5495,85.4094,122.9795,83.88729507
1684.5,157.2654,83.6434,123.647,74.25068944
1684.75,157.3443,84.7391,124.2696,65.08250205
1685,155.9902,86.3403,123.5481,58.2137373
1685.25,154.1634,88.1757,124.7577,61.56470761
1685.5,152.5585,90.0332,123.7084,58.70612627
1685.75,150.7612,91.6129,122.8971,57.36437987
1686,148.7464,93.0647,122.8522,71.07442509
1686.25,146.8233,91.677,124.0288,63.07453076
1686.5,145.405,90.2342,123.4759,69.55304495
1686.75,145.9734,88.3198,122.9833,74.22581007
1687,146.8716,86.6274,123.1593,84.69415172
1687.25,148.0283,86.0302,122.636,75.15725612
1687.5,148.1771,85.5334,121.916,82.55890564
