DEPTH,NO 6507/7-A-14,NO 6507/7-A-28,NO 6507/7-A-38,NO 6507/7-A-46
2223,121.6187,108.6821,144.9609,89.9987
2223.25,127.6392,110.9907,132.6678,95.2965
2223.5,132.266,112.5758,136.146,93.2831
2223.75,135.8211,113.7779,139.722,91.3821
2224,137.7686,114.2058,149.2392,76.2154
2224.25,138.1884,113.6335,150.5119,89.0387
2224.5,137.8187,111.5924,152.0643,89.0849
2224.75,137.3181,109.1547,152.8755,85.3375
2225,137.4003,106.286,126.2055,75.8682
2225.25,140.2287,103.6288,144.7885,74.8224
2225.5,144.7085,101.1423,138.7627,80.2443
2225.75,151.3141,99.3223,132.4521,79.6757
2226,156.0973,97.898,94.9224,76.507
2226.25,160.0865,97.8606,119.9705,74.2248
2226.5,160.2634,98.4131,111.2578,73.2399
2226.75,160.7769,99.6487,102.1083,74.7144
2227,163.1601,101.0816,71.702,82.9078
2227.25,166.0524,101.9198,88.0782,76.2754
2227.5,169.5084,102.653,82.4185,76.5374
2227.75,170.6402,101.9405,76.9624,80.4272
2228,170.9289,101.1077,67.8487,93.8136
2228.25,170.906,99.0812,66.4748,80.8587
2228.5,170.8898,97.1341,66.1626,82.6028
2228.75,170.8999,96.251,66.6729,91.2404
2229,170.0656,95.5241,74.9402,91.5974
2229.25,168.4256,95.7065,69.1344,89.6189
2229.5,165.8995,95.6991,71.6542,89.21
2229.75,163.1807,95.0213,74.3751,91.4296
2230,162.7062,93.8335,77.817,100.6578
2230.25,162.2847,91.4253,75.1587,90.9185
2230.5,161.9931,88.9895,75.6644,92.3564
2230.75,162.233,86.5063,76.2156,94.2418
2231,162.9095,85.173,83.6798,111.0406
2231.25,163.5264,85.2849,79.5826,106.9528
2231.5,164.1395,86.5346,80.9341,107.1626
2231.75,164.896,88.8461,82.2216,107.8961
2232,165.1304,91.1026,87.6248,103.9164
2232.25,164.2901,93.321,85.164,112.2756
2232.5,163.3689,94.4161,85.8588,108.9712
2232.75,162.3906,94.9465,86.4354,106.1216
2233,162.8099,94.8797,99.3595,100.3149
2233.25,163.5736,94.6026,88.9047,103.6184
2233.5,165.0983,94.4621,91.4737,105.0023
2233.75,166.1229,94.3529,94.2304,103.452
2234,166.2747,94.226,116.8107,95.615
2234.25,164.9684,94.0969,104.8288,96.112
2234.5,162.7818,94.093,109.9686,91.5847
2234.75,160.9757,94.1074,115.0617,93.2004
2235,159.3625,94.4773,113.8009,92.0659
2235.25,158.6084,94.9089,118.0943,94.9448
2235.5,156.9249,95.8382,116.1089,94.2414
2235.75,153.8557,96.6451,113.6754,93.283
2236,150.4275,96.9109,122.4308,88.9644
2236.25,146.815,96.8709,114.2718,90.0168
2236.5,140.311,95.9545,117.0846,88.3962
2236.75,133.2972,94.6826,120.2086,87.5541
2237,125.1001,92.6982,125.6142,94.1248
2237.25,119.6275,90.9244,124.535,92.8888
2237.5,117.6402,89.4577,125.1425,94.8033
2237.75,115.45,88.6141,125.5574,95.3224
2238,113.172,88.4424,124.4726,92.7217
2238.25,118.9172,88.6745,125.6257,92.2187
2238.5,125.9177,89.2301,125.9719,91.6681
2238.75,136.1646,89.5303,126.3597,91.404
2239,142.1418,89.6802,125.177,93.4721
2239.25,143.419,89.2029,122.3069,94.0508
2239.5,144.3459,88.4612,122.6028,94.0806
2239.75,145.1467,87.5423,123.1953,94.0092
2240,149.0944,86.5727,123.8592,93.7494
2240.25,152.9574,85.937,127.3232,93.898
2240.5,156.5215,85.3594,127.1647,96.6138
2240.75,159.7818,85.1801,126.7378,96.9018
2241,162.754,85.0327,101.1215,95.418
2241.25,165.6413,85.1594,120.7001,92.6675
2241.5,168.456,85.2303,113.1477,93.4117
2241.75,169.8274,84.6064,105.1016,94.3598
2242,171.7596,83.8089,93.922,95.906
2242.25,175.0562,82.016,97.59,95.4125
2242.5,177.5517,80.4652,95.9602,95.0831
2242.75,179.3932,79.7608,94.5364,95.4495
2243,179.5875,79.8436,103.5193,93.5902
2243.25,179.3708,81.7927,93.3938,93.1345
2243.5,178.828,84.1628,94.9247,90.8684
2243.75,178.1234,87.2474,96.6705,92.2852
2244,177.0882,90.1544,122.673,93.1635
2244.25,175.7809,92.8399,110.8905,94.5353
2244.5,174.2827,94.3845,116.9464,94.7585
2244.75,172.2336,94.872,122.8702,93.6695
2245,169.9539,95.1733,97.5077,96.4071
2245.25,166.5735,95.3469,121.8734,93.3086
2245.5,162.8499,95.8062,115.4812,94.9964
2245.75,158.5311,96.4078,108.5495,97.7557
2246,153.6594,98.9145,76.1448,90.8431
2246.25,148.4562,102.085,86.0775,93.3625
2246.5,141.0038,109.749,81.5763,92.7073
2246.75,133.7834,118.4283,77.7164,92.5575
2247,129.6965,131.4632,90.6616,90.4083
2247.25,127.3974,145.0372,74.7804,89.0419
2247.5,127.7465,160.2409,78.739,87.3599
2247.75,129.7752,175.1968,83.1696,86.6486
2248,132.6602,182.3691,122.6986,90.8653
2248.25,136.7286,188.097,98.4192,92.735
2248.5,140.5978,182.4062,108.1273,91.6539
2248.75,143.1107,175.3019,118.0009,90.9747
2249,145.8189,162.0291,115.9174,95.5608
2249.25,148.7754,148.9534,126.9671,92.0596
2249.5,148.1558,136.4376,123.4051,94.404
2249.75,146.0007,125.9,119.2087,95.3584
2250,142.2572,119.2945,122.3744,93.803
2250.25,138.1328,113.3402,112.6978,96.8355
2250.5,132.8879,108.3275,114.8445,98.4366
2250.75,127.5121,103.4666,117.4056,96.3583
2251,121.9932,98.7681,138.4102,102.0945
2251.25,121.1652,94.5206,127.5246,99.9638
2251.5,122.0156,90.6316,132.3862,105.1976
2251.75,128.981,88.2886,137.2266,103.6883
2252,136.0188,86.8485,134.1993,68.5749
2252.25,143.1897,87.4788,139.3319,100.2288
2252.5,143.2762,88.9735,137.1569,93.788
2252.75,136.6861,92.5542,134.7659,79.0283
2253,125.4466,96.7246,137.6479,58.6347
2253.25,113.3071,103.0807,133.7564,62.9299
2253.5,114.3666,109.8112,135.4344,58.1758
2253.75,116.0664,116.9692,137.2524,54.0405
2254,119.3132,124.146,124.6012,84.9613
2254.25,122.2689,130.1479,137.9521,66.8335
2254.5,124.9885,136.086,133.1987,74.859
2254.75,126.7891,141.3951,128.1301,82.8479
2255,128.2639,146.0181,121.6635,88.7981
2255.25,128.265,146.7617,121.1654,86.77
2255.5,129.4706,145.7229,121.9884,89.3572
2255.75,133.1211,138.5254,123.0613,91.0767
2256,139.7827,129.973,115.6328,89.5942
2256.25,148.5425,118.2378,120.1252,86.9176
2256.5,153.22,107.6308,118.0543,85.9836
2256.75,156.5675,98.9224,115.9541,86.6527
2257,154.9424,93.3893,107.6172,95.2823
2257.25,153.9394,91.7862,115.4061,92.5168
2257.5,154.0081,90.5331,113.1209,95.4228
2257.75,152.8475,89.6017,110.73,95.9862
2258,150.9544,86.8324,99.8747,88.539
2258.25,151.1948,82.8129,104.4687,94.444
2258.5,152.2221,77.1395,102.2496,93.5648
2258.75,156.2638,70.6491,100.0749,91.1501
2259,156.6465,64.096,112.035,89.2817
2259.25,151.6433,57.5212,99.7653,89.5417
2259.5,145.0026,53.5073,103.87,90.3697
2259.75,137.5327,50.0647,108.1612,89.9234
2260,133.3996,48.9226,119.8428,89.2919
2260.25,129.4507,48.0598,115.8912,88.0109
2260.5,125.0825,49.3678,117.1792,87.4439
2260.75,121.3298,50.7922,118.3626,88.1569
2261,118.3544,53.1697,131.446,90.4606
2261.25,121.6606,55.57,121.3345,90.8984
2261.5,127.6444,58.1481,123.947,90.4442
2261.75,136.0456,60.8073,126.6012,88.5582
2262,142.7881,63.8164,134.2549,96.496
2262.25,143.2876,66.5155,136.3685,93.9275
2262.5,144.2541,68.3436,137.4338,97.2195
2262.75,145.7285,69.8965,138.369,100.4745
2263,147.3062,70.9072,130.9973,82.3294
2263.25,148.9242,71.5441,129.9795,92.1264
2263.5,148.3873,71.645,130.3261,88.4714
2263.75,147.2267,71.719,130.8125,84.9931
2264,144.2664,71.7643,130.8168,86.0765
2264.25,140.8192,72.0601,131.1734,81.5795
2264.5,136.9157,72.5534,130.7569,85.3827
2264.75,134.7307,74.3936,130.3246,87.1635
2265,133.0895,77.0141,133.4195,83.3056
2265.25,132.7369,82.1753,131.3322,86.0581
2265.5,130.7692,88.3878,131.6305,86.9824
2265.75,124.9287,95.1298,131.9238,85.7324
2266,115.652,102.0199,137.5898,85.576
2266.25,103.6044,106.8782,134.9412,85.5402
2266.5,95.5705,111.3935,137.0944,89.1946
2266.75,88.9737,112.2876,139.2601,87.7194
2267,88.9719,112.9064,133.61,94.7521
2267.25,90.5606,113.0992,135.8494,88.8831
2267.5,95.3558,113.3212,134.7494,92.0414
2267.75,101.4766,113.8874,133.66,94.1462
2268,108.5153,114.4329,129.9276,86.9551
2268.25,110.2298,114.8639,133.5755,90.5345
2268.5,111.0722,114.8349,132.0104,87.3848
2268.75,112.452,113.2339,130.4251,86.1778
2269,114.338,110.7649,128.0739,85.0012
2269.25,117.0904,106.2753,129.4427,89.9487
2269.5,120.3091,101.7742,128.89,89.2602
2269.75,123.8038,97.2537,128.3365,86.0132
2270,132.3239,93.4978,129.9378,90.4381
2270.25,142.125,90.6809,127.8137,84.9125
2270.5,155.6675,88.5425,128.7213,86.7271
2270.75,166.0686,87.0232,129.6365,88.9445
2271,171.8753,85.1758,122.3162,95.6546
2271.25,173.5474,83.1072,130.237,91.8506
2271.5,173.1404,81.8562,127.6155,92.6863
2271.75,170.4853,81.0059,124.981,93.7182
2272,167.1552,81.6749,118.9758,90.9205
2272.25,161.6433,82.8629,119.647,96.0337
2272.5,152.8892,84.877,118.9404,92.707
2272.75,140.0642,87.0731,118.235,90.8041
2273.25,122.0556,92.1686,119.713,91.1415
2273.5,125.4191,95.397,117.5332,91.455
2273.75,129.412,98.6638,115.3715,91.5036
2274,133.9913,102.3081,113.7916,87.813
2274.25,135.1942,105.818,115.5804,93.0651
2274.5,132.7483,108.3051,114.8754,95.2525
2274.75,127.4293,110.6402,114.1729,91.8845
2275,121.0957,112.3288,120.8276,83.8791
2275.25,116.7696,114.0058,113.4447,85.1295
2275.5,113.0752,115.6507,116.5892,82.8029
2275.75,111.202,116.9679,119.7107,82.9746
2276,109.7322,117.6452,119.6168,91.0659
2276.25,108.638,117.9274,121.9313,87.1022
2276.5,106.7664,117.6474,122.0299,89.2778
2276.75,104.6426,117.441,122.0908,89.5786
2277,101.7431,117.3122,116.97,85.4249
2277.25,99.724,116.7864,117.139,93.8558
2277.5,99.8003,115.9499,114.4313,91.8998
2277.75,100.1762,114.9005,111.8634,86.7121
2278,100.7922,113.7287,125.0189,86.9897
2278.25,101.8901,111.4068,122.0349,85.7065
2278.5,103.0947,108.6134,125.0018,85.2358
2278.75,104.2592,106.5064,127.8462,84.6124
2279,104.8851,104.5892,123.9984,84.7212
2279.25,104.4327,104.2654,122.2576,89.0964
2279.5,102.207,104.2064,122.3297,85.2999
2279.75,98.7611,106.4641,122.4381,82.604
2280,95.7771,108.8895,132.5974,85.1621
2280.25,93.1291,110.9305,125.5896,85.9325
2280.5,92.5286,112.7956,128.3398,85.0732
2280.75,92.2808,112.6369,131.0566,84.7508
2281,92.6327,112.2257,138.2781,91.1081
2281.25,92.792,110.4284,134.1107,84.4302
2281.5,92.8382,108.6202,134.7157,82.7275
2281.75,93.0777,106.7749,135.3913,85.7068
2282,93.4142,105.1122,146.0577,94.5434
2282.25,94.1688,103.8707,141.1408,93.625
2282.5,95.0565,102.7629,143.2861,95.3154
2282.75,96.1376,101.8766,145.3811,95.0423
2283,98.5875,101.5727,146.0102,93.7104
2283.25,101.721,101.9787,146.684,94.2814
2283.5,109.1851,103.3067,145.9579,94.0312
2283.75,116.4043,105.4694,145.2861,93.8585
2284,121.0347,107.5682,156.1386,90.2573
2284.25,122.7594,109.6242,146.8894,93.636
2284.5,120.8582,111.3634,151.5837,92.4175
2284.75,122.3617,112.9487,156.089,89.2386
2285,125.2955,113.5771,142.8089,98.5995
2285.25,135.1406,113.8819,155.9445,95.7022
2285.5,145.9511,113.7767,150.2373,97.184
2285.75,159.2162,113.5823,144.698,96.0781
2286,169.4445,112.6005,116.6801,105.1412
2286.25,176.411,111.5269,140.7784,102.5092
2286.5,178.2135,108.5301,135.7843,105.2213
2286.75,178.2152,105.4087,130.3793,107.7078
2287,177.8623,100.8772,89.7941,98.275
2287.25,177.3135,96.1616,103.2647,102.4962
2287.5,176.2071,90.0698,95.3752,101.4339
2287.75,174.5398,83.8283,87.9756,100.202
2288,172.3536,76.9578,95.7007,101.8742
2288.25,168.6234,70.4958,91.5395,96.4389
2288.5,164.4691,65.1599,91.9547,94.8005
2288.75,160.6859,60.7552,92.5186,96.288
2289,157.632,58.1552,123.9332,90.2119
2289.25,156.3016,56.6349,99.2245,101.3532
2289.5,155.2458,56.6394,108.5793,95.8536
2289.75,154.4086,57.4096,117.7532,92.5017
2290,154.4138,58.9809,127.0602,93.0925
2290.25,154.5767,60.6813,129.851,92.0113
2290.5,154.3431,62.4828,131.5574,94.915
2290.75,153.6769,64.4218,132.8144,94.1803
2291,152.1508,66.4409,107.8153,86.5345
2291.25,145.5473,69.0825,121.2693,93.0723
2291.5,135.4723,71.9861,114.9211,92.3954
2291.75,119.9971,75.7393,108.9067,87.754
2292,104.8556,79.7388,104.9943,98.4767
2292.25,99.6705,84.3234,106.7472,95.0366
2292.5,96.197,89.0141,106.0136,100.0404
2292.75,95.6147,93.4658,105.3081,99.3017
2293,94.9831,97.8962,97.7799,91.8325
2293.25,94.3226,100.671,104.6097,97.5642
2293.5,94.0123,103.3674,103.2606,95.7817
2293.75,93.9055,105.1271,101.7295,93.4546
2294,94.7101,106.7084,87.5384,79.6526
2294.25,95.8136,107.1152,93.9477,90.4668
2294.5,97.3488,107.249,91.6363,86.6212
2294.75,98.9,106.313,89.3608,82.3432
2295,100.4592,105.2767,92.6272,90.2431
2295.25,102.0519,103.976,86.0416,77.644
2295.5,103.9848,102.6688,88.5645,82.1882
2295.75,107.3852,101.3494,91.0176,86.5556
2296,111.3999,100.9237,94.8952,95.841
2296.25,116.1764,101.7457,94.0809,91.9442
2296.5,119.4941,103.0789,93.6954,89.5103
2296.75,122.2034,104.9471,93.4556,90.513
2297,123.4714,106.1559,99.4632,91.897
2297.25,125.3059,106.8467,96.3197,97.2314
2297.5,129.2795,105.5003,97.5745,95.5404
2297.75,134.1934,102.9645,98.7816,93.7437
2298,140.1109,99.6926,104.9414,97.4417
2298.25,142.3854,96.1093,100.2061,94.9756
2298.5,143.3972,93.5431,101.6127,99.3051
2298.75,144.3435,91.2738,103.0603,98.6204
2299,145.1775,90.1113,100.3169,100.4962
2299.25,145.7009,89.1513,106.6505,95.3404
2299.5,145.321,88.0993,106.577,94.1915
2299.75,144.1104,87.039,106.001,98.3477
2300,141.6353,86.7775,86.4812,98.278
2300.25,138.8996,86.5325,94.7959,97.228
2300.75,138.5948,86.2428,87.2921,96.8535
2301,139.9696,85.9889,88.9368,95.0608
2301.25,140.0262,85.5606,85.9301,99.9509
2301.5,139.0395,84.4436,87.8704,99.2325
2301.75,135.8293,83.555,89.564,97.0803
2302,132.1703,83.2732,87.6825,95.2232
2302.25,130.4031,83.2349,88.3949,93.0871
2302.5,129.1026,83.659,88.6414,92.5805
2302.75,128.9581,84.1057,88.7567,92.3095
2303,129.0229,84.5839,90.3559,92.7663
2303.25,129.2739,85.1151,86.6808,98.049
2303.5,129.8197,85.7021,86.3248,99.4658
2303.75,130.4891,86.428,86.4102,99.1869
2304,134.0484,87.2636,91.6127,96.5737
2304.25,137.8743,87.7329,93.7961,89.6275
2304.5,142.4836,87.9871,92.8905,93.0153
2304.75,144.0343,87.8837,92.0359,95.4003
2305,142.4692,87.6281,93.573,109.9499
2305.25,140.611,87.6918,91.2778,99.8059
2305.5,138.6482,87.8494,91.6767,104.5844
2305.75,139.3159,88.4592,92.1837,107.6526
2306,140.3339,89.1525,94.2643,104.3219
2306.25,142.3889,90.8014,94.7693,111.2404
2306.5,144.3967,92.5386,94.4164,112.291
2306.75,146.3495,95.2377,94.1195,108.596
2307,148.8408,97.9464,98.4811,96.2759
2307.25,151.5595,100.603,94.5857,95.7347
2307.5,151.6764,103.0403,96.2793,89.0838
2307.75,151.4287,104.0043,97.85,92.4285
2308,150.2534,104.4851,99.6452,93.9253
2308.25,147.2165,103.044,98.9523,101.4126
2308.5,141.6887,101.5177,98.2198,102.307
2308.75,132.1533,99.7637,97.7944,96.8047
2309,120.6376,98.0876,104.1019,79.8721
2309.25,110.5339,96.5604,101.4175,93.4964
2309.5,102.1793,94.6328,102.6165,88.6282
2309.75,102.7847,92.1403,103.7161,81.2106
2310,106.6605,89.2007,103.4009,81.8891
2310.25,115.568,85.7887,104.5162,80.5226
2310.5,126.0069,83.1846,105.1322,80.1993
2310.75,137.3243,81.2214,105.4181,79.7327
2311,145.4488,81.1037,103.1703,75.8408
2311.25,152.5361,82.0747,101.6401,83.1599
2311.5,155.2415,84.1802,101.6411,76.911
2311.75,156.9621,86.7711,101.8162,72.7719
2312,156.9325,88.3996,104.6147,91.0258
2312.25,154.9626,89.7434,104.294,78.9418
2312.5,151.7079,90.7701,103.8792,82.1038
2312.75,147.3218,91.7378,103.6465,86.0878
2313,143.2266,92.1208,121.0057,80.9772
2313.25,144.5466,92.449,106.0937,89.9769
2313.5,146.391,92.3227,110.9001,84.6133
2313.75,149.3177,92.1626,115.765,82.1681
2314,150.8982,91.5546,125.9012,85.9438
2314.25,151.4542,90.8824,125.5877,81.1584
2314.5,151.6019,89.7746,125.983,81.6458
2314.75,151.5954,88.8718,126.2729,83.8583
2315,150.5055,88.7905,110.8696,88.6437
2315.25,149.6068,88.7431,124.7117,83.7411
2315.5,149.1703,88.7865,118.4492,82.583
2315.75,149.3901,89.2119,112.795,86.441
2316,150.1824,90.3709,127.9638,89.489
2316.25,150.5573,91.6757,110.091,86.805
2316.5,150.7919,93.1871,116.2605,86.5362
2316.75,149.9064,94.7182,122.3503,88.5375
2317,148.9049,96.2703,127.1123,101.8836
2317.25,147.5709,97.0304,132.8722,89.4986
2317.5,147.2184,97.1593,133.6073,94.598
2317.75,147.8464,95.5811,133.3277,102.4948
2318,149.0179,92.9907,114.0358,102.1296
2318.25,150.3785,90.0604,121.2172,98.6377
2318.5,151.5819,86.9838,117.1748,101.6139
2318.75,152.901,85.5847,113.7731,105.424
2319,154.6282,84.6853,119.7409,106.4679
2319.25,155.875,86.3739,114.5516,99.6654
2319.5,156.5719,88.5488,116.499,103.3891
2319.75,156.2008,92.0376,118.3604,106.2771
2320,155.389,95.6514,118.9137,99.7885
2320.25,154.6954,98.8076,120.6783,106.5467
2320.5,153.8956,101.9209,119.1652,106.4218
2320.75,152.6198,104.4309,118.0236,104.2471
2321,151.2368,106.7566,113.5683,80.0768
2321.25,149.7134,107.8175,119.3692,95.6743
2321.5,149.9433,108.6905,117.4728,91.7981
2321.75,151.0207,108.8054,115.5613,86.2747
2322,146.0189,109.0146,116.0622,72.116
2322.25,139.883,109.4789,112.1509,76.9861
2322.5,130.6692,109.994,113.7805,74.5421
2322.75,124.8828,110.6076,115.2752,73.203
2323,124.2642,110.9539,113.6444,77.6841
2323.25,125.3606,110.9199,116.5032,73.7819
2323.5,127.4204,110.5537,115.1502,75.4405
2323.75,132.8188,109.8334,113.9656,77.0656
2324,138.8799,109.0547,109.6795,76.0867
2324.25,146.4715,108.2292,113.0975,75.9618
2324.5,152.1457,107.2561,111.4053,75.7086
2324.75,154.4832,106.1949,109.9492,77.4931
2325,153.1245,104.7354,109.63,81.552
2325.25,149.3674,103.1035,109.3343,71.9311
2325.5,145.449,100.7454,108.6133,72.765
2325.75,141.5164,98.1695,108.2475,76.2224
2326,137.7326,96.8873,113.2719,78.2591
2326.25,134.0234,95.8503,111.0415,87.4295
2326.5,130.4649,95.4996,112.5946,84.1563
2326.75,127.7549,95.2151,113.7917,79.8024
2327,125.6781,94.9863,110.8538,88.4067
2327.25,126.2354,94.7558,112.7627,77.6229
2327.5,127.4842,94.4781,112.3049,83.146
2327.75,130.267,94.2424,111.7675,87.5245
2328,132.7777,94.2988,108.4111,88.0962
2328.25,134.6453,94.4878,109.767,88.53
2328.5,135.968,95.2167,107.8696,87.3322
2328.75,136.8242,95.9134,106.6258,87.1635
2329,137.4737,96.5228,110.3368,87.2744
2329.25,138.0689,97.0777,110.0213,88.5217
2329.5,138.8367,97.5267,110.8279,88.611
2329.75,139.8688,97.8595,111.313,88.0662
2330,141.6401,98.0259,101.1301,84.3985
2330.25,142.8122,98.1942,108.9616,83.7494
2330.5,143.3972,98.3644,105.7903,79.6952
2330.75,142.5556,98.802,102.8795,82.0395
2331,141.2298,99.4548,98.8848,79.472
2331.25,139.2884,99.8029,99.676,83.2746
2331.5,137.83,99.9685,99.5268,82.0872
2331.75,138.0166,99.8618,99.3237,80.6338
2332,137.6168,99.6366,98.9378,85.7941
2332.25,136.5592,99.3548,98.8466,78.957
2332.5,134.4068,99.056,100.5441,80.0762
2332.75,131.8132,98.253,101.447,83.3705
2333,131.2808,97.3536,97.2122,84.6917
2333.25,131.2219,95.7068,96.6111,87.4973
2333.5,132.7021,93.9867,95.0607,87.6981
2333.75,134.4556,92.7006,94.3555,87.1439
2334,136.5607,91.6144,98.0909,84.1928
2334.25,137.6686,93.9281,99.5094,81.7158
2334.5,138.3051,96.5603,99.4703,83.9265
2334.75,140.9122,101.4259,99.2192,86.5964
2335,143.7175,106.1194,95.8698,87.8757
2335.25,146.6672,110.108,97.0702,82.5567
2335.5,148.6575,113.432,96.4908,85.6963
2335.75,149.2299,114.9362,96.0002,87.9985
2336,151.033,115.4954,96.8958,85.2879
2336.25,153.513,114.2107,95.9267,86.4848
2336.5,156.394,112.5383,96.7377,82.9796
2336.75,159.2048,110.3084,97.3043,82.5522
2337,161.1898,108.9296,101.6583,80.9351
2337.25,163.5548,108.4671,96.879,86.4352
2337.5,166.5677,108.8774,98.4118,86.5728
2337.75,168.2078,109.9936,99.9751,84.2161
2338,168.9751,111.0964,95.7499,85.8832
2338.25,168.6283,112.1911,102.5501,85.5167
2338.5,168.0343,111.3832,100.3664,91.509
2338.75,166.9138,109.7427,98.1401,88.7532
2339,165.8702,107.8553,96.413,77.307
2339.25,164.9788,105.8928,94.1052,85.1031
2339.5,156.3093,104.6688,95.3077,83.6581
2339.75,141.9492,103.5874,96.2855,79.5965
2340,124.2195,102.4958,102.9749,84.3558
2340.25,106.7454,101.4032,96.8193,78.769
2340.5,104.7752,98.7389,98.2718,80.3772
2340.75,103.449,96.098,100.0386,82.1723
2341,103.6104,94.4334,103.9884,79.2001
2341.25,107.7355,93.238,105.1434,86.8476
2341.5,115.1874,95.3678,104.4794,85.5504
2341.75,125.6978,97.8417,103.9634,82.4337
2342,136.828,101.7367,96.5831,71.9427
2342.25,140.0807,105.2122,103.6008,75.9361
2342.5,143.078,107.5321,101.7164,73.6754
2342.75,145.3788,108.6412,99.5882,71.5878
2343,145.9334,107.3752,88.8398,70.7581
2343.25,144.8094,105.3684,93.9635,72.5266
2343.5,138.5985,102.2911,92.7193,74.4227
2343.75,130.7047,99.0322,91.2238,74.7485
2344,115.4339,95.5768,83.9985,76.0881
2344.25,101.5169,92.9907,86.6718,69.7902
2344.5,92.1897,91.1109,85.2615,73.6504
2344.75,86.4847,90.9328,84.1355,75.7421
2345,84.7665,91.7841,83.1771,80.2679
2345.25,86.7061,93.4779,83.7995,77.5559
2345.5,90.0852,95.5423,83.3867,79.7071
2345.75,92.5821,97.5089,83.0875,80.2674
2346,94.5196,99.4455,85.3759,75.4704
2346.25,94.3793,100.7105,83.2937,81.1612
2346.5,94.7408,101.8448,83.5025,82.2022
2346.75,95.7349,102.4763,83.9825,78.7476
2347,97.1908,103.0572,93.1725,77.2514
2347.25,98.8601,102.89,86.7444,74.9448
2347.5,99.0876,102.6397,88.0292,74.8275
2347.75,99.2718,101.1335,89.7984,76.2214
2348,99.8205,99.5287,96.9089,73.8713
2348.25,100.8557,97.2174,95.8062,77.5458
2348.5,102.5957,94.5261,96.0065,76.1231
2348.75,104.8141,90.2535,96.3023,72.5945
2349,107.2903,85.1861,93.3095,81.6976
2349.25,108.3259,77.9154,97.3655,78.8119
2349.5,109.0697,70.7629,97.3365,81.0817
2349.75,109.0547,63.8436,96.5456,82.127
2350,109.4358,58.231,91.8453,82.8128
2350.25,110.4782,54.516,90.7554,80.9085
2350.5,111.6836,52.9884,90.3732,83.3408
2350.75,112.9906,53.8385,90.4244,85.8148
2351,114.2804,55.6267,92.5988,88.7727
2351.25,115.5445,58.1808,92.8422,80.7163
2351.5,116.6005,61.1334,92.5104,83.4228
2351.75,117.762,64.3284,92.3258,86.1156
2352,119.1273,68.1983,94.6614,104.3062
2352.25,120.4059,72.3671,93.3425,91.5301
2352.5,121.6223,75.2021,95.5387,94.4412
2352.75,122.3322,77.6264,96.6939,98.7237
2353,122.9772,76.6076,89.2007,85.7201
2353.25,124.2413,74.9126,92.5875,104.9453
2353.5,125.4373,70.7226,90.3877,102.7006
2353.75,126.4794,66.2773,88.8285,95.1034
2354,125.9284,62.2618,83.9223,71.429
2354.25,124.0661,58.3852,89.1775,81.2515
2354.5,120.0219,56.973,87.9712,77.53
2354.75,115.4037,55.7359,86.4356,74.4244
2355,110.9647,55.7677,82.4124,72.442
2355.25,106.9031,56.315,81.9202,69.3055
2355.5,103.8455,59.024,81.4246,68.1623
2355.75,102.5222,62.1964,81.3308,70.4394
2356,102.8342,66.6614,87.2328,79.2865
2356.25,103.0418,70.7767,83.799,73.914
2356.75,102.8364,76.0144,87.6499,77.8914
2357,102.3565,75.4857,84.5733,82.8725
2357.25,101.5606,73.9206,86.495,80.1078
2357.5,100.7416,71.2235,84.8402,80.9384
2357.75,99.8977,69.1429,83.8142,81.7729
2358,100.7664,67.5681,84.1735,91.1656
2358.25,102.2931,67.8735,85.0872,84.0302
2358.5,104.2413,69.3283,84.91,86.5939
2358.75,105.7373,71.9647,84.6531,89.202
2359,105.4243,75.1272,85.397,98.5928
2359.25,104.6734,78.2097,83.9273,93.1118
2359.5,103.3808,81.2675,84.329,94.9817
2359.75,102.321,82.8919,84.7864,96.8215
2360,101.3664,84.2324,91.4497,96.7344
2360.25,101.2305,83.0095,86.0271,98.6709
2360.5,101.4,81.5207,86.7105,96.4705
2360.75,102.7464,78.0199,88.109,95.9206
2361,104.3471,74.5038,96.717,94.6223
2361.25,106.3089,71.5974,94.3608,98.1755
2361.5,108.5007,68.9908,96.1131,99.9272
2361.75,110.8137,68.5814,97.2452,97.7914
2362,109.9073,68.4565,91.5402,94.2857
2362.25,108.757,69.534,95.812,96.9989
2362.5,108.4097,70.8074,93.906,99.7354
2362.75,108.0907,72.6308,92.3117,97.097
2363,107.8179,74.3984,83.7339,92.1732
2363.25,105.989,76.0548,90.1804,90.5226
2363.5,103.2102,77.6156,87.2787,88.3903
2363.75,101.9765,79.0363,84.8679,90.5592
2364,101.5507,79.9811,84.3333,92.5878
2364.25,105.96,80.4037,83.12,92.9413
2364.5,110.8242,80.4267,83.8495,93.0253
2364.75,116.5498,80.1203,84.3654,92.4713
2365,119.2333,79.4049,88.3175,100.8627
2365.25,119.7777,78.4382,84.8693,93.0838
2365.5,118.123,77.0202,86.852,94.7511
2365.75,116.1599,75.4,88.2826,96.7886
2366,116.1311,74.1292,79.0455,96.6131
2366.25,116.5132,72.9675,87.2706,105.202
2366.5,117.8021,72.9778,83.5078,103.9196
2366.75,119.1331,73.2224,80.4268,102.1183
2367,120.4981,73.948,78.9809,75.8789
2367.25,124.162,74.7242,78.1302,89.6002
2367.5,128.4758,74.032,78.3687,77.9336
2367.75,134.2899,73.2207,78.6375,71.9673
2368,139.1185,70.7378,78.968,63.7917
2368.25,141.3873,68.2131,79.6231,76.2753
