DEPTH,BONA0014,BONA0019,BONA0042,BONA0047,BONA0049,BONA0053,BONA0054
409.5,65.178,58.2179,54.3467,89.1356,105.3132,72.3326,97.706
409.75,65.883,59.5667,54.9196,85.266,102.094,72.6503,97.6664
410,75.366,60.8043,59.0796,80.9145,100.984,73.4972,96.9313
410.25,68.2335,62.2257,56.9842,76.6461,100.9289,74.3682,96.007
410.5,70.2688,62.7038,57.9303,72.7171,98.5825,75.7398,95.55
410.75,72.6756,63.1162,58.7124,68.9542,95.2737,77.097,95.8485
411,85.0007,51.2634,55.0213,65.7822,94.0668,78.1609,96.6764
411.25,78.0281,58.2879,59.337,63.0433,93.5913,79.1851,97.538
411.75,82.9654,53.1478,57.1228,60.6653,91.8612,79.6322,98.1214
411.97,81.32525,49.727,53.9546,60.70255,93.2224,79.57215,98.01475
412,79.6851,46.3062,50.7864,60.7398,94.5836,79.5121,97.9081
412.25,85.1273,49.4277,53.1929,60.8689,98.1199,79.4239,97.7044
412.5,83.8021,48.0158,51.9633,61.1335,100.6605,79.9461,97.8145
412.75,81.9454,46.633,51.1539,61.202,103.0319,80.487,98.4237
412.8,76.58095,48.06465,52.68065,61.0178,104.35435,80.9332,98.9535
413,71.2165,49.4963,54.2074,60.8336,105.6768,81.3794,99.4833
413.25,77.5698,46.0495,50.9243,60.4299,108.3547,82.245,100.7632
413.5,75.5644,46.8853,51.3208,59.9552,108.3308,82.6162,101.9916
413.75,73.4368,47.7911,52.6684,59.6439,108.1034,82.9235,102.9601
414,63.6818,56.3505,61.2794,59.63,107.7756,82.0691,103.5918
414.25,68.8879,51.2509,56.1966,60.0419,107.4336,81.151,103.9579
414.5,66.4776,53.1241,58.1218,61.1565,105.0143,79.0946,104.2368
414.75,64.802,55.0044,59.7626,62.1128,102.8098,77.0273,104.6307
415,64.6166,53.0833,63.3334,62.8313,105.4084,74.7689,105.3068
415.25,63.371,57.6658,62.5736,63.0042,108.1707,72.5866,106.4049
415.5,63.671,56.4226,63.3256,62.4313,112.8032,71.7207,108.0567
415.75,64.0965,55.0373,63.6011,61.9147,117.4381,70.947,110.3516
416,66.4162,47.342,60.1595,61.4683,122.091,71.7383,113.274
416.5,67.6202,49.6791,62.1845,59.1634,128.8874,73.2877,120.2704
416.75,67.6664,48.2882,61.4723,57.9158,130.251,73.963,123.9905
417,67.0079,48.7402,56.0788,56.8355,126.9491,73.2472,127.9301
417.25,66.0428,46.4176,58.8631,55.7543,123.0917,72.4987,132.2858
417.5,66.3278,46.5911,57.622,54.6723,117.3841,71.2227,137.0561
417.75,66.6529,46.8163,56.6506,53.4597,111.9561,70.0152,141.8341
418,70.1581,59.6798,57.9665,52.1337,107.2893,69.8996,145.8801
418.25,67.5317,50.7406,55.9947,51.3231,103.6441,69.8323,148.4759
418.5,68.1818,53.5549,56.268,50.9209,102.3136,70.5211,149.238
418.75,69.0779,56.4041,57.0354,50.2539,101.4477,71.1612,148.1739
419,72.4205,73.6267,63.442,49.3954,101.4683,71.0486,145.6055
419.25,71.2096,62.973,59.2143,48.2918,101.8096,70.8967,142.0608
419.5,72.2398,67.3231,60.5095,47.0269,102.6712,70.1459,138.143
419.71,72.41265,69.5187,61.256,46.42735,102.87525,69.79885,136.27135
419.75,72.5855,71.7143,62.0025,45.8278,103.0793,69.4518,134.3997
420.25,72.052,75.4479,64.7395,44.0224,102.8552,69.8518,128.6628
420.5,71.5319,76.0019,66.1471,43.656,103.1104,71.3955,126.6812
420.75,70.7252,76.5119,67.6904,44.1468,101.9311,72.9371,124.9523
421,64.2364,71.04,73.797,45.0584,99.2841,74.4493,123.1078
421.25,68.4267,74.2829,71.232,45.8462,97.1926,75.8619,120.8634
421.5,66.9565,72.5504,72.3792,46.5792,95.59,75.8454,118.1444
421.75,65.5666,70.7997,73.353,47.0481,94.3034,75.7536,115.0927
422,63.4753,73.0373,72.1566,47.4121,93.2556,74.5951,111.9346
422.25,63.6729,71.3373,74.1469,47.1123,91.4482,73.4432,108.8787
422.5,63.6779,72.6091,74.0351,46.5773,89.1493,72.3837,106.1154
422.75,63.6053,73.9069,73.5237,45.7902,86.8415,71.3784,103.8314
423,59.4729,66.0027,68.1616,44.9238,84.5289,71.1183,102.1937
423.25,62.8537,72.1144,70.7748,44.2468,81.9503,70.9007,101.3188
423.5,61.8686,70.3649,69.3776,43.6222,79.248,71.2603,101.2578
423.54,61.29835,69.4808,68.9947,43.25605,78.53475,71.4563,101.62755
423.75,60.7281,68.5967,68.6118,42.8899,77.8215,71.6523,101.9973
424,59.7013,61.3677,68.8707,42.1317,76.891,72.4782,103.4117
424.25,59.0321,63.3917,68.3415,41.8352,76.2894,73.3169,105.1696
424.5,59.1921,62.097,68.6412,41.6342,75.793,74.3259,106.7836
424.75,59.4212,60.8268,68.9896,41.4956,74.8938,75.3305,107.8551
425,60.8957,63.0043,58.9548,41.3678,73.8909,76.2794,108.195
425.25,60.0073,61.9388,66.7495,41.9617,74.1166,77.1845,107.8293
425.5,60.3323,62.1458,64.2933,42.6599,74.5887,77.5247,106.9596
425.75,60.6256,62.3475,61.2497,43.3427,74.2598,77.8029,105.7813
426,61.5718,66.6795,61.1022,44.0236,73.8116,77.2937,104.3478
426.25,61.0879,63.667,57.3041,44.2394,74.1303,76.7625,102.607
426.5,61.2229,64.7213,57.2602,44.4141,74.5267,75.9551,100.4446
426.75,61.3868,65.7798,57.8676,43.6392,74.2971,75.1685,97.8339
427,67.2496,66.578,75.3182,42.8053,74.0316,74.6398,94.9617
427.25,62.2303,67.5779,64.7155,41.3711,73.1664,74.1066,92.2399
427.5,63.2354,67.581,68.9411,39.9144,72.3418,73.5183,90.1758
427.75,64.9743,67.578,72.7705,39.1273,73.8859,72.8716,89.1791
428,75.1136,62.9395,75.4945,38.3514,75.2937,71.517,89.3978
428.25,69.603,65.573,76.9091,37.7923,74.5114,70.1561,90.6887
428.5,72.0134,64.107,77.1305,37.2455,73.9583,68.7194,92.7181
428.75,73.7934,62.638,76.5834,37.0787,75.5575,67.3585,95.0387
429,74.6857,64.5507,68.2508,36.9147,76.8395,66.8913,97.1576
429.25,75.5543,63.241,73.8914,36.7978,76.0674,66.501,98.7017
429.5,75.3542,63.8015,72.1274,36.6785,75.2859,67.0083,99.473
429.75,75.0558,64.3605,70.2253,36.5295,74.4586,67.5134,99.4018
430,72.4846,62.2273,60.2108,36.3948,74.1394,67.9941,98.5756
430.25,74.3128,64.7347,65.7765,36.3905,75.7421,68.4237,97.2876
430.5,73.9377,63.5901,63.432,36.3921,76.9358,68.2711,96.0228
430.75,73.3047,62.4515,61.4093,36.4365,76.8808,68.0853,95.2201
431,65.723,64.5304,62.5534,36.4936,78.2211,67.5245,95.0125
431.25,71.0034,62.0116,59.9702,36.6256,83.0739,66.9816,95.193
431.5,69.0431,62.7873,60.4309,36.6972,85.9816,66.6369,95.4054
431.75,67.3033,63.565,61.2901,36.4681,84.7926,66.3483,95.3094
432,61.074,67.0226,66.3135,36.2034,84.8205,66.6759,94.713
432.25,64.433,65.4965,63.9097,35.787,87.0159,67.068,93.6727
432.5,63.3529,66.5155,65.0164,35.3127,87.9889,68.1609,92.4188
432.75,62.2292,67.513,65.9924,34.6234,87.1066,69.2815,91.1813
433,64.6619,63.5635,67.345,33.9943,85.8526,70.6991,90.054
433.25,61.0723,66.5259,66.5922,33.562,84.1154,72.0891,89.0484
433.5,61.9025,65.6536,66.7878,33.2182,82.9791,73.1845,88.1999
433.75,63.1367,64.7752,67.0398,33.1295,82.5138,74.2141,87.5974
434,64.185,59.9976,69.5893,33.0624,81.5264,74.5503,87.3223
434.25,65.1575,62.3509,67.8706,33.0507,80.0374,74.8781,87.3916
434.5,64.9124,61.0907,68.4959,33.1897,80.8249,75.1192,87.787
434.75,64.5801,59.861,69.0483,33.6763,83.4927,75.4171,88.5093
435,67.3534,61.5146,72.1945,34.1015,82.3276,76.3005,89.5381
435.25,64.2762,60.1383,70.1346,34.3993,78.4467,77.2886,90.756
435.5,64.7163,60.4435,70.7246,34.657,76.4723,79.3434,91.9867
435.75,65.8032,60.7604,71.4786,34.8394,75.652,81.4445,93.0089
436,75.0323,62.8999,71.6648,34.9924,75.2271,84.0111,93.6172
436.25,69.3875,62.2634,72.8504,35.0951,75.0055,86.4809,93.7095
436.5,71.7679,62.8204,73.196,35.1488,76.854,87.9846,93.3549
436.75,73.5971,63.3478,73.3023,35.1266,79.5976,89.2953,92.7473
437,77.8228,61.8025,59.7822,35.0754,80.9692,88.7,92.0591
437.25,76.3508,62.4563,69.4142,34.9833,81.8481,87.9471,91.3395
437.5,77.586,62.1465,66.0147,34.8254,80.6194,85.6526,90.5616
437.85,75.52935,61.867,60.66945,34.4856,39.14915,81.90205,89.38855
438,73.0609,61.8884,58.7657,34.3883,78.2983,80.4947,89.016
438.25,77.0723,61.7609,57.5915,34.2498,78.1432,77.7751,88.3389
438.5,75.9121,61.7574,57.0621,34.1203,76.3245,75.9668,87.5822
438.75,74.5561,61.7588,57.3776,34.0006,74.2091,74.3594,86.591
439,69.2115,60.648,63.9117,34.2146,75.1973,74.657,85.2859
439.25,71.7323,62.0036,60.1008,34.7552,76.5995,75.0466,83.7468
439.5,70.5221,61.7618,61.4028,35.2647,77.2844,76.2991,82.262
439.75,69.7216,61.4953,62.6628,35.7465,77.9034,77.4544,81.1876
440,70.8884,57.7033,66.6016,36.0798,78.9145,77.706,80.7169
440.25,69.2371,59.8097,64.8017,36.2919,79.9464,77.9017,80.7886
440.5,69.6422,59.1726,65.6339,36.3986,79.8532,77.5826,81.1413
440.75,70.2083,58.5271,66.1917,36.4268,79.7561,77.342,81.5798
441,76.9177,53.8375,66.0957,36.0907,80.53,77.8177,82.1666
441.25,72.2221,56.8723,66.692,35.5075,81.2656,78.3102,83.1887
441.5,74.0173,55.8923,66.5944,34.9791,81.284,78.9545,85.0124
441.75,75.5575,54.908,66.3023,34.4848,81.2964,79.5223,87.8369
442,86.8807,50.0725,62.2172,33.7784,81.2446,79.4057,91.5011
442.06,82.9167,51.41625,64.07455,33.3658,81.15655,79.3867,93.47805
442.25,78.9527,52.76,65.9319,32.9532,81.0685,79.3677,95.455
442.5,81.4631,51.5518,65.0689,32.2603,79.9637,80.025,99.0204
442.75,84.1202,50.3904,64.0601,31.6347,79.2992,80.808,101.6268
443,81.8744,48.0516,55.5145,31.4527,81.0959,82.6948,102.9579
443.25,87.1478,49.7375,60.3284,31.4737,82.4829,84.494,102.9915
443.5,85.6626,49.1019,58.2471,31.9498,82.0702,85.5309,101.8817
444,76.6107,45.8131,54.6244,34.0251,81.0821,84.6994,97.0879
444.25,80.1769,47.6223,55.0437,35.7128,80.0716,82.9234,93.9495
444.5,78.6916,47.1459,55.0486,37.272,77.6891,79.6,90.7945
444.75,77.5358,46.6479,54.8721,38.7892,76.1682,76.2932,88.1228
445,72.0824,41.3673,49.1264,39.5776,76.7934,73.1273,86.4337
445.25,75.6267,44.9435,53.6391,40.1559,78.0619,70.1305,85.9403
445.5,74.6015,43.5472,52.5212,40.1829,80.6963,68.5498,86.5479
445.75,73.4026,42.1876,50.7994,40.0709,82.6917,67.1092,88.0324
446,67.3885,43.1081,44.96,39.6073,83.5203,66.8321,90.1454
446.25,70.7946,40.6474,47.6052,39.0671,83.8455,66.5755,92.5609
446.5,69.5294,41.3526,46.2976,39.1955,83.3752,66.4874,94.8072
446.75,68.4087,42.0796,45.2865,39.4477,81.4462,66.3487,96.3652
447,64.4371,46.3791,50.5624,40.2753,77.5127,65.797,96.8282
447.25,66.4716,44.1579,45.1014,41.1917,74.1314,65.254,96.0491
447.5,65.6265,45.4927,46.3947,42.5613,71.412,64.7813,94.2286
447.75,64.9672,46.7085,48.0338,43.9874,69.0173,64.3774,91.9165
448,61.7907,44.3438,59.9401,46.0581,66.9624,64.5249,89.8447
448.25,63.9513,46.0253,53.1708,48.1913,66.4879,64.7768,88.5868
448.5,63.4963,45.3617,55.9804,50.3501,67.4592,65.8573,88.3457
448.75,62.7458,44.7197,58.4123,52.5106,69.1863,67.0868,89.0517
449,61.9518,43.8587,60.8877,54.8153,71.5173,69.4904,90.5881
449.25,61.1045,43.9989,60.9001,57.1265,73.1039,71.9977,92.9106
449.5,60.6044,44.0229,61.2196,60.278,74.1723,75.3151,95.9439
449.75,60.9766,44.0313,61.1584,63.4417,74.8113,78.5792,99.4644
450,68.4323,42.6483,55.8248,67.845,75.1907,81.4304,103.1029
450.25,63.563,43.6716,59.8132,72.2342,76.0227,84.0875,106.3512
450.5,65.6133,43.3207,58.5627,76.3672,77.091,85.2545,108.6932
450.75,67.1871,42.9721,57.1496,80.4064,77.0191,86.2365,109.847
451,75.9749,46.7995,54.4004,82.5384,76.4364,85.8098,109.8551
451.22,73.00385,44.62165,54.6668,83.51395,75.58995,85.55065,54.92755
451.5,71.8781,43.5259,54.2393,84.3779,72.6281,84.0825,107.7244
451.75,73.8745,44.6965,53.9193,84.1911,70.8277,82.8984,106.3584
452,78.7127,49.3246,59.2837,83.4209,69.128,81.901,105.0536
452.25,77.4378,48.7482,55.6181,82.6914,68.5865,81.021,103.7577
452.5,78.4629,49.1116,57.0082,82.1965,68.3497,81.0125,102.3851
452.75,78.8177,49.4323,58.4736,81.7791,69.2202,81.0544,100.9216
453,67.3133,51.5534,57.169,81.7112,70.3251,81.4676,99.4711
453.25,77.1445,49.2498,59.9444,81.5739,71.6645,81.7714,98.2315
453.5,74.5741,49.496,59.5241,81.1838,73.0424,81.2767,97.4182
453.75,71.2139,49.8773,58.8289,80.7609,76.2627,80.6569,97.1866
454,62.0007,58.5201,54.016,80.2391,79.7044,79.1312,97.4952
454.25,64.506,53.2817,55.7351,79.929,81.4873,77.6748,98.0596
454.5,62.4456,55.4998,54.6446,80.1556,83.1384,76.7154,98.4884
454.75,61.7557,57.5913,54.1191,80.5895,84.7253,75.9601,98.4955
455,61.415,59.4828,56.1151,81.4706,86.3096,76.6599,98.032
455.25,61.9959,59.3847,54.1735,82.5195,83.3276,77.4844,97.3024
455.5,61.8209,59.6715,54.419,83.8797,80.3903,79.1907,96.6414
455.75,61.625,59.8877,55.169,85.0141,80.0595,80.8834,96.3596
456,66.6791,55.7741,68.0125,85.7864,79.731,82.4816,96.6357
456.25,62.1219,58.993,58.4803,86.0538,79.4396,84.071,97.4672
456.5,63.4521,57.7713,61.1746,85.6173,79.4285,85.5992,98.7118
456.75,64.9938,56.5924,64.7459,85.1479,82.0933,87.1276,100.1837
457,69.7159,56.8077,72.6783,84.6384,84.1962,88.6583,101.7743
457.25,68.3167,55.099,70.9038,84.1809,82.4874,90.13,103.5994
457.45,69.1193,55.35425,71.71055,83.97965,81.40935,90.6637,104.81555
457.5,69.9219,55.6095,72.5173,83.7784,80.3313,91.1974,106.0317
457.75,70.2509,56.1375,73.3585,83.1248,75.8637,92.154,109.535
458,67.0596,59.076,66.3631,82.2382,71.616,92.3571,114.3986
458.25,68.7124,57.4823,71.614,81.6754,68.2714,92.4585,120.5007
458.5,67.3922,58.193,69.8439,81.3747,65.5384,91.8737,127.2951
458.75,66.9346,58.8488,68.0673,81.2866,64.8586,91.238,133.9695
459,66.6227,59.6803,60.2376,81.3485,64.3705,90.2611,139.6632
459.25,67.11,59.3238,64.689,81.7814,64.4191,89.2634,143.6071
459.5,67.11,59.7297,63.0778,82.4417,64.3658,88.1279,145.1728
459.75,66.9277,60.0452,61.5939,83.3302,64.0712,86.9232,143.9177
460,61.4007,59.0459,60.188,84.3394,63.7255,85.262,139.6998
460.25,65.7616,59.3075,59.7191,84.4286,63.2763,83.5598,132.8771
460.5,64.5264,58.8756,59.6051,84.0991,63.0205,81.5894,124.4318
460.75,63.0459,58.5554,59.8697,83.8777,63.1025,79.787,115.8051
461,63.4488,59.9084,57.8252,83.6982,62.5058,79.0747,108.371
461.25,60.9764,59.5137,59.9847,83.4893,60.8822,78.5414,102.8503
461.5,61.3715,59.82,59.6477,83.2708,59.603,79.1621,99.1375
461.75,62.2486,60.0681,58.7758,82.7889,58.7775,79.7892,96.6283
462,66.9678,58.4285,56.2208,82.2364,58.7922,80.4565,94.729
462.25,64.6101,59.7364,56.7434,81.5363,59.7724,81.0403,93.1858
462.5,65.7452,59.4791,56.1346,80.8044,61.7053,81.0944,92.0742
462.75,66.4877,59.1607,55.9121,80.3068,64.5947,81.0266,91.5715
463,67.548,56.4752,66.1168,79.8487,66.275,80.1913,91.7264
463.25,67.214,57.6991,56.7304,79.9898,66.8942,79.2581,92.3585
463.5,67.304,56.9884,59.1127,80.2053,68.1561,77.7124,93.1984
463.75,67.418,56.3841,61.8303,80.4821,69.9104,76.2275,94.1448
464,65.071,55.9211,81.1225,80.7639,70.4263,75.1206,95.2899
464.25,67.4079,56.5748,70.3603,80.9212,70.1166,74.1037,96.6907
464.5,67.0878,56.7295,74.4758,81.0729,71.0494,73.6425,98.1824
464.75,66.2511,56.7499,78.1178,80.4836,72.7005,73.1356,99.3984
464.85,65.5897,53.9646,82.33725,80.19215,72.2004,72.74245,99.701
465,64.9283,51.1793,86.5567,79.9007,71.7003,72.3493,100.0036
465.25,64.6,54.9154,83.4571,79.8501,69.3786,71.493,99.9762
465.5,64.6,52.8074,85.3477,79.8647,66.7676,70.2115,99.6575
465.75,64.7233,51.0177,86.1139,80.9362,64.0331,69.0075,99.5528
466,65.8806,53.6415,75.2391,82.0998,61.9809,68.2722,100.0867
466.25,65.1273,51.4062,84.9767,84.1753,60.1751,67.7196,101.3612
466.5,65.3224,52.0262,83.0189,86.234,58.7423,68.2623,103.0624
466.75,65.5806,52.6936,79.1681,88.1761,57.4219,68.9196,104.6186
467,65.949,57.3383,65.0692,89.8428,57.8226,70.2586,105.4598
467.25,66.1656,54.6398,71.1296,90.0553,58.6479,71.4844,105.2014
467.5,66.4407,55.933,68.0758,89.8205,59.4418,72.0401,103.7372
467.75,66.324,57.0741,66.1775,87.7152,60.2295,72.448,101.2593
468,65.9399,56.5017,62.4494,85.3846,61.9289,71.9873,98.1991
468.25,65.5619,57.4737,64.3815,82.2856,63.7652,71.5069,95.1042
468.5,65.1668,56.8776,63.8652,79.3173,64.1295,70.9116,92.4778
468.75,65.3599,56.3891,63.3832,76.7204,64.3359,70.3476,90.7063
469,67.9589,54.612,61.6125,74.5982,62.8861,69.9644,90.0537
469.25,67.0873,56.4989,61.6252,73.6152,61.3244,69.5649,90.6348
469.5,68.6076,55.8603,61.3062,73.3311,59.7761,69.0717,92.3664
469.75,68.739,55.2256,61.2338,74.4799,58.2315,68.6141,94.9289
470,64.0228,56.1915,63.1331,76.1703,57.4919,68.3595,97.8059
470.25,66.8888,54.173,62.1354,78.8172,56.8127,68.2228,100.4526
470.5,65.6286,54.6685,62.7869,81.839,57.6686,68.7556,102.4626
470.75,64.7129,55.2371,63.0432,85.4345,58.5113,69.329,103.6318
471,62.4209,59.0247,57.4132,88.3677,59.1821,70.1319,103.9859
471.25,63.2632,57.1079,61.6086,90.4192,59.8056,70.8004,103.7344
471.5,62.458,57.8266,59.8834,91.7119,60.0257,70.7174,103.0936
471.75,62.2459,58.5117,58.5414,92.1235,59.986,70.5156,102.1582
472.25,62.7412,59.5377,57.0038,91.3339,56.9283,68.8258,99.2669
472.5,63.1563,60.0507,56.8631,90.6667,56.6943,68.185,97.2111
472.75,63.6289,60.53,57.1179,89.9985,56.222,67.5935,94.8407
473,65.7688,59.3716,49.7059,90.2211,54.8325,67.2724,92.374
473.25,64.5612,61.0768,57.0926,91.1331,53.4385,66.9794,90.0876
473.5,64.9262,60.9397,55.2511,92.0914,52.0303,66.8398,88.2365
473.75,65.3337,60.6138,52.8388,93.0808,50.1397,66.7586,86.9909
474,67.4841,56.1859,45.5864,94.1038,46.9683,66.9937,86.3897
474.25,66.2645,58.0817,46.7076,95.1464,44.8981,67.3129,86.3374
474.5,66.7996,56.5633,45.3163,95.8895,45.3107,68.0847,86.6456
474.75,67.189,55.4402,44.5934,96.4817,46.1229,68.8229,87.1082
475,67.3971,61.0903,53.7426,96.951,47.7072,69.3811,87.5566
475.25,67.7215,57.1142,47.2302,97.3673,49.1812,69.8329,87.9065
475.5,67.9215,58.8939,49.6518,97.3454,50.471,69.7183,88.1765
475.75,67.7722,60.4672,51.7824,97.1633,51.6134,69.5285,88.4519
476,63.6151,60.2808,56.7834,96.097,52.5422,68.9407,88.8418
476.25,65.9643,61.5271,54.8871,94.7606,53.2886,68.4139,89.4399
476.5,63.849,61.1172,55.8351,93.5552,53.8045,68.2074,90.2424
476.75,63.245,60.7047,56.3665,92.3827,57.6337,68.1231,91.1053
477,61.9207,59.753,54.4113,92.031,65.1152,68.6774,91.8294
477.25,63.6018,59.9247,56.6261,91.8433,73.1222,69.2817,92.2251
477.5,63.3418,59.8686,56.2371,92.4096,81.6355,70.1455,92.1085
477.65,63.0413,59.8403,55.8088,92.75045,40.81775,70.5249,91.72615
478,60.4173,58.6746,50.8085,93.5285,98.3435,71.1214,89.9615
478.25,61.1736,59.6904,53.3323,93.9388,101.9193,71.1713,88.1891
478.5,60.4735,59.6128,52.3739,93.8258,102.0223,70.365,86.3097
478.75,60.2823,59.4103,51.4719,93.6761,99.3226,69.5433,84.5044
479,60.21,59.6381,53.1736,92.9351,94.8337,68.6434,82.8007
479.17,60.30035,58.85935,51.69515,92.55475,47.41685,68.23555,81.9643
479.5,60.2607,58.0836,50.5795,91.2989,86.7893,67.438,79.3695
479.75,60.21,58.3379,51.2633,90.4221,83.3925,67.0929,77.4013
480,61.3543,58.2752,61.6599,89.5096,80.2452,66.9719,75.2176
480.25,60.3626,60.6143,55.1607,88.6381,78.823,66.8255,73.0679
480.5,60.6126,60.2579,57.2716,88.3172,78.1007,66.5524,71.399
480.75,60.9543,59.6921,59.4421,88.0826,78.1472,66.2833,70.6246
481,60.9498,52.4026,65.1444,88.5995,78.4566,66.0348,70.9416
481.25,61.6047,56.9169,63.31,89.2315,78.8868,65.822,72.263
481.5,61.7597,55.7933,64.7535,90.5901,79.3512,65.7865,74.258
481.75,61.4899,54.4781,65.0229,91.8531,79.2287,65.7838,76.5097
482,56.6858,45.5774,65.9743,92.6503,78.9707,65.9424,78.7092
482.25,60.0795,50.1843,64.9449,93.1761,78.4945,66.0787,80.7858
482.5,58.9993,47.4061,64.849,92.6442,77.9786,66.1062,82.863
482.75,57.861,45.2626,65.0501,91.9969,76.9633,66.0541,85.0418
483,55.518,46.8455,74.2017,90.9807,75.8797,65.6159,87.2675
483.25,55.78,45.9857,67.8424,90.2532,76.8229,65.1697,89.3966
483.5,55.0449,46.7519,70.1284,90.2999,77.9579,64.6845,91.2931
483.75,55.0479,47.2694,72.6826,90.7157,78.1385,64.2666,92.883
484,57.9993,42.6011,68.5194,91.971,78.2658,64.1716,94.2326
484.25,56.0585,46.3117,75.4358,93.318,80.8493,64.1145,95.5376
484.5,56.6436,45.3668,73.9346,94.844,83.4253,64.2386,96.9381
484.75,57.2992,44.2682,72.0589,96.3629,82.2387,64.3431,98.3565
485,59.9621,38.673,58.7064,97.8699,81.1181,64.3551,99.5266
485.25,58.8559,41.077,65.1955,98.7511,81.3005,64.3602,100.144
485.5,59.811,40.0755,62.3525,98.7187,81.2335,64.3327,100.0423
485.75,60.0971,39.1809,60.1756,98.2672,78.3716,64.2825,99.2744
486,54.7187,38.9838,55.5321,97.2828,75.7988,64.1259,98.0744
486.25,59.1762,38.2631,57.6572,96.0379,75.4376,63.9882,96.7522
486.5,57.981,38.204,56.8242,94.5038,75.2227,63.9381,95.5467
486.75,56.454,38.3072,56.1583,93.2791,75.8417,64.0688,94.5023
487,53.3047,41.7064,58.7937,92.3542,76.7483,65.0362,93.5342
487.25,54.1238,39.6117,55.5436,92.2524,78.9395,66.2846,92.6427
487.5,54.2438,40.0692,55.813,92.848,81.3154,68.8277,91.9915
487.75,53.9148,40.6589,57.2137,94.2945,84.3595,71.5206,91.767
488,50.4325,47.2407,65.0801,96.3697,86.3576,74.8995,92.056
488.25,52.4947,42.746,60.6914,98.8018,85.2225,78.1451,92.7565
488.5,51.5595,43.7585,62.427,101.4634,84.1899,80.7837,93.5347
488.75,50.9076,45.0416,64.0223,103.7636,83.416,83.1479,93.9224
489,50.4351,55.9011,63.9119,105.8627,82.1513,84.2699,93.6005
489.25,50.2746,49.511,65.9196,107.2032,79.8325,85.2049,92.6307
489.5,50.3146,52.0194,65.5176,108.1803,77.7846,85.298,91.4538
489.75,50.3701,54.3141,64.9284,108.5558,76.2368,85.289,90.6663
490,49.1013,59.5335,64.4525,108.6855,75.9603,84.8233,90.7093
490.25,50.238,57.3415,63.0848,108.2035,77.7145,84.324,91.6581
490.36,50.058,57.82145,62.97655,107.85705,79.5307,83.99965,92.42165
490.5,49.878,58.3014,62.8683,107.5106,81.3469,83.6753,93.1852
490.75,49.4963,59.1301,63.2403,106.4981,87.5869,83.147,94.6649
491,48.8968,60.4086,72.9191,105.394,93.3149,83.1525,95.4637
491.25,49.1382,59.8515,66.165,104.4978,98.4229,83.2818,95.2164
491.5,49.4433,59.8955,68.2293,103.6501,102.0012,83.9561,93.9259
491.75,49.3068,60.0217,70.5364,103.753,103.9619,84.5148,91.9441
492,48.1746,61.9423,79.5466,104.0308,103.3446,84.5673,89.8526
492.25,48.1654,60.8766,75.3408,104.6162,100.3452,84.47,88.2254
492.5,47.2353,61.5998,77.6228,105.2441,99.5766,83.7202,87.3728
492.75,47.3745,62.1069,78.7841,104.7106,100.6081,83.0439,87.2633
493,53.6005,58.0318,76.1487,104.0653,101.0946,82.6863,87.6162
493.5,52.7288,60.5005,78.6222,101.8867,101.9458,82.9227,88.2709
493.75,53.6805,59.3726,77.3678,100.7876,103.0878,83.4507,87.9952
494,53.8954,59.0802,70.8748,99.7046,103.0774,84.3421,87.1078
494.25,53.5329,57.1777,74.9497,99.8198,102.4585,85.3267,85.5482
494.5,53.4728,57.7908,73.8376,99.922,101.4488,86.7088,83.376
494.62,53.54655,58.1037,73.2915,99.84135,100.85545,43.3544,82.09395
495,52.669,60.0636,65.9104,99.4694,98.1816,89.5468,78.2062
495.25,54.062,59.5718,69.0436,97.6959,95.7566,90.9661,75.9853
495.5,54.162,59.5553,67.4599,95.8023,95.2417,92.2806,74.5356
495.75,53.6141,59.6487,66.2858,92.9796,95.345,93.7796,74.0261
496,51.4756,62.1684,66.1103,90.2365,95.5704,96.0521,74.3721
496.25,51.6742,60.5662,65.7102,87.9513,95.8283,98.4994,75.3027
496.5,50.649,61.3224,65.6757,86.0318,95.5768,101.6757,76.4464
496.71,50.68725,61.632,65.7612,85.89485,95.39625,103.1899,38.2232
497,54.4991,61.091,62.0143,85.6666,95.2964,107.1191,77.8323
497.25,52.3965,62.2249,65.9759,86.2401,95.4511,109.2937,77.6352
497.5,53.4216,61.7985,65.7179,87.0187,94.5495,110.4762,76.893
497.75,54.074,61.4023,63.978,88.415,93.5176,111.5326,75.9307
498.25,54.1534,60.8353,59.2332,90.9781,93.3396,112.5413,74.7091
498.5,53.3383,60.7342,56.2115,92.2485,89.7309,112.7309,74.6771
498.75,53.543,60.7313,52.8139,93.6333,85.9645,112.8388,74.7989
499,51.5392,62.7856,54.1616,95.4128,83.1698,112.6152,74.695
499.25,54.344,61.2946,49.208,97.9244,80.4214,112.2967,74.0864
499.5,53.8039,61.666,49.798,100.5357,79.1452,111.5949,72.9715
499.75,52.8094,62.1175,51.0716,103.3072,78.0103,110.8223,71.6655
500,45.0849,62.0552,65.7271,106.348,79.1453,109.7648,70.6343
500.25,50.0916,63.3516,57.4316,109.7642,80.3518,108.9179,70.2235
500.5,48.5363,63.6444,60.8281,113.1664,82.2608,108.9124,70.4453
500.75,46.8502,63.4696,63.8266,116.5517,83.9341,109.17,71.0429
501,49.8767,59.2413,70.1248,119.4152,83.972,110.4741,71.661
