DEPTH,BONA0014,BONA0019,BONA0042,BONA0047,BONA0049,BONA0053,BONA0054
91,36.9632,62.2479,45.0016,106.7638,61.4469,75.2455,79.5864
91.25,39.5397,64.951,46.2037,104.9323,62.8602,73.082,76.9166
91.5,38.6096,66.2742,45.1708,102.8769,65.2601,70.7487,74.7066
91.75,37.7483,64.3325,44.6655,100.4736,66.7623,68.0421,72.9803
92,37.7779,52.6602,45.2641,98.2756,66.1631,65.7976,71.5884
92.25,36.6139,59.1701,45.3394,96.3963,65.564,64.4925,70.3719
92.5,36.7489,56.2354,45.6783,95.0526,64.9647,63.6829,69.3342
92.75,37.1279,54.2857,45.5329,94.5382,65.0026,63.8064,68.6125
93,39.2973,55.2079,43.2808,93.6236,65.7453,64.0702,68.3212
93.25,38.4635,53.2391,44.6103,92.0905,67.0533,64.579,68.3946
93.5,39.1885,53.8348,44.0081,90.2294,68.8011,65.022,68.5729
93.75,39.4823,54.5443,43.5877,87.8624,69.2177,65.3578,68.6349
94,36.7945,56.8323,41.0671,85.7207,68.918,65.6074,68.4021
94.25,38.7924,55.5672,43.1245,83.9258,66.7049,65.7264,67.7742
94.5,37.9324,55.9427,42.6832,82.2825,63.8119,65.7885,66.8619
94.75,37.2596,56.426,42.0808,80.872,62.4416,65.7703,66.0286
95,38.1484,55.2532,36.8336,80.076,61.393,65.9043,65.5002
95.25,36.6022,56.7367,39.9624,80.2215,61.074,66.2381,65.1999
95.5,36.7122,56.5658,38.5716,80.4005,60.8245,66.7428,64.9392
95.75,37.2134,55.9089,37.3997,80.6311,62.374,67.4569,64.5976
96,50.5732,53.172,38.4156,80.9325,63.8157,67.9866,64.1704
96.25,39.9752,54.6059,36.6811,81.3421,64.1652,68.3054,63.6624
96.5,42.7903,53.9864,36.9871,82.1297,64.4531,68.4371,63.0566
96.75,46.298,53.5437,37.6245,83.4925,64.4531,68.369,62.3377
97,64.4794,53.8859,40.2553,84.7004,64.3344,68.3888,61.442
97.22,59.64965,53.56525,39.72705,85.1867,64.10975,68.4425,60.9076
97.25,54.8199,53.2446,39.1988,85.673,63.8851,68.4962,60.3732
97.5,59.0351,53.3448,39.9228,86.4133,63.8924,68.7931,59.3065
97.75,62.2893,53.6165,40.1288,86.8014,64.7412,69.2667,58.4425
98,63.6351,54.4501,44.0214,86.7377,65.2389,69.7839,57.8393
98.25,65.5398,54.1416,40.2044,85.9906,65.2889,70.3391,57.4189
98.5,65.3498,54.3697,40.7401,85.1172,65.5758,70.8841,57.0601
98.75,64.7302,54.4313,41.8199,84.0532,66.0751,71.4207,56.7052
99,58.558,52.7752,60.9822,83.1345,65.7761,71.829,56.3348
99.25,62.4166,54.213,46.6426,82.4344,64.9771,72.1402,55.9279
99.5,61.0616,53.9287,51.071,81.8605,65.3008,72.3207,55.4895
99.75,59.773,53.3649,55.7246,81.4763,66.0998,72.409,55.063
100.25,57.4094,52.0338,65.6118,82.0508,68.1445,73.3429,54.3292
100.5,56.3344,51.4253,69.0968,82.6927,68.4478,74.2333,54.2493
100.75,55.4398,51.5914,71.301,83.435,68.6476,75.3257,54.7441
101,52.1977,58.5244,65.0087,84.3837,69.4741,76.1699,56.026
101.25,54.1472,53.3949,71.7797,85.6403,70.2256,76.8729,58.0848
101.5,53.6572,54.9092,70.4738,86.9824,69.2519,77.1902,60.6183
101.75,53.0127,56.8028,67.7527,88.4519,68.6676,77.3037,63.0953
102,51.4889,58.6687,55.9704,89.4252,70.4528,77.4361,64.9464
102.25,51.5086,59.2729,62.2841,89.6608,72.0008,77.5778,65.8228
102.5,50.9586,59.8241,59.8463,89.673,72.7498,77.9692,65.7914
102.75,50.9338,59.2703,57.8408,89.3536,73.48,78.4735,65.3484
103,55.8891,57.016,49.8557,88.7734,74.1696,79.0205,65.0879
103.25,52.3482,57.8022,54.1871,87.8071,73.3795,79.5853,65.3385
103.5,53.5432,57.0695,52.734,87.255,70.4084,79.8171,66.0594
103.75,54.724,57.0725,51.3519,87.3149,67.9655,79.921,66.9798
104,56.4796,55.045,50.3331,87.8694,66.0681,79.7152,67.7253
104.25,56.7426,56.6358,48.6179,89.1531,66.1008,79.4006,68.0446
104.5,57.2526,56.2106,48.2248,90.0596,67.5332,79.5713,67.9741
104.75,57.1846,55.5432,48.7206,90.4111,70.0341,79.8981,67.7972
105,55.2319,56.6759,54.5893,90.3976,73.0676,80.932,67.9588
105.25,55.8554,55.4513,51.7572,89.8482,75.5591,82.1725,68.7431
105.5,55.3204,55.859,53.081,89.1253,77.8748,83.2237,70.1607
105.75,55.1019,56.2748,53.9053,88.1481,80.1168,84.2247,72.0478
106,54.71,58.1687,54.1935,87.2803,82.3451,84.5959,74.1409
106.25,55.2334,57.0001,54.4787,86.5723,84.9623,84.8173,76.1723
106.5,55.0934,57.3408,54.3114,86.2273,87.5837,84.9388,78.0453
106.75,54.92,57.7676,53.997,86.4118,88.8569,85.0392,79.8776
107,54.4333,58.2549,56.0405,86.4732,89.8718,85.5752,81.7862
107.25,54.6095,58.4379,54.9266,86.3553,88.7047,86.193,83.7604
107.5,54.6295,58.6311,55.3361,86.061,87.3419,87.2042,85.7595
107.75,54.5733,58.4365,55.6046,85.5104,85.1638,88.2799,87.7545
108,56.9429,57.7497,56.8598,85.199,83.1804,89.0149,89.7141
108.25,54.5338,58.1394,56.4795,85.234,81.6949,89.7017,91.6049
108.5,54.8989,58.0304,56.8072,85.1816,80.6597,89.6935,93.4174
108.75,55.6879,57.9549,56.9877,85.0028,80.3944,89.6022,95.185
109,58.3498,50.6018,50.4474,84.9935,80.9259,89.8204,96.8529
109.25,57.9264,56.8997,56.2174,85.2289,82.4052,90.069,98.3378
109.5,58.6114,55.7149,55.1226,85.9983,82.7036,91.7989,99.5981
109.75,58.7699,52.8791,52.9698,87.5369,82.0139,93.6447,100.6738
110,56.3745,53.1629,47.1084,89.093,83.214,95.8911,101.5404
110.25,57.8559,51.0541,48.2972,90.6741,85.514,98.1609,101.9619
110.5,57.2809,51.5652,46.4904,91.8161,87.5377,98.8935,101.7462
110.75,56.7845,52.3611,46.3983,92.3281,89.4539,99.5647,101.0562
111,54.3611,54.6375,60.7603,92.1502,92.8216,99.272,100.3894
111.25,55.9001,53.9924,49.1981,90.9849,96.5354,98.9583,100.3261
111.5,55.3551,54.6678,52.2646,89.8369,97.8575,99.4004,101.226
111.75,54.8411,54.6087,56.0483,88.7136,98.8997,99.8499,102.9116
112,53.6248,56.7881,90.5572,88.4056,97.4267,100.619,104.6668
112.25,53.9908,55.0813,65.726,89.2597,96.0134,101.3586,105.698
112.5,53.7407,55.5696,74.213,90.7035,95.9603,101.1442,105.4995
112.75,53.6148,56.2666,82.6069,92.9862,95.2209,100.8921,104.0553
113,55.567,55.1208,90.5927,95.1566,90.8333,99.8729,101.8504
113.25,53.8137,56.4955,95.7179,97.1676,87.5459,98.8715,99.5014
113.5,54.1987,56.1582,96.8993,98.6254,87.6301,98.1307,97.5204
113.75,54.777,55.6159,94.7594,99.2998,87.2967,97.4347,96.2696
114,58.0721,53.9394,67.8083,99.6582,86.1295,97.2466,95.9403
114.25,56.2783,54.8411,83.7594,99.57,86.3381,97.0568,96.4545
114.5,56.9033,54.5552,76.4825,99.4498,88.4352,96.8516,97.5885
114.75,57.5021,54.241,71.7524,99.2845,89.6536,96.5173,99.0104
115,61.8489,52.2119,62.2524,99.1582,90.0251,95.1935,100.2252
115.25,58.8284,53.6942,66.2512,99.0869,89.6997,93.7831,100.6707
115.5,59.7884,53.3817,64.7731,98.8976,88.9038,91.8052,99.7351
115.75,60.7938,52.7688,63.389,98.5424,89.3093,89.8574,96.9866
116,65.643,52.6531,61.2385,98.5249,90.2685,88.0807,92.534
116.25,62.8251,51.9022,61.2402,98.9804,90.0543,86.3353,87.0747
116.5,63.7151,51.7331,60.9968,99.6695,89.4738,84.7462,81.5641
116.75,64.6529,52.1804,60.9029,100.6851,88.8049,83.1402,76.7941
117,67.3132,50.9694,62.8005,101.2991,88.1191,81.4588,73.1766
117.25,66.6067,53.2364,61.619,101.3526,87.8202,79.8659,70.6457
117.5,67.5418,53.4448,62.1087,100.751,87.5563,78.6248,68.8764
117.75,67.7982,52.0354,62.5024,99.2372,89.4445,77.5961,67.532
118,62.8454,53.8338,62.2942,97.2785,91.485,77.3303,66.366
118.25,66.4626,51.3726,63.0503,94.703,95.3373,77.3746,65.2607
118.5,65.2125,51.887,63.2803,92.648,98.5687,78.4286,64.2002
118.75,64.0055,52.8731,62.8553,91.3119,98.2707,79.7311,63.295
119,54.397,56.8962,58.2763,90.611,97.8606,81.7716,62.8144
119.25,61.2909,54.6873,61.1993,90.784,97.069,83.8439,63.0662
119.5,59.3059,55.5173,60.1079,91.0947,96.0685,86.0028,64.1499
119.75,57.0171,56.2493,59.0231,91.5939,94.5909,88.193,65.9274
120,52.5306,57.7462,57.7349,91.9152,92.8239,90.4614,68.1028
120.25,52.5517,57.1903,57.8112,91.9939,90.5889,92.8437,70.4052
120.5,51.5517,57.4548,57.8604,91.8628,88.7705,95.4878,72.8083
120.75,51.5155,57.5969,58.077,91.4468,87.4419,97.922,75.5167
121,53.4659,57.7496,57.9561,90.9581,86.6,99.911,78.6984
121.25,53.3375,57.9254,57.4496,90.371,86.1777,101.313,82.2765
121.5,53.9175,58.0342,57.54,89.8348,88.1518,101.5622,85.9844
121.75,53.9759,57.8586,57.6954,89.3674,91.6286,101.4459,89.4676
122,52.454,58.8845,55.092,89.3581,94.5316,100.6643,92.5504
122.25,52.9224,57.9082,57.8983,89.9635,97.1796,100.1155,95.3883
122.5,52.3424,58.1127,57.6192,90.8098,97.2616,99.9607,98.255
122.75,52.174,58.5005,56.4658,91.9779,96.5757,100.1006,101.3145
123,56.0355,59.8922,52.2271,92.7462,96.2079,100.7042,104.3766
123.25,53.0525,59.2537,53.4447,92.982,95.8974,100.8862,106.9432
123.5,53.9975,59.5844,52.0307,93.0561,93.9709,100.4505,108.478
123.75,54.9904,59.7641,51.546,92.9159,91.9192,99.2543,108.6417
124,59.2894,57.8705,68.4895,92.7104,92.8164,97.0197,107.3179
124.25,57.0925,59.8196,54.6439,92.4185,93.6628,94.4454,104.6088
124.5,58.1625,59.5947,58.7261,92.581,93.9235,91.4382,100.8393
124.75,58.9044,58.7797,63.9056,93.3413,94.1681,88.6229,96.4363
125,55.9977,54.2254,73.5742,94.4179,94.3264,86.0359,91.708
125.25,58.9989,56.5997,72.9141,95.9089,94.7449,84.2665,86.8768
125.5,57.9739,55.442,74.4138,96.8034,96.0114,83.4046,82.1933
125.75,56.9728,54.715,75.2585,96.9196,97.0532,83.8907,77.9551
126,53.4719,56.5018,64.5956,96.639,97.5995,85.7738,74.5213
126.25,55.212,54.6342,71.3953,95.8428,98.3647,88.359,72.2476
126.5,54.632,55.1069,68.4949,95.1762,99.4729,91.6239,71.2929
126.75,54.052,55.8198,66.3132,94.6775,99.0988,94.5058,71.5717
127,55.5368,56.9623,65.9736,94.2924,97.0345,97.0414,72.8112
127.25,53.4217,57.0681,64.0737,94.0538,97.7821,98.8302,74.5503
127.5,53.9467,57.461,63.847,93.6308,100.8801,99.9886,76.4371
127.75,54.6468,57.2119,64.8798,92.9709,103.8623,100.396,78.3534
128,54.3373,56.1668,70.0687,91.7386,106.7742,100.212,80.1694
128.25,55.9472,56.7111,67.296,89.7744,109.093,99.4398,81.6866
128.5,55.8372,56.4662,68.4834,87.1907,111.1573,98.2355,82.888
128.75,55.3123,56.2441,69.4778,83.8181,106.9705,97.0393,83.9077
129,50.8284,58.2777,68.5534,80.5335,100.9918,95.8486,84.9099
129.25,53.2591,56.614,70.4044,77.3605,93.3945,95.1226,85.9563
129.5,52.069,57.1288,70.1739,74.5193,85.5221,94.693,86.9565
129.75,51.2485,57.8863,69.8008,72.0974,79.5916,94.5115,87.6969
130,53.0045,53.6908,61.5298,70.3574,73.8428,94.4772,88.1443
130.25,50.9076,57.3621,67.1323,69.4757,72.2225,94.9879,88.4609
130.5,51.5276,56.3217,65.079,69.4586,70.6503,95.7988,88.8093
130.75,52.2244,54.8388,63.1896,70.5249,69.5825,97.8176,89.2269
131,56.9422,53.2636,56.5732,71.5958,68.3837,100.4536,89.5129
131.25,53.7125,53.7213,60.1137,72.6724,66.5212,103.051,89.3229
131.5,54.3425,53.6966,58.8486,72.9953,64.3171,105.63,88.5189
131.75,55.4071,53.479,57.6967,72.3811,61.0451,105.7899,87.3308
132,64.6229,53.7707,53.5113,71.3745,58.047,104.8933,86.1733
132.25,58.7654,53.0559,55.6133,69.882,55.6319,101.7724,85.3247
132.5,60.9005,52.9796,54.6804,68.6912,54.048,97.7566,84.9687
132.75,62.8578,53.3559,53.8433,67.8725,53.7251,93.8171,85.2031
133,69.2795,52.9083,56.665,67.5958,52.8791,89.9057,85.883
133.25,66.1093,54.3175,53.8726,67.9848,51.4543,87.0223,86.7353
133.5,67.2944,54.5671,54.7761,69.0303,50.7513,84.4866,87.4649
133.75,68.3545,53.8066,56.0085,70.879,50.6334,82.7003,87.8479
134,68.8555,49.469,57.5192,72.875,50.3942,81.145,87.8371
134.25,69.8754,51.545,57.1892,75.0503,50.0837,79.9412,87.4875
134.5,70.1154,50.3756,57.361,76.8599,49.1914,78.8358,86.8415
134.75,69.7906,49.8563,57.4986,78.2255,48.0584,78.0577,85.9227
135,60.5404,49.52,55.6102,79.3094,47.6197,77.3623,84.7484
135.25,67.4277,49.5211,57.4291,80.0528,47.3713,76.9473,83.3971
135.5,65.4676,49.5655,57.1901,80.9688,46.8767,76.5958,82.2503
135.75,63.1805,49.585,56.5262,82.0928,46.3428,76.0848,81.7706
136,55.3713,47.8649,49.7301,83.8369,46.819,75.5416,82.1398
136.25,58.374,49.1773,54.0573,86.3243,47.3729,74.702,83.2194
136.5,56.719,48.8134,52.3796,89.2045,48.6642,73.8098,84.6392
136.75,55.7013,48.3807,50.9354,92.5538,49.8937,72.6419,85.9662
137,56.4447,47.1099,49.8489,95.1418,50.5333,71.4316,87.0557
137.25,55.3997,47.0804,49.3227,96.8244,51.4635,70.3643,88.0236
137.5,55.8147,46.5247,49.2301,97.5318,53.7901,69.3159,89.0729
137.75,56.1647,46.7048,49.5525,97.0838,55.5908,69.5986,90.467
138,56.7644,48.1026,51.9765,95.9743,55.8127,70.0278,92.3839
138.25,56.4769,48.2336,50.1301,94.0843,56.1866,72.3246,94.8484
138.5,56.2419,48.9785,50.6268,92.0678,56.8725,74.7881,97.7848
138.75,56.3294,48.5218,51.1755,89.9027,56.8022,78.6385,100.8235
139,64.0409,48.3854,54.1398,87.9719,55.6202,82.5852,103.4269
139.25,57.8349,47.8019,52.7275,86.3154,55.466,87.5639,105.2515
139.5,59.59,47.674,53.3162,85.0443,56.4149,92.5943,106.1252
139.75,61.6508,48.0873,53.7974,84.2227,58.2408,97.4537,105.9853
140,72.452,47.449,55.5247,84.2339,60.7564,102.3076,104.904
140.25,66.313,48.3254,54.3352,85.212,64.2876,104.3512,102.9967
140.5,68.4581,48.1895,54.4469,87.0091,68.3968,106.3558,100.4341
140.75,70.5069,47.8192,54.9505,89.7535,71.8679,105.0446,97.5422
141,79.5013,47.3085,56.6488,93.4935,75.0845,103.7185,94.7439
141.25,74.3995,47.0788,55.9761,98.3806,77.9824,101.7763,92.4739
141.5,76.3495,46.8544,56.3098,103.5888,80.7968,99.8634,91.0301
141.54,77.2029,46.96445,56.2906,106.37715,81.56755,99.70655,90.7155
141.75,78.0563,47.0745,56.2714,109.1655,82.3383,99.5497,90.4009
142,80.265,48.0175,62.2965,114.3481,83.6894,99.2607,90.3459
142.25,80.3536,47.5847,57.5526,119.0806,83.1205,99.8117,90.637
142.5,80.5686,47.8264,58.9623,122.4368,82.4533,100.3354,91.0548
142.75,80.545,47.9645,60.6538,124.2267,82.1156,100.1932,91.3345
143,78.5048,47.9981,63.8804,123.9526,81.8669,100.0209,91.367
143.25,80.079,47.8158,63.8794,121.3387,82.398,99.2734,91.229
143.5,79.994,47.6799,64.3635,117.4087,82.6816,98.5242,91.0562
143.75,79.4799,47.7389,64.5619,111.9924,81.8374,97.7465,90.9533
144,70.6867,51.9124,60.2892,106.1067,80.2687,96.9874,90.9431
144.25,76.9318,48.8481,63.1394,99.6928,76.6098,96.4712,91.1037
144.5,74.7167,49.7647,62.3245,93.8396,72.3017,95.9954,91.5223
144.75,72.6318,50.8764,61.3503,88.6143,66.7044,95.9758,92.174
145,64.5462,53.8931,53.4966,84.6917,61.6976,96,92.9817
145.25,68.9781,52.7279,58.5416,82.2224,57.5321,96.4569,93.913
145.5,67.523,53.4147,56.6773,80.6699,54.1388,96.9357,94.8843
145.75,66.0462,53.7289,54.9313,80.1361,51.5495,97.6063,95.6603
146,59.7766,52.3555,57.2045,80.3379,50.5572,98.2367,95.9344
146.25,63.1499,53.6259,52.9952,81.354,50.7823,98.5524,95.5588
146.5,61.8648,53.2948,53.4153,82.9034,52.5321,98.7897,94.581
146.75,60.7366,52.781,54.9567,85.0408,55.1214,98.4721,93.228
147,57.6308,50.9671,59.5273,87.7318,57.5074,98.1519,91.714
147.25,58.9517,52.1809,59.8293,91.0308,59.8153,97.8156,90.2207
147.5,58.2717,51.8923,60.6546,94.5769,60.9075,97.4789,88.8561
147.75,57.8258,51.2819,61.0592,98.3932,61.6956,97.1396,87.6113
148,59.9109,54.4896,51.9021,102.1239,60.9525,96.756,86.4673
148.25,57.8077,51.4809,57.8442,105.7613,59.9956,96.1312,85.6051
148.5,58.3827,52.163,55.7197,109.0731,57.9099,95.5781,85.2953
148.75,59.0809,53.3142,53.7303,112.0317,55.8732,95.3856,85.6009
149,60.5821,59.0443,49.3555,115.075,56.8865,95.1581,86.319
149.25,60.497,55.7319,50.8243,118.2098,58.0483,94.7675,87.0496
149.5,60.822,56.9499,50.1384,121.7986,60.4124,94.1082,87.4327
149.75,60.8571,58.1011,49.7267,125.8759,63.4519,92.2801,87.4345
150,59.576,58.3371,49.4275,128.8525,69.4186,90.3841,87.4177
150.25,60.1452,59.4191,48.907,130.6489,74.7291,88.2126,88.2384
150.5,59.5352,59.5074,48.6642,130.911,78.2191,86.3941,91.1458
150.75,59.336,58.8175,49.0071,129.5348,81.3235,85.9185,97.0884
151,62.4343,60.0113,52.9463,127.2272,83.6878,85.8645,105.9257
151.25,60.0722,58.4227,49.9383,123.9287,85.3428,87.3167,116.0462
151.5,60.8423,58.6951,50.714,121.2363,86.0183,89.0655,124.7818
151.75,61.6292,59.4691,51.6251,119.186,85.2095,91.812,129.411
152,66.3737,57.2361,55.9099,118.5961,82.9017,94.5548,128.4712
152.25,63.3989,59.9352,54.2847,119.5472,80.4968,97.2857,122.8708
152.48,63.9664,59.72405,54.6035,119.9686,79.2584,98.43215,118.8301
152.5,64.5339,59.5129,54.9223,120.39,78.02,99.5786,114.7894
152.75,65.5287,58.1726,55.4997,121.1189,75.5065,100.5598,106.6914
153,64.96,58.7024,56.3795,121.011,72.9733,100.7813,100.1632
153.25,66.6963,57.3637,56.1039,120.027,73.3988,98.8506,95.638
153.5,66.4613,57.6077,56.05,118.4855,74.9186,96.3672,92.9022
153.75,65.89,58.1565,56.171,116.3626,75.3474,92.4003,91.5148
154,61.1611,58.6185,58.4076,114.0943,75.5163,88.419,91.1096
154.25,63.984,59.2408,56.8479,111.6749,76.0339,84.4013,91.3608
154.5,62.9589,59.5157,57.3612,109.5494,76.5969,80.8109,91.8738
154.75,62.0162,59.1095,57.9448,107.7281,76.8888,78.2539,92.3143
155,60.2133,53.2494,57.3899,105.8245,77.1995,76.0937,92.6183
155.25,60.5578,57.9096,58.5432,103.8363,78.2127,74.8456,92.9963
155.5,60.2228,56.8051,58.3839,101.7502,79.14,73.7378,93.7066
155.75,60.1033,54.6898,57.8931,99.5637,79.4214,72.9371,94.7275
155.79,61.56285,54.75045,58.49265,98.75985,79.60605,72.62035,95.2141
156,63.0224,54.8111,59.0922,97.956,79.7907,72.3036,95.7007
156.25,60.6453,53.5236,56.8808,96.94,80.5226,72.0186,96.2289
156.5,61.4203,53.8452,57.0571,95.5962,81.2084,72.1001,96.0639
156.75,62.2123,54.2865,57.4352,93.9188,81.7713,72.9099,95.1519
157,62.5193,55.2975,61.8862,91.9126,82.5312,73.9552,93.6571
157.25,63.4327,55.5451,60.5666,89.5729,83.6571,75.4471,91.9043
157.75,63.1193,55.6939,62.0169,84.2535,85.9086,77.5789,89.2615
158,62.1013,54.7956,62.543,81.9923,87.5461,77.9873,89.1511
158.25,62.038,54.6416,61.6507,80.2399,89.6851,77.6088,89.9533
158.5,61.683,54.2322,61.3649,79.3236,90.25,76.7015,91.2658
158.75,61.6963,54.4303,61.8745,79.2452,89.6871,74.9206,92.4023
159,61.7151,60.8211,70.3394,79.0326,90.434,72.5938,92.6393
159.25,62.2882,55.5706,63.7759,78.6859,91.8553,69.4045,91.667
159.5,62.2432,56.7042,65.3017,78.1541,90.6506,66.2522,89.7546
159.75,62.0552,58.7114,67.5818,77.4381,88.5117,63.1558,87.5578
160,63.223,69.152,79.2641,76.2205,87.1068,60.9642,85.7486
160.25,61.7194,63.1791,73.6129,74.506,85.8683,60.0816,84.7229
160.5,62.0894,65.4416,76.1759,73.1063,80.1456,60.0588,84.5624
160.75,62.588,67.4743,78.4071,72.017,73.8834,61.227,85.0933
161,61.6279,72.2508,72.984,71.5252,70.4744,62.6185,86.0812
161.25,63.3972,69.98,79.7325,71.6203,67.2417,64.3064,87.1535
161.5,63.0822,70.731,77.9443,72.3654,65.7782,66.0442,87.8409
161.75,62.4979,71.2989,75.8495,73.7466,64.702,67.8452,87.7351
162,60.1849,83.7504,64.1639,75.7013,66.3344,69.7758,86.7234
162.25,60.998,74.1109,70.4055,78.2149,67.9781,71.8644,85.2043
162.5,60.623,76.6939,68.1309,81.5436,69.6667,73.8715,83.9529
162.75,60.3499,80.9765,66.0933,85.6634,70.7089,75.7836,83.652
163,60.0017,72.77,62.8595,90.2121,70.0897,77.3385,84.4303
163.25,60.0563,82.9974,63.3569,95.1755,69.4504,78.4941,85.7474
163.5,59.9663,81.2147,62.7626,99.5644,68.775,79.3424,86.7573
163.75,59.9467,77.0387,62.8932,103.4,66.9973,79.8611,86.8612
164,59.1926,66.0475,59.9912,106.073,63.7888,80.36,86.0734
164.25,60.081,68.2872,62.4226,107.6308,61.1862,80.8385,84.9534
164.5,60.186,65.2575,61.7692,107.4869,59.1597,81.2887,84.1846
164.75,59.8976,65.5657,60.8909,105.7171,58.296,81.7109,84.0842
165,54.4961,69.7603,58.2162,103.9608,58.2396,81.8635,84.4711
165.25,58.1257,66.9261,59.0818,102.2175,59.0853,81.7615,84.9132
165.5,56.6756,67.8565,58.6739,101.7316,60.38,81.675,85.0887
165.75,55.4612,68.9046,58.3468,102.4376,62.4297,81.6026,85.034
166,52.3846,71.4085,57.7464,103.8759,64.7375,81.8764,85.0272
166.25,53.8567,70.1816,57.9988,106.0056,64.869,82.4504,85.3004
166.5,53.5616,70.5854,57.5736,107.5859,64.5313,83.323,85.877
166.75,53.0747,70.9501,57.4873,108.6496,64.8017,84.4439,86.6021
167,47.6969,72.8434,60.5813,108.5694,65.1395,85.773,87.2291
167.25,51.3543,72.0759,58.3224,107.4178,65.6974,87.2679,87.541
167.5,49.9643,72.6154,59.0367,105.8394,66.2324,88.9127,87.4986
167.75,48.742,72.8711,59.8717,103.8628,66.2886,90.672,87.1955
168,47.6605,69.3194,57.0521,102.8127,66.3522,92.2068,86.8531
168.25,47.1624,72.1905,60.0155,102.6234,66.4649,93.5776,86.7594
168.5,47.1674,71.3993,59.2451,102.7699,66.2107,94.4717,87.1047
168.75,47.3305,70.3046,57.996,103.2271,64.5782,95.0321,87.9354
169,47.3413,70.0133,55.6886,103.0917,62.9286,95.1827,89.2072
169.25,47.7473,68.5729,56.4129,102.4102,61.2364,95.0585,90.7715
169.75,47.4414,69.2803,55.6773,99.827,58.5922,94.0724,93.9034
170.25,47.3241,70.33,55.7128,95.8927,58.1747,92.698,95.8575
170.5,47.3941,70.6187,55.5366,94.0085,58.7486,92.1073,96.1983
170.75,47.3546,70.8473,55.435,92.3382,59.7091,91.5876,96.1831
171,48.9683,69.7419,54.6129,90.3146,60.9174,91.2199,95.9453
171.25,47.3147,70.7997,55.4484,87.9706,62.2925,90.9374,95.6116
171.5,47.7147,70.5344,55.2711,85.4218,64.573,90.6795,95.1868
171.75,48.2632,70.0331,54.9681,82.6878,67.289,90.4347,94.6039
172,49.9851,71.7852,55.5647,80.32,69.2407,89.926,93.8966
172.25,49.4225,69.894,54.6208,78.2816,70.9415,89.2826,93.1888
172.5,49.6125,70.255,54.6969,77.1488,73.3245,88.2851,92.5519
173,50.0256,71.6529,58.7824,76.9231,74.9046,86.0347,91.268
173.25,50.0849,72.375,56.5597,77.3901,73.61,84.9953,90.4679
173.5,50.0949,72.6327,57.4534,77.8993,75.9084,84.4496,89.57
173.75,50.0756,72.2014,58.25,78.4461,78.1242,84.1219,88.6879
174,51.5694,68.5435,57.5184,79.0234,78.3036,84.2056,87.9162
174.25,50.078,70.8624,59.2077,79.6277,78.671,84.4619,87.2211
174.5,50.238,70.0616,59.0447,79.9302,80.1908,84.7359,86.4339
174.75,50.7294,69.2396,58.7146,79.9662,81.3919,85.0169,85.4416
175,54.6943,68.1139,54.5552,79.7381,81.4482,85.3719,84.4675
175.25,52.4899,68.1042,56.3929,79.2778,81.5377,85.7549,83.9764
175.5,53.4949,67.8404,55.4218,78.3172,81.7065,86.4139,84.2561
175.75,54.2342,67.9325,54.8164,76.9188,81.3849,87.172,85.1686
176,53.4209,69.4251,56.1618,75.6255,80.238,88.0054,86.2716
176.25,54.6618,68.4756,54.735,74.4238,77.7319,88.8644,87.1
176.5,54.1118,68.84,55.0896,73.7061,73.5663,89.4532,87.3484
176.75,53.6959,69.2097,55.6069,73.4087,70.1436,89.9554,86.9965
177,62.7229,67.4957,58.3104,73.6503,67.3855,90.2684,86.3017
177.25,54.3238,69.3325,56.8883,74.3579,65.2427,90.5243,85.6698
177.5,56.4639,68.94,57.546,75.1941,63.5012,90.4746,85.4447
177.75,59.2528,67.9524,58.0568,76.1408,63.6287,90.3379,85.7088
178,75.6088,69.6841,55.7683,76.9471,64.6243,89.6908,86.2636
178.25,66.1101,68.0866,58.3265,77.6328,64.3065,88.9072,86.7697
178.5,69.4103,68.6742,57.733,78.3596,63.5746,87.5405,86.9522
178.75,72.5786,69.2556,56.9036,79.1217,64.1191,86.0275,86.7784
179,74.3065,70.4294,52.2264,79.8252,64.9108,84.3826,86.4988
179.25,77.5114,69.8141,54.6274,80.4789,63.8668,82.7067,86.5191
179.5,78.2314,69.9672,53.6313,81.5114,62.653,81.5774,87.1347
179.75,77.1916,70.1648,52.779,82.865,63.0356,80.5676,88.3465
180,62.9256,71.7224,52.9092,84.1741,63.4391,80.0649,89.9044
180.25,71.2115,70.8231,52.1514,85.4456,63.9668,79.6653,91.4649
180.5,67.8963,71.1754,52.5082,86.1087,64.3307,79.1387,92.6995
180.75,65.1257,71.448,52.7335,86.2601,63.7502,78.5883,93.3002
181,58.3825,75.0165,45.6614,85.9098,63.364,78.0773,93.0276
181.25,61.1235,72.0001,51.8239,85.1391,63.6454,77.5732,91.8198
181.5,59.7385,72.5923,50.4826,83.9591,63.2343,77.7334,89.8715
